代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10647977.322500000000
真實報酬,647977.322499999780

夏普值報酬,0.056097732250
夏普值風險,0.022091995178
夏普值,2.539278675257

預期報酬,33929.854667472071
風險,68721.105766970752
起點值,0.493732664642
找到最佳解世代,2926
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2002(8),2105(9),2409(24),2912(40),3045(41),8046(47),
Stock#,2002(8),2105(9),2409(24),2912(40),3045(41),8046(47),
張數,85,61,66,28,40,20,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,2548.006250000000,23427.717500000232,12331.928500000000,16237.486000000001,23127.290000000001,33742.394999999997,
FS( 1 ),1664298.006250000100,1664327.717500000000,1664311.928499999900,1664317.486000000000,1664327.290000000000,1664342.395000000000,9985928.823249999400
FS( 2 ),1651021.091250000300,1659495.938000000500,1662915.632499999800,1685737.115000000000,1684941.079999999600,1605954.434999999600,9950069.291749998900
FS( 3 ),1668792.105000000200,1719011.411500000400,1728623.582500000000,1692427.379000000200,1702064.969999999700,1600976.559999999600,10111900.008000001000
FS( 4 ),1651021.091250000300,1704436.193500000300,1708254.117999999800,1696887.554999999900,1696091.519999999800,1609140.275000000100,10065834.752750000000
FS( 5 ),1662868.433750000100,1732979.328750000100,1699712.084499999900,1699117.642999999900,1698879.129999999700,1600976.559999999600,10094537.180000000000
FS( 6 ),1690794.312500000000,1747554.546750000200,1711539.515500000000,1716679.586000000100,1710427.800000000000,1640998.675000000000,10217998.435750002000
FS( 7 ),1708565.326250000200,1716582.208499999900,1768048.352499999800,1708037.995000000100,1698879.129999999700,1617104.874999999800,10217221.887249999000
FS( 8 ),1708565.326250000200,1716582.208499999900,1788417.817000000000,1708037.995000000100,1743879.120000000100,1626662.395000000000,10292148.861749999000
FS( 9 ),1711104.042500000200,1714153.005500000200,1782504.101500000100,1710268.083000000300,1729941.070000000100,1629848.234999999600,10277822.537500000000
FS( 10 ),1696717.983749999900,1725691.719750000400,1814043.917500000000,1708037.995000000100,1727153.460000000000,1640998.675000000000,10312647.751000002000
FS( 11 ),1702641.655000000000,1809499.223250000300,1816672.235500000200,1714449.497999999900,1732728.679999999900,1681020.790000000300,10457016.081750002000
FS( 12 ),1713642.758749999800,1780956.088000000500,1831127.984499999800,1718909.674000000100,1727153.460000000000,1736972.105000000400,10508766.070250001000
FS( 13 ),1759339.651250000300,1799782.411250000400,1816672.235500000200,1712219.409999999900,1752241.950000000400,1729007.505000000100,10569267.163000003000
FS( 14 ),1748338.547500000100,1790065.599250000200,1796959.850499999900,1708037.995000000100,1713215.409999999900,1744936.705000000100,10501558.107249999000
FS( 15 ),1756800.935000000300,1778526.885000000000,1808130.201999999800,1708037.995000000100,1716003.019999999800,1729007.505000000100,10496510.542000001000
FS( 16 ),1753415.980000000200,1783385.291000000200,1814043.917500000000,1710268.083000000300,1718790.629999999700,1713078.305000000400,10492986.206499999000
FS( 17 ),1756800.935000000300,1778526.885000000000,1805501.883999999800,1716679.586000000100,1718790.629999999700,1729007.505000000100,10505311.425000001000
FS( 18 ),1765263.322500000200,1799782.411250000400,1879094.787999999900,1723369.850000000100,1718790.629999999700,1736972.105000000400,10623277.106750000000
FS( 19 ),1753415.980000000200,1804640.817250000100,1925090.352999999900,1723369.850000000100,1718790.629999999700,1840910.135000000000,10766221.765249999000
FS( 20 ),1711104.042500000200,1754234.855000000200,1885008.503499999900,1690197.290999999700,1704852.579999999600,1840910.135000000000,10586311.407000000000
FS( 21 ),1728028.817500000100,1754234.855000000200,1896178.855000000000,1685737.115000000000,1718790.629999999700,1865003.050000000000,10647977.322500000000
