代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10688846.821249999000
真實報酬,688846.821249999110

夏普值報酬,0.060184682125
夏普值風險,0.019976119594
夏普值,3.012831488229

預期報酬,34658.845769512154
風險,37569.547136271103
起點值,0.922524981305
找到最佳解世代,4467
找到最佳解實驗#,1
找到最佳解次數,17

投資組合檔數,6
2301(12),2308(14),2454(27),2474(28),2912(40),4904(46),
Stock#,2301(12),2308(14),2454(27),2474(28),2912(40),4904(46),
張數,46,15,5,13,11,31,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,17979.965499999998,24979.926249999768,260865.584999999990,98063.922749999998,66749.362999999998,17909.865750000001,
FS( 1 ),1664319.965499999900,1664329.926250000000,1664665.585000000000,1664433.922749999900,1664389.362999999900,1664319.865750000100,9986462.628249999100
FS( 2 ),1710158.792999999800,1663347.924999999600,1687176.108749999700,1663067.999750000000,1666847.458750000000,1669071.003250000100,10059673.288500000000
FS( 3 ),1766946.390999999800,1663347.924999999600,1719930.526250000300,1702024.849500000000,1681084.181249999900,1654874.103750000200,10188211.976749999000
FS( 4 ),1735804.804999999700,1631837.976249999800,1695339.823750000200,1724285.906499999800,1657319.805999999900,1686045.557000000300,10130637.874499999000
FS( 5 ),1732599.053499999700,1638259.434999999600,1693298.895000000000,1690894.320999999800,1657319.805999999900,1686045.557000000300,10098421.067499999000
FS( 6 ),1742674.272500000000,1644531.557499999900,1705594.246250000100,1707590.113749999800,1681084.181249999900,1669071.003250000100,10150549.374499999000
FS( 7 ),1780685.326000000100,1663347.924999999600,1699471.460000000000,1735545.859749999800,1724013.375250000000,1664441.579500000200,10267509.525500000000
FS( 8 ),1777021.609999999900,1675892.169999999700,1676921.686250000300,1690894.320999999800,1804943.666999999900,1669071.003250000100,10294748.457500000000
FS( 9 ),1770152.142499999800,1719797.027499999900,1644117.490000000000,1702024.849500000000,1819289.902749999900,1669071.003250000100,10324456.415500000000
FS( 10 ),1728935.337499999900,1719797.027499999900,1656412.841250000100,1741111.124000000100,1828817.555500000000,1681107.505000000100,10356185.390750000000
FS( 11 ),1756413.207500000000,1719797.027499999900,1683044.472499999900,1735545.859749999800,1828817.555500000000,1698082.058749999900,10421704.181499999000
FS( 12 ),1735804.804999999700,1719797.027499999900,1678962.615000000000,1757806.916750000100,1790706.944499999800,1712587.586500000000,10395669.895250000000
FS( 13 ),1746337.988500000000,1719797.027499999900,1728144.020000000000,1763372.180999999900,1781179.291750000300,1729253.512000000100,10468088.020750001000
FS( 14 ),1770152.142499999800,1726069.149999999700,1748652.865000000000,1729851.170749999800,1771651.639000000000,1746228.065750000100,10492609.033000000000
FS( 15 ),1780685.326000000100,1719797.027499999900,1756816.579999999800,1690894.320999999800,1781179.291750000300,1729253.512000000100,10458630.058250001000
FS( 16 ),1780685.326000000100,1726069.149999999700,1756816.579999999800,1713155.377999999800,1828817.555500000000,1727093.114250000100,10532641.103750000000
FS( 17 ),1808163.196000000000,1769974.007499999800,1744521.228750000000,1729851.170749999800,1828817.555500000000,1746228.065750000100,10627559.224250000000
FS( 18 ),1835641.065999999600,1807606.742500000200,1715848.668750000000,1702024.849500000000,1809762.249999999800,1772770.095250000200,10643657.671999998000
FS( 19 ),1821902.130999999800,1801334.619999999900,1742480.299999999600,1724285.906499999800,1800234.597249999600,1760733.593500000200,10650975.148249999000
FS( 20 ),1838846.817499999900,1801334.619999999900,1736357.513750000400,1763372.180999999900,1800234.597249999600,1748697.091750000100,10688846.821249999000
