代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10783673.732750000000
真實報酬,783673.732750000430

夏普值報酬,0.069667373275
夏普值風險,0.022674716458
夏普值,3.072469435417

預期報酬,34981.766259930315
風險,107354.868400701190
起點值,0.325851698959
找到最佳解世代,3689
找到最佳解實驗#,1
找到最佳解次數,37

投資組合檔數,5
1326(5),2353(19),2357(21),2912(40),8046(47),
Stock#,1326(5),2353(19),2357(21),2912(40),8046(47),
張數,56,36,16,34,25,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,23187.049999999999,23667.734000000000,112353.932000000000,15996.818499999999,9417.456249999766,
FS( 1 ),1997187.050000000000,1997187.733999999900,1997313.932000000000,1997176.818500000100,1997167.456250000000,9986032.990749999900
FS( 2 ),2038071.558000000200,2000282.338999999700,1952335.824000000000,2000257.439500000100,1979162.593749999800,9970109.754249999300
FS( 3 ),2041974.212000000100,1994189.419999999900,1919521.672000000000,1990779.565500000300,2052835.143749999800,9999300.013250000800
FS( 4 ),2064832.613999999800,2047233.656000000000,1952335.824000000000,2000257.439500000100,2062044.212499999900,10126703.745999999000
FS( 5 ),2072637.922000000000,2041499.144000000100,1974318.120000000100,2004657.881000000100,2015998.868749999900,10109111.935750000000
FS( 6 ),2175779.491999999600,2041499.144000000100,1985309.267999999900,1988410.097000000100,2034417.006249999900,10225415.007250000000
FS( 7 ),2164629.052000000100,2065154.006000000100,2007132.271999999900,1997549.475499999900,2006789.799999999800,10241254.605500000000
FS( 8 ),2202540.547999999500,2088808.867999999800,2003468.555999999900,2016505.223500000100,2052835.143749999800,10364158.339249998000
FS( 9 ),2237106.912000000000,2121065.498000000600,2072919.868000000000,2056786.188000000300,2080462.349999999900,10568340.816000000000
FS( 10 ),2183584.799999999800,2088808.867999999800,2050937.571999999900,2091651.224500000200,2089671.418749999700,10504653.883249998000
FS( 11 ),2141213.128000000000,2044366.399999999900,2051415.448000000100,2070326.008000000100,2052835.143749999800,10360156.127750000000
FS( 12 ),2103301.632000000200,2029671.713000000000,2081840.220000000000,2078111.404500000200,2071253.281249999800,10364178.250750000000
FS( 13 ),2064832.613999999800,2029671.713000000000,2100795.967999999900,2073033.972000000300,2089671.418749999700,10358005.685750000000
FS( 14 ),2072637.922000000000,2056193.831000000000,2089326.943999999900,2067618.043999999800,2144925.831249999800,10430702.572249999000
FS( 15 ),2199195.416000000200,2088808.867999999800,2089326.943999999900,2083527.332500000000,2163343.968750000000,10624202.529250000000
FS( 16 ),2187487.453999999900,2118198.242000000100,2108441.984000000200,2088943.260499999900,2163343.968750000000,10666414.909250000000
FS( 17 ),2152921.090000000300,2132892.929000000500,2104618.975999999800,2056786.188000000300,2088426.949999999700,10535646.133000001000
FS( 18 ),2130062.687999999600,2112105.323000000800,2081840.220000000000,2035460.971499999800,2028443.556249999900,10387912.758749999000
FS( 19 ),2206443.202000000000,2185937.165000000000,2112264.992000000100,2064910.080000000100,2088426.949999999700,10657982.389000000000
FS( 20 ),2233204.257999999900,2236114.145000000000,2104618.975999999800,2051370.260000000000,2158366.093750000000,10783673.732750000000
