代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11144078.875750000000
真實報酬,1144078.875749999700

夏普值報酬,0.105707887575
夏普值風險,0.029908981675
夏普值,3.534319179510

預期報酬,51478.610695296185
風險,95853.579441982016
起點值,0.537054651428
找到最佳解世代,5036
找到最佳解實驗#,2
找到最佳解次數,37

投資組合檔數,3
2317(14),2357(21),2412(25),
Stock#,2317(14),2357(21),2412(25),
張數,153,49,76,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,16162.758750000001,15722.131750000000,550.543000000000,
FS( 1 ),3328612.758750000000,3328612.131750000200,3328590.543000000100,9985816.433499999300
FS( 2 ),3385546.965750000000,3436886.194500000200,3319917.062000000400,10142351.222250002000
FS( 3 ),3396209.574000000000,3425666.064250000800,3339589.623999999800,10161466.262250001000
FS( 4 ),3368791.438500000200,3436886.194500000200,3307054.233000000500,10112732.866000000000
FS( 5 ),3534823.481250000200,3492986.845750000300,3326726.795000000400,10354538.122000001000
FS( 6 ),3585090.063000000100,3515427.106249999700,3307054.233000000500,10407572.402250001000
FS( 7 ),3557671.927500000200,3481766.715499999900,3313863.966000000000,10353303.609000001000
FS( 8 ),3591182.981999999800,3487620.696500000100,3326726.795000000400,10405531.473500000000
FS( 9 ),3435813.547500000300,3481766.715499999900,3307054.233000000500,10224635.496000001000
FS( 10 ),3524160.873000000100,3722267.768250000200,3339589.623999999800,10586019.265250001000
FS( 11 ),3684099.996749999900,3744708.028750000100,3313863.966000000000,10742672.991500000000
FS( 12 ),3557671.927500000200,3610554.297499999900,3333536.527999999500,10501763.752999999000
FS( 13 ),3585090.063000000100,3660800.967749999800,3352452.452999999700,10598344.483750001000
FS( 14 ),3662774.780250000300,3783734.568750000100,3372125.015000000100,10818635.364000000000
FS( 15 ),3607938.509249999700,3761294.308250000700,3366071.918999999800,10735305.736500001000
FS( 16 ),3673437.388500000400,3806174.829250000400,3398607.310000000100,10878220.527750000000
FS( 17 ),3668867.699250000100,3705193.657000000100,3411470.139000000000,10785532.495250000000
FS( 18 ),3761784.714000000200,3660800.967749999800,3450058.626000000200,10872645.307750000000
FS( 19 ),3801388.687500000000,3677387.247250000500,3482594.017000000500,10961370.951750001000
FS( 20 ),3879073.404749999800,3755928.159000000000,3509076.312000000400,11144078.875750000000
