代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10225889.324249998000
真實報酬,225889.324249997740

夏普值報酬,0.013888932425
夏普值風險,0.007059973568
夏普值,1.967278246957

預期報酬,12321.992347822325
風險,16780.057765993944
起點值,0.734323595285
找到最佳解世代,4879
找到最佳解實驗#,3
找到最佳解次數,30

投資組合檔數,3
1303(4),3008(41),4904(44),
Stock#,1303(4),3008(41),4904(44),
張數,57,0,47,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,26046.823499999999,3333333.000000000000,32055.373500000002,
FS( 1 ),3328626.823499999900,3333333.000000000000,3328635.373500000200,9990596.197000000600
FS( 2 ),3373030.592999999400,3333333.000000000000,3318259.289250000400,10024623.882250000000
FS( 3 ),3362248.515749999800,3333333.000000000000,3349609.946000000500,10045192.461750001000
FS( 4 ),3373030.592999999400,3333333.000000000000,3344930.743500000300,10051295.336500000000
FS( 5 ),3394594.747500000100,3333333.000000000000,3327149.774000000700,10055078.521500001000
FS( 6 ),3394594.747500000100,3333333.000000000000,3380960.602749999600,10108889.350250000000
FS( 7 ),3404809.346999999600,3333333.000000000000,3372070.117999999800,10110213.465000000000
FS( 8 ),3399702.047249999800,3333333.000000000000,3372070.117999999800,10105106.165250000000
FS( 9 ),3399702.047249999800,3333333.000000000000,3367390.915500000100,10100426.962749999000
FS( 10 ),3383812.670250000000,3333333.000000000000,3376281.400250000400,10093428.070500001000
FS( 11 ),3426373.501500000200,3333333.000000000000,3376281.400250000400,10135988.901750000000
FS( 12 ),3442262.878499999600,3333333.000000000000,3376281.400250000400,10151878.278750001000
FS( 13 ),3501280.564500000300,3333333.000000000000,3353821.228249999700,10188435.792750001000
FS( 14 ),3479716.409999999700,3333333.000000000000,3367390.915500000100,10180441.325500000000
FS( 15 ),3474609.110250000400,3333333.000000000000,3353821.228249999700,10161764.338500001000
FS( 16 ),3496173.264749999600,3333333.000000000000,3367390.915500000100,10196898.180250000000
FS( 17 ),3517169.941500000700,3333333.000000000000,3376281.400250000400,10226785.341750002000
FS( 18 ),3517169.941500000700,3333333.000000000000,3363179.633250000000,10213683.574750001000
FS( 19 ),3527952.018750000300,3333333.000000000000,3376281.400250000400,10237567.419000002000
FS( 20 ),3538734.095999999400,3333333.000000000000,3353821.228249999700,10225889.324249998000
