代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11076388.887499999000
真實報酬,1076388.887499999300

夏普值報酬,0.098938888750
夏普值風險,0.035938665752
夏普值,2.752992819272

預期報酬,54834.090149124102
風險,281185.452526528560
起點值,0.195010409167
找到最佳解世代,3920
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,1
1216(2),
Stock#,1216(2),
張數,205,
分配資金,10000000.000000000000,
剩餘資金,8432.276249999999,
FS( 1 ),9985782.276249999200,9985782.276249999200
FS( 2 ),10049801.726249998000,10049801.726249998000
FS( 3 ),10211035.097500000000,10211035.097500000000
FS( 4 ),10141643.520000000000,10141643.520000000000
FS( 5 ),10084497.514999999000,10084497.514999999000
FS( 6 ),10600852.488750000000,10600852.488750000000
FS( 7 ),10313081.535000000000,10313081.535000000000
FS( 8 ),10580443.201250000000,10580443.201250000000
FS( 9 ),10657998.493750000000,10657998.493750000000
FS( 10 ),10868214.154999999000,10868214.154999999000
FS( 11 ),10904950.872499999000,10904950.872499999000
FS( 12 ),11307013.836250000000,11307013.836250000000
FS( 13 ),11153944.180000000000,11153944.180000000000
FS( 14 ),11190680.897499999000,11190680.897499999000
FS( 15 ),10868214.154999999000,10868214.154999999000
FS( 16 ),10543706.483749999000,10543706.483749999000
FS( 17 ),10562074.842499999000,10562074.842499999000
FS( 18 ),10772290.503750000000,10772290.503750000000
FS( 19 ),10772290.503750000000,10772290.503750000000
FS( 20 ),10751881.216249999000,10751881.216249999000
FS( 21 ),11076388.887499999000,11076388.887499999000
