代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10615618.623249998000
真實報酬,615618.623249998320

夏普值報酬,0.052861862325
夏普值風險,0.014504967768
夏普值,3.644397090031

預期報酬,22394.778349743236
風險,56946.180445763923
起點值,0.393262167444
找到最佳解世代,4132
找到最佳解實驗#,1
找到最佳解次數,38

投資組合檔數,6
2324(15),2382(22),2412(24),2618(28),2888(36),4904(45),
Stock#,2324(15),2382(22),2412(24),2618(28),2888(36),4904(45),
張數,76,42,26,85,159,54,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,21204.553999999767,4040.129500000000,4200.357499999767,18721.020000000000,1156.025500000000,5422.096000000233,
FS( 1 ),1664324.554000000000,1664300.129500000000,1664300.357499999900,1664321.020000000000,1664296.025500000000,1664302.095999999900,9985848.182500001000
FS( 2 ),1654783.836999999800,1700022.053499999900,1653330.521999999900,1719660.907500000200,1642689.952749999900,1643521.289500000000,10014012.562249999000
FS( 3 ),1634354.637999999800,1737236.647000000100,1656954.414999999800,1732354.488750000000,1642689.952749999900,1660724.825500000000,10064318.967000000000
FS( 4 ),1641921.007999999700,1700022.053499999900,1656954.414999999800,1827133.228750000000,1615779.560500000100,1645134.121000000000,10086948.386750000000
FS( 5 ),1660080.295999999900,1671588.431500000200,1667826.093999999600,1871137.643750000000,1636358.095750000100,1656961.551999999900,10163956.112999998000
FS( 6 ),1649487.377999999800,1642736.668000000100,1671449.986999999500,1889754.896250000000,1642689.952749999900,1666100.930500000200,10162223.812500000000
FS( 7 ),1657053.747999999900,1691241.081999999900,1684133.612499999800,1871137.643750000000,1636358.095750000100,1668251.372500000300,10208179.554500001000
FS( 8 ),1647217.466999999500,1717165.855000000000,1702253.077499999700,1855059.107499999900,1615779.560500000100,1674165.088000000000,10211644.155499998000
FS( 9 ),1664620.117999999600,1734309.656500000000,1678697.772999999600,1827133.228750000000,1622111.417500000000,1674165.088000000000,10201041.281749999000
FS( 10 ),1664620.117999999600,1737236.647000000100,1680509.719499999900,1865213.972499999900,1609447.703499999800,1669864.204000000400,10226896.364499999000
FS( 11 ),1654783.836999999800,1737236.647000000100,1675073.879999999900,1899063.522499999700,1603115.846500000000,1672014.646000000200,10241292.378999999000
FS( 12 ),1662350.206999999700,1745599.477000000200,1691381.398499999900,1909218.387500000000,1609447.703499999800,1681691.635000000200,10299692.808499999000
FS( 13 ),1664620.117999999600,1765670.269000000100,1689569.451999999600,1839826.809999999800,1603115.846500000000,1698895.171000000100,10261701.666499998000
FS( 14 ),1694885.598000000000,1748526.467500000000,1682321.665999999700,1833056.900000000100,1656936.631000000100,1681691.635000000200,10297422.897499999000
FS( 15 ),1702451.967999999600,1725946.826500000200,1684133.612499999800,1823748.273750000200,1622111.417500000000,1683304.466500000300,10241700.564750001000
FS( 16 ),1707748.426999999700,1720092.845500000100,1684133.612499999800,1845750.481250000000,1683847.023250000100,1700508.002500000200,10342084.391999999000
FS( 17 ),1707748.426999999700,1700022.053499999900,1693193.344999999700,1789052.484999999900,1683847.023250000100,1692981.455500000200,10266848.789250001000
FS( 18 ),1720611.255999999800,1734309.656500000000,1691381.398499999900,1789052.484999999900,1690178.880249999900,1696744.729000000300,10322282.405250000000
FS( 19 ),1742553.728999999800,1834245.475000000300,1691381.398499999900,1789052.484999999900,1663268.487999999900,1690831.013500000100,10411336.589000000000
FS( 20 ),1770549.298000000000,1840099.456000000000,1689569.451999999600,1861829.017500000300,1675932.202000000000,1690831.013500000100,10528814.438999999000
FS( 21 ),1770549.298000000000,1866024.229000000100,1698629.184499999500,1877061.315000000200,1702842.594250000100,1700508.002500000200,10615618.623249998000
