代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10438192.437750001000
真實報酬,438192.437750000510

夏普值報酬,0.035119243775
夏普值風險,0.013081204468
夏普值,2.684710254313

預期報酬,20298.294879945639
風險,91499.629871916710
起點值,0.221840185675
找到最佳解世代,4264
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2412(24),2881(31),3045(41),
Stock#,2412(24),2881(31),3045(41),
張數,50,113,56,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,20619.099999999999,4135.644499999999,24064.002000000000,
FS( 1 ),3328619.100000000100,3328595.644499999900,3328624.001999999900,9985839.746500000400
FS( 2 ),3334888.274999999900,3309384.910000000100,3360833.172000000300,10005107.357000001000
FS( 3 ),3366248.887499999700,3321759.907250000200,3484045.534000000000,10172055.328749999000
FS( 4 ),3425485.600000000600,3325134.906499999600,3458399.521999999900,10209021.028500000000
FS( 5 ),3425485.600000000600,3306009.910749999800,3437213.685999999300,10168710.196750000000
FS( 6 ),3397609.500000000000,3298134.912500000600,3411567.673999999600,10107313.086500000000
FS( 7 ),3390640.475000000100,3285759.915250000100,3411567.673999999600,10087969.064250000000
FS( 8 ),3425485.600000000600,3230634.927499999800,3445576.515999999800,10101698.043499999000
FS( 9 ),3453361.699999999700,3235134.926499999600,3471222.527999999900,10159720.154500000000
FS( 10 ),3480740.012500000700,3274509.917750000000,3598337.543999999800,10353588.474250000000
FS( 11 ),3466801.962499999900,3254259.922249999800,3547603.042000000400,10268665.926750001000
FS( 12 ),3466801.962499999900,3293634.913500000300,3517496.853999999800,10277934.730000000000
FS( 13 ),3422001.087499999900,3317259.908250000300,3517496.853999999800,10256758.849750001000
FS( 14 ),3459832.937500000000,3372384.896000000200,3564328.702000000000,10396547.535499999000
FS( 15 ),3442908.162500000100,3439884.881000000100,3615063.203999999900,10497857.247500001000
FS( 16 ),3449877.187500000000,3396009.890749999800,3505231.370000000100,10351119.448249999000
FS( 17 ),3439423.650000000400,3376884.895000000000,3487948.188000000100,10304257.732999999000
FS( 18 ),3411547.550000000300,3400509.889750000100,3437213.685999999300,10249272.125750000000
FS( 19 ),3401094.012500000200,3345384.902000000200,3441673.861999999300,10188153.776500000000
FS( 20 ),3442908.162500000100,3424134.884499999700,3496311.018000000200,10363355.065000001000
FS( 21 ),3459832.937500000000,3479259.872250000000,3499098.628000000000,10438192.437750001000
