代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10509004.572500000000
真實報酬,509004.572499999780

夏普值報酬,0.042200457250
夏普值風險,0.015677657602
夏普值,2.691757807210

預期報酬,24876.744678919604
風險,37443.301411797016
起點值,0.664384382278
找到最佳解世代,4868
找到最佳解實驗#,2
找到最佳解次數,27

投資組合檔數,5
1303(4),1326(5),1402(6),3045(42),3231(43),
Stock#,1303(4),1326(5),1402(6),3045(42),3231(43),
張數,42,32,77,24,101,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,27393.035000000000,5802.312000000000,2087.025250000000,55392.877999999997,15556.191499999766,
FS( 1 ),1997193.034999999900,1997162.311999999900,1997157.025249999900,1997232.878000000000,1997176.191500000000,9985921.441750001200
FS( 2 ),2071686.828500000100,2051430.175999999700,2005960.473749999900,1961162.366000000400,1982374.338499999800,10072614.182750000000
FS( 3 ),2105974.431500000400,2072456.720000000200,1999827.731749999800,1961162.366000000400,1972319.030999999700,10111740.280250000000
FS( 4 ),2067923.554999999900,2069908.048000000000,1985262.469499999900,1997958.817999999700,1998462.830499999700,10119515.720999999000
FS( 5 ),2054124.885499999900,2067359.375999999700,1969930.614500000100,2016357.043999999800,1965280.315749999800,10073052.235749999000
FS( 6 ),2026527.546499999900,2046332.831999999900,2041990.332999999900,2007277.400000000100,1949191.823749999700,10071319.935249999000
FS( 7 ),2067923.554999999900,2051430.175999999700,2045056.703999999900,2016357.043999999800,2018573.445499999700,10199340.924500000000
FS( 8 ),2081722.224500000000,2072456.720000000200,2053489.224250000000,1988640.236000000000,2021590.037749999400,10217898.442500001000
FS( 9 ),2085485.497999999700,2043784.159999999900,2056555.595250000000,1997958.817999999700,2070861.044499999600,10254645.115750000000
FS( 10 ),2085485.497999999700,2059394.775999999800,2050422.853249999900,1988640.236000000000,2066838.921499999200,10250782.284749998000
FS( 11 ),2054124.885499999900,2051430.175999999700,2029724.848999999700,1988640.236000000000,2107060.151499999700,10230980.297999999000
FS( 12 ),2064578.423000000000,2056846.103999999800,1966864.243499999900,1988640.236000000000,2211635.349499999500,10288564.355999999000
FS( 13 ),2085485.497999999700,2082969.991999999900,1966864.243499999900,2016357.043999999800,2224707.249249999400,10376384.026749998000
FS( 14 ),2064578.423000000000,2109412.464000000200,1985262.469499999900,2034755.270000000000,2211635.349499999500,10405643.976000000000
FS( 15 ),2071686.828500000100,2109412.464000000200,1988328.840499999900,2044073.852000000000,2217668.533999999100,10431170.518999999000
FS( 16 ),2081722.224500000000,2082969.991999999900,1985262.469499999900,2044073.852000000000,2224707.249249999400,10418735.787249999000
FS( 17 ),2067923.554999999900,2054297.431999999800,1993694.989749999900,2044073.852000000000,2257889.764000000000,10417879.592750000000
FS( 18 ),2040326.216000000000,2040916.903999999900,1976063.356500000000,2025675.625999999900,2313193.955250000600,10396176.057750002000
FS( 19 ),2036981.083999999800,2051430.175999999700,2002894.102749999800,1988640.236000000000,2375536.861749999700,10455482.460499998000
FS( 20 ),2057470.017499999800,2067359.375999999700,2026658.477999999900,2034755.270000000000,2303138.647749999500,10489381.789249999000
FS( 21 ),2085485.497999999700,2101447.864000000100,2035857.591000000200,2016357.043999999800,2290066.747999999700,10529214.744999999000
FS( 22 ),2105974.431500000400,2114509.807999999700,2041990.332999999900,1988640.236000000000,2257889.764000000000,10509004.572500000000
