代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11196909.795499999000
真實報酬,1196909.795499999100

夏普值報酬,0.110990979550
夏普值風險,0.033903733119
夏普值,3.273709687338

預期報酬,50171.132594357055
風險,78333.998889299401
起點值,0.640477101970
找到最佳解世代,3110
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1101(0),2002(8),2105(9),
Stock#,1101(0),2002(8),2105(9),
張數,159,136,110,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,11866.645499999999,18375.907999999999,25325.797500000001,
FS( 1 ),3328606.645500000100,3328615.907999999800,3328625.797499999900,9985849.350999999800
FS( 2 ),3336091.570499999900,3289596.419999999900,3319484.357499999500,9945173.347999999300
FS( 3 ),3488056.138500000800,3338339.771999999900,3390667.969999999700,10217064.880500000000
FS( 4 ),3526047.280499999900,3319384.023999999700,3412570.620000000100,10258002.924500000000
FS( 5 ),3510217.637999999800,3319384.023999999700,3363289.657499999700,10192892.319499999000
FS( 6 ),3537128.030249999800,3309906.149999999900,3401619.294999999500,10248654.475250000000
FS( 7 ),3554540.636999999600,3299074.293999999800,3599838.277499999900,10453454.208500000000
FS( 8 ),3532379.137500000200,3274702.617999999800,3638167.914999999600,10445250.670499999000
FS( 9 ),3481724.281500000000,3261162.798000000000,3649119.240000000200,10392007.319499999000
FS( 10 ),3571953.243749999900,3353233.573999999600,3621740.927500000200,10546928.745250000000
FS( 11 ),3475392.424499999700,3353233.573999999600,3523179.002499999500,10351806.000999998000
FS( 12 ),3499136.888249999800,3357295.520000000000,3692924.539999999600,10549357.948249999000
FS( 13 ),3537128.030249999800,3353233.573999999600,3764108.152499999900,10654470.756749999000
FS( 14 ),3609944.385750000400,3368127.375999999700,3764108.152499999900,10742180.914249999000
FS( 15 ),3622608.099750000100,3347817.645999999700,3731254.177500000200,10701680.923250001000
FS( 16 ),3649518.492000000100,3357295.520000000000,3747681.164999999600,10754496.176999999000
FS( 17 ),3761908.953750000300,3377605.250000000000,3781630.272499999500,10921145.476250000000
FS( 18 ),3750828.204000000400,3377605.250000000000,3747681.164999999600,10876115.618999999000
FS( 19 ),3768240.810750000200,3381667.195999999500,3758632.490000000200,10908541.496750001000
FS( 20 ),3823644.559500000000,3377605.250000000000,3731254.177500000200,10932504.987000000000
FS( 21 ),3991438.770000000500,3396560.997999999700,3736729.839999999900,11124730.607999999000
FS( 22 ),4048425.483000000000,3430410.548000000000,3736729.839999999900,11215566.870999999000
FS( 23 ),3991438.770000000500,3430410.548000000000,3775059.477499999600,11196909.795499999000
