代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,9958570.747999999700
真實報酬,-41429.252000000328

夏普值報酬,-0.012842925200
夏普值風險,0.008183878890
夏普值,-1.569295608208

預期報酬,387.962176985831
風險,81751.690164809959
起點值,0.004745616589
找到最佳解世代,2946
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,1
2002(7),
Stock#,2002(7),
張數,424,
分配資金,10000000.000000000000,
剩餘資金,17555.258000000002,
FS( 1 ),9985795.257999999400,9985795.257999999400
FS( 2 ),9941685.795999998200,9941685.795999998200
FS( 3 ),9958570.747999999700,9958570.747999999700
FS( 4 ),9958570.747999999700,9958570.747999999700
FS( 5 ),9979676.938000002900,9979676.938000002900
FS( 6 ),10017668.080000002000,10017668.080000002000
FS( 7 ),9979676.938000002900,9979676.938000002900
FS( 8 ),10034553.032000000000,10034553.032000000000
FS( 9 ),9996561.889999998700,9996561.889999998700
FS( 10 ),9996561.889999998700,9996561.889999998700
FS( 11 ),9903694.653999999200,9903694.653999999200
FS( 12 ),10034553.032000000000,10034553.032000000000
FS( 13 ),10190738.838000001000,10190738.838000001000
FS( 14 ),10148526.457999999000,10148526.457999999000
FS( 15 ),10110535.316000000000,10110535.316000000000
FS( 16 ),9979676.938000002900,9979676.938000002900
FS( 17 ),10093650.364000000000,10093650.364000000000
FS( 18 ),10017668.080000002000,10017668.080000002000
FS( 19 ),9958570.747999999700,9958570.747999999700
FS( 20 ),9806606.180000001600,9806606.180000001600
FS( 21 ),9958570.747999999700,9958570.747999999700
