代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10580062.853000000000
真實報酬,580062.853000000120

夏普值報酬,0.049306285300
夏普值風險,0.020395865644
夏普值,2.417464703904

預期報酬,34555.558846167303
風險,61149.491319989022
起點值,0.565099694212
找到最佳解世代,2954
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1101(0),2207(11),2311(15),2474(28),2801(30),2883(34),
Stock#,1101(0),2207(11),2311(15),2474(28),2801(30),2883(34),
張數,51,6,74,13,134,252,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,11911.330000000233,32039.972499999767,1516.538500000000,6283.321500000000,8065.858000000000,1095.940000000233,
FS( 1 ),1664311.330000000100,1664339.972499999900,1664296.538500000000,1664303.321500000100,1664305.858000000000,1664295.939999999900,9985856.960500000000
FS( 2 ),1646336.851749999900,1643915.720499999600,1656938.737000000000,1732550.637000000100,1696999.111000000000,1687042.467999999900,10063787.525249999000
FS( 3 ),1659030.433000000000,1599114.845499999600,1659885.639000000000,1715207.720500000100,1702335.393000000200,1702095.562000000400,10037673.593000000000
FS( 4 ),1667154.325000000400,1641287.402499999400,1721770.581000000000,1732550.637000000100,1707671.675000000000,1702095.562000000400,10172534.182500001000
FS( 5 ),1669693.041250000000,1670318.369499999800,1721770.581000000000,1709383.606750000000,1707671.675000000000,1694569.015000000100,10173410.288500002000
FS( 6 ),1669693.041250000000,1688776.329999999800,1731348.012500000000,1703559.492999999800,1702335.393000000200,1684533.619000000200,10180249.888750000000
FS( 7 ),1679847.906250000500,1688776.329999999800,1762290.483500000100,1715207.720500000100,1707671.675000000000,1694569.015000000100,10248367.130250001000
FS( 8 ),1679847.906250000500,1694092.700499999600,1755659.953999999700,1720902.409499999800,1727682.732499999900,1702095.562000000400,10280285.264750002000
FS( 9 ),1709297.014750000300,1810156.833999999600,1718823.678999999800,1744198.864500000100,1747693.790000000000,1714639.807000000300,10444813.989250001000
FS( 10 ),1688479.541500000500,1812785.151999999800,1687881.208000000100,1720902.409499999800,1717010.168499999900,1699586.713000000000,10326649.192499999000
FS( 11 ),1654968.487000000200,1820670.105999999700,1681987.403999999600,1691911.265500000200,1717010.168499999900,1697077.864000000100,10263629.295000000000
FS( 12 ),1728083.515000000400,1852329.390999999800,1693775.011999999900,1726726.523250000300,1727682.732499999900,1712130.958000000300,10440732.131750003000
FS( 13 ),1713358.960750000300,1831243.112499999300,1703352.443500000100,1744198.864500000100,1747693.790000000000,1719657.504999999900,10459508.676250000000
FS( 14 ),1707266.041750000300,1831243.112499999300,1669463.070500000100,1808134.691000000100,1717010.168499999900,1729692.901000000100,10462813.985250002000
FS( 15 ),1759055.853250000200,1802212.145499999600,1675356.874499999900,1848903.487250000200,1757032.283500000100,1747254.844000000300,10589819.488000002000
FS( 16 ),1742300.326000000400,1773240.912999999700,1727664.385000000000,1877894.631250000300,1757032.283500000100,1734710.599000000200,10612847.137750000000
FS( 17 ),1750931.961250000400,1820670.105999999700,1743135.620500000200,1872070.517500000100,1757032.283500000100,1739728.297000000000,10683572.785750002000
FS( 18 ),1750931.961250000400,1791698.873499999800,1731348.012500000000,1825607.032249999900,1751696.001500000000,1719657.504999999900,10570943.386000000000
FS( 19 ),1805260.489000000300,1794327.191499999500,1737241.816499999700,1819782.918500000100,1751696.001500000000,1737219.448000000100,10645531.865000000000
FS( 20 ),1796628.853750000000,1731008.621499999700,1762290.483500000100,1825607.032249999900,1742357.507999999900,1722166.354000000300,10580062.853000000000
