代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10916967.488249999000
真實報酬,916967.488249998540

夏普值報酬,0.082996748825
夏普值風險,0.027238230069
夏普值,3.047068352622

預期報酬,42380.535771896699
風險,61199.752223028961
起點值,0.692495218240
找到最佳解世代,3476
找到最佳解實驗#,7
找到最佳解次數,17

投資組合檔數,5
2330(19),2498(27),2912(40),3045(42),4904(45),
Stock#,2330(19),2498(27),2912(40),3045(42),4904(45),
張數,20,14,12,27,40,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,90683.095000000001,98894.780000000232,20903.800999999999,43225.564249999763,10368.809999999767,
FS( 1 ),1997283.095000000000,1997294.780000000000,1997183.801000000000,1997215.564250000100,1997168.810000000100,9986146.050249999400
FS( 2 ),1980085.330000000100,1968126.665500000400,1999071.503000000000,1979967.390499999700,1975235.630000000100,9902486.519000001300
FS( 3 ),2024089.744999999900,2023460.724000000400,2020336.985000000300,1986418.716500000100,1975235.630000000100,10029541.800500002000
FS( 4 ),2076656.105000000000,2037259.393500000200,2126664.395000000000,1992870.042500000000,1975235.630000000100,10208685.566000002000
FS( 5 ),2103138.399999999900,2009662.054500000300,2094766.172000000000,2001740.615749999900,1988377.220000000200,10197684.462250000000
FS( 6 ),2076656.105000000000,2044228.418500000400,2084133.430999999600,2008191.941749999500,1959306.429999999700,10172516.326249998000
FS( 7 ),2094377.339999999900,2127299.196500000100,2116031.654000000100,2021363.398999999700,1988377.220000000200,10347448.809500000000
FS( 8 ),2076656.105000000000,2155035.916000000200,2121407.759000000100,2016793.709749999900,1988377.220000000200,10358270.709750000000
FS( 9 ),2138182.640000000100,2148066.891000000300,2137297.135999999900,2021363.398999999700,1988377.220000000200,10433287.286000000000
FS( 10 ),2111899.460000000000,2162004.941000000100,2153305.981999999800,2016793.709749999900,1965678.109999999900,10409682.202749999000
FS( 11 ),2094377.339999999900,2189602.280000000300,2158562.617999999800,2032115.608999999700,1988377.220000000200,10463035.067000000000
FS( 12 ),2103138.399999999900,2175803.610500000000,2158562.617999999800,2068941.928249999900,2043332.959999999700,10549779.516749999000
FS( 13 ),2103138.399999999900,2148066.891000000300,2206469.686999999500,2086414.269499999700,2053288.709999999700,10597377.957500000000
FS( 14 ),2059133.984999999900,2134268.221500000000,2227735.169000000200,2068941.928249999900,2072801.979999999700,10562881.283750001000
FS( 15 ),2067895.044999999900,2203540.330000000100,2201093.581999999900,2036416.493000000200,2056474.550000000000,10565420.000000002000
FS( 16 ),2067895.044999999900,2224308.024500000300,2249000.651000000100,2060340.160250000000,2050102.870000000100,10651646.750750002000
FS( 17 ),2085417.165000000300,2210369.974500000000,2350071.424999999800,2062490.602250000000,2066032.069999999600,10774381.236750001000
FS( 18 ),2120660.520000000000,2245075.719000000000,2318173.202000000000,2058189.718249999700,2036961.279999999800,10779060.439249998000
FS( 19 ),2129421.580000000100,2210369.974500000000,2307540.461000000100,2099585.726749999900,2085545.339999999900,10832463.082250001000
FS( 20 ),2155903.875000000000,2155035.916000000200,2265009.497000000000,2108187.494749999600,2105058.609999999400,10789195.392749999000
FS( 21 ),2173425.995000000100,2217338.999500000400,2307540.461000000100,2116789.262749999800,2101872.769999999600,10916967.488249999000
