代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10844986.365500001000
真實報酬,844986.365500001240

夏普值報酬,0.075798636550
夏普值風險,0.029269528357
夏普值,2.589677415543

預期報酬,43639.820627302986
風險,75323.538718652446
起點值,0.579364981647
找到最佳解世代,3191
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1402(6),2357(21),2801(28),2912(39),3045(40),
Stock#,1402(6),2357(21),2801(28),2912(39),3045(40),
張數,102,16,274,28,46,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,18380.209999999999,72617.388000000006,5181.428500000233,11410.291999999999,35304.292500000236,
FS( 1 ),1997180.210000000000,1997257.388000000000,1997161.428499999900,1997170.291999999900,1997204.292500000000,9985973.610999999600
FS( 2 ),1953897.478999999800,1988740.856000000100,1996530.543500000100,1972772.687999999800,1988522.885000000000,9900464.451500000400
FS( 3 ),2087941.696999999700,1988740.856000000100,2037448.676000000200,2023785.950999999900,2014168.897000000300,10152086.077000000000
FS( 4 ),2113328.859499999800,1988740.856000000100,2004714.170000000200,2017095.687000000200,2026991.903000000400,10150871.475500001000
FS( 5 ),2077786.831999999900,1988740.856000000100,1958340.286500000400,2010405.422999999700,2036609.157500000200,10071882.555000000000
FS( 6 ),2119421.778500000000,1988740.856000000100,1996530.543500000100,2023785.950999999900,2039814.909000000200,10168294.038000001000
FS( 7 ),2100127.535000000100,1988740.856000000100,1980163.290500000100,2101281.509000000100,2026991.903000000400,10197305.093500001000
FS( 8 ),2144808.940999999600,1988740.856000000100,2012897.796500000200,2087900.980999999700,2053095.879500000500,10287444.454000000000
FS( 9 ),2153948.319499999800,1988740.856000000100,2037448.676000000200,2123303.628000000000,2104387.903500000500,10407829.382999999000
FS( 10 ),2217923.969000000000,1988740.856000000100,2059271.680000000400,2149785.922999999500,2097976.400500000500,10513698.828499999000
FS( 11 ),2220970.428499999900,1988740.856000000100,2067455.306500000200,2112153.187999999600,2091564.897500000200,10480884.676500000000
FS( 12 ),2243311.131500000100,1988740.856000000100,2075638.933000000000,2136405.395000000000,2126828.164000000300,10570924.479500001000
FS( 13 ),2237218.212500000400,1988740.856000000100,2067455.306500000200,2109923.100000000100,2130033.915500000100,10533371.390500002000
FS( 14 ),2262605.375000000500,1988740.856000000100,2122012.816500000200,2140865.571000000000,2162549.395000000900,10676774.013500003000
FS( 15 ),2250419.537000000000,1988740.856000000100,2122012.816500000200,2171808.041999999900,2156137.892000000500,10689119.143500000000
FS( 16 ),2281899.618499999900,1988740.856000000100,2113829.190000000400,2165396.538999999900,2136903.383000000800,10686769.586500002000
FS( 17 ),2265651.834499999900,2119838.172000000300,2105645.563500000600,2154246.098999999900,2130033.915500000100,10775415.584500000000
FS( 18 ),2186443.887500000200,2226245.227999999700,2209304.832500000500,2123303.628000000000,2101182.152000000200,10846479.728000000000
FS( 19 ),2189490.346999999600,2132740.824000000000,2356610.109499999800,2101281.509000000100,2130033.915500000100,10910156.705000000000
FS( 20 ),2170196.103499999700,2128439.939999999900,2334787.105500000100,2052498.333999999800,2136903.383000000800,10822824.866000000000
FS( 21 ),2147855.400500000000,2111395.696000000000,2318419.852500000500,2114383.275999999600,2152932.140500000200,10844986.365500001000
