代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10547167.142570000000
真實報酬,547167.142570000140

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,25929.098059694334
風險,34830.743160210281
起點值,0.744431376053
找到最佳解世代,1520
找到最佳解實驗#,1
找到最佳解次數,40

投資組合檔數,7
1303(4)[5],2325(18)[34],2353(21)[4],2357(23)[10],2382(24)[2],3008(41)[1],9999(49)[22],
Stock#,1303(4)[5],2325(18)[34],2353(21)[4],2357(23)[10],2382(24)[2],3008(41)[1],9999(49)[22],
張數,25,50,95,7,27,1,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,53571.000000000000,5571.000000000000,8321.000000000000,12611.000000000000,6480.999999999767,432591.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1420071.000000000000,1408571.000000000000,1494121.000000000000,1491501.000000000000,1426410.999999999800,1442731.000000000000,1428571.000000000000,10111980.000000000000
FS( 3 ),1453821.000000000000,1414571.000000000000,1463721.000000000000,1455941.000000000000,1422090.999999999800,1447451.000000000000,1428571.000000000000,10086170.000000000000
FS( 4 ),1460071.000000000000,1406571.000000000000,1445671.000000000200,1458671.000000000200,1426410.999999999800,1452171.000000000000,1428571.000000000000,10078140.000000000000
FS( 5 ),1451821.000000000000,1390571.000000000000,1445671.000000000200,1466861.000000000000,1448280.999999999800,1499371.000000000000,1428571.000000000000,10131150.000000000000
FS( 6 ),1491571.000000000000,1381071.000000000000,1463721.000000000000,1469591.000000000000,1472040.999999999800,1475771.000000000000,1428571.000000000000,10182340.000000000000
FS( 7 ),1500071.000000000000,1402571.000000000000,1463721.000000000000,1464131.000000000000,1485271.000000000000,1508811.000000000000,1428571.000000000000,10253150.000000000000
FS( 8 ),1516821.000000000000,1436571.000000000000,1437121.000000000000,1442291.000000000000,1459080.999999999800,1537141.000000000000,1428571.000000000000,10257600.000000000000
FS( 9 ),1489571.000000000000,1404571.000000000000,1445671.000000000200,1442291.000000000000,1456920.999999999800,1513541.000000000000,1428571.000000000000,10181140.000000000000
FS( 10 ),1514821.000000000000,1400571.000000000000,1476071.000000000000,1450481.000000000000,1474200.999999999800,1494651.000000000000,1428571.000000000000,10239370.000000000000
FS( 11 ),1502071.000000000000,1460571.000000000000,1454221.000000000000,1461401.000000000000,1463400.999999999800,1480491.000000000000,1428571.000000000000,10250730.000000000000
FS( 12 ),1493821.000000000000,1418571.000000000000,1472271.000000000000,1529721.000000000000,1443690.999999999500,1518261.000000000000,1428571.000000000000,10304910.000000000000
FS( 13 ),1483321.000000000000,1408571.000000000000,1502671.000000000200,1494231.000000000000,1461240.999999999800,1532421.000000000000,1428571.000000000000,10311030.000000000000
FS( 14 ),1500071.000000000000,1426571.000000000000,1507421.000000000000,1494231.000000000000,1476360.999999999500,1513541.000000000000,1428571.000000000000,10346770.000000000000
FS( 15 ),1483321.000000000000,1428571.000000000000,1507421.000000000000,1510611.000000000000,1480680.999999999800,1556021.000000000000,1428571.000000000000,10395200.000000000000
FS( 16 ),1479071.000000000000,1406571.000000000000,1497921.000000000000,1472321.000000000000,1500390.999999999500,1574901.000000000000,1428571.000000000000,10359750.000000000000
FS( 17 ),1479071.000000000000,1412571.000000000000,1590070.999999999800,1469591.000000000000,1498230.999999999800,1570181.000000000000,1428571.000000000000,10448290.000000000000
FS( 18 ),1493821.000000000000,1428571.000000000000,1572970.999999999800,1461401.000000000000,1504710.999999999800,1560741.000000000000,1428571.000000000000,10450790.000000000000
FS( 19 ),1500071.000000000000,1412571.000000000000,1638521.000000000000,1472321.000000000000,1504710.999999999800,1565461.000000000000,1428571.000000000000,10522230.000000000000
FS( 20 ),1514821.000000000000,1416571.000000000000,1633771.000000000000,1477781.000000000000,1500390.999999999500,1565461.000000000000,1428571.000000000000,10537370.000000000000
FS( 21 ),1514821.000000000000,1438571.000000000000,1611921.000000000000,1496961.000000000200,1513351.000000000000,1593781.000000000000,1428571.000000000000,10597980.000000000000
FS( 22 ),1502071.000000000000,1428571.000000000000,1611921.000000000000,1477781.000000000000,1517670.999999999800,1579621.000000000000,1429528.142569999900,10547167.142570000000
