代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11104940.000000000000
真實報酬,1104940.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,54936.565992147385
風險,73822.444275608184
起點值,0.744171593493
找到最佳解世代,2849
找到最佳解實驗#,3
找到最佳解次數,22

投資組合檔數,4
2301(12)[3],2330(18)[11],2912(40)[1],3008(41)[2],
Stock#,2301(12)[3],2330(18)[11],2912(40)[1],3008(41)[2],
張數,74,18,11,1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,23960.000000000000,27519.999999999534,178230.000000000000,269350.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2559200.000000000000,2491539.999999999100,2494830.000000000000,2485420.000000000000,10030990.000000000000
FS( 3 ),2502960.000000000000,2500000.000000000000,2520790.000000000000,2509720.000000000000,10033470.000000000000
FS( 4 ),2454120.000000000500,2508279.999999999100,2520790.000000000000,2538880.000000000000,10022070.000000000000
FS( 5 ),2502960.000000000000,2500000.000000000000,2505170.000000000000,2699250.000000000000,10207380.000000000000
FS( 6 ),2552540.000000000000,2491539.999999999100,2500000.000000000000,2728410.000000000000,10272490.000000000000
FS( 7 ),2526640.000000000000,2491539.999999999100,2520790.000000000000,2883920.000000000000,10422890.000000000000
FS( 8 ),2497040.000000000000,2474799.999999999500,2603620.000000000500,2835320.000000000000,10410780.000000000000
FS( 9 ),2569560.000000000000,2441319.999999999100,2619239.999999999500,2830460.000000000000,10460579.999999998000
FS( 10 ),2602120.000000000500,2449599.999999999500,2671050.000000000000,2767290.000000000000,10490060.000000000000
FS( 11 ),2655400.000000000000,2491539.999999999100,2676220.000000000500,2815890.000000000000,10639050.000000000000
FS( 12 ),2717560.000000000000,2491539.999999999100,2665880.000000000000,2815890.000000000000,10690870.000000000000
FS( 13 ),2721260.000000000000,2491539.999999999100,2676220.000000000500,2796450.000000000000,10685470.000000000000
FS( 14 ),2727920.000000000000,2516739.999999999500,2645089.999999999500,2840180.000000000000,10729930.000000000000
FS( 15 ),2717560.000000000000,2608899.999999999500,2676220.000000000500,2903360.000000000000,10906040.000000000000
FS( 16 ),2823380.000000000000,2558500.000000000000,2676220.000000000500,2869340.000000000000,10927440.000000000000
FS( 17 ),2816720.000000000000,2617179.999999999500,2696900.000000000000,2922800.000000000000,11053600.000000000000
FS( 18 ),2830040.000000000000,2625639.999999999500,2660710.000000000000,2879060.000000000000,10995450.000000000000
FS( 19 ),2797480.000000000000,2650839.999999999500,2671050.000000000000,2879060.000000000000,10998430.000000000000
FS( 20 ),2800440.000000000000,2659119.999999999500,2733200.000000000500,2947100.000000000000,11139860.000000000000
FS( 21 ),2797480.000000000000,2650839.999999999500,2743540.000000000000,2913080.000000000000,11104940.000000000000
