代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10856760.000000000000
真實報酬,856760.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,30872.516469038208
風險,75398.834439906495
起點值,0.409456150063
找到最佳解世代,1444
找到最佳解實驗#,1
找到最佳解次數,9

投資組合檔數,5
2105(10)[1],2308(15)[2],2886(37)[3],2892(40)[7],3045(43)[11],
Stock#,2105(10)[1],2308(15)[2],2886(37)[3],2892(40)[7],3045(43)[11],
張數,43,27,126,201,27,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,8669.999999999767,41150.000000000000,7939.999999999767,4070.000000000233,30620.000000000233,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2015909.999999999800,2000000.000000000000,2031499.999999999800,2012060.000000000200,2033480.000000000500,10092950.000000000000
FS( 3 ),2036980.000000000000,2011069.999999999800,2059220.000000000000,2012060.000000000200,2004050.000000000200,10123380.000000000000
FS( 4 ),2036980.000000000000,2072090.000000000000,2068040.000000000200,2022110.000000000000,2004050.000000000200,10203270.000000000000
FS( 5 ),2039990.000000000000,2096119.999999999800,2059220.000000000000,2034170.000000000200,2004050.000000000200,10233550.000000000000
FS( 6 ),2013329.999999999500,2093960.000000000000,2036540.000000000000,2034170.000000000200,2025920.000000000500,10203920.000000000000
FS( 7 ),2050309.999999999500,2107190.000000000000,2018899.999999999800,2034170.000000000200,1994870.000000000200,10205440.000000000000
FS( 8 ),2103630.000000000000,2126630.000000000000,2080639.999999999500,2046230.000000000200,2007290.000000000000,10364420.000000000000
FS( 9 ),2066220.000000000000,2074250.000000000000,2085679.999999999500,2028140.000000000500,2002970.000000000200,10257260.000000000000
FS( 10 ),2052889.999999999800,2087480.000000000200,2094499.999999999800,2034170.000000000200,1996760.000000000000,10265800.000000000000
FS( 11 ),2050309.999999999500,2069930.000000000000,2059220.000000000000,2034170.000000000200,2007290.000000000000,10220920.000000000000
FS( 12 ),2092879.999999999800,2072090.000000000000,2108360.000000000000,2062310.000000000500,2009450.000000000500,10345090.000000000000
FS( 13 ),2082129.999999999800,2056970.000000000000,2062999.999999999800,2046230.000000000200,2048870.000000000200,10297200.000000000000
FS( 14 ),2111370.000000000000,2133920.000000000000,2062999.999999999800,2062310.000000000500,2038340.000000000200,10408940.000000000000
FS( 15 ),2111370.000000000000,2267840.000000000000,2085679.999999999500,2068340.000000000200,2038340.000000000200,10571570.000000000000
FS( 16 ),2111370.000000000000,2265409.999999999500,2080639.999999999500,2034170.000000000200,2028080.000000000200,10519670.000000000000
FS( 17 ),2108790.000000000000,2251909.999999999500,2085679.999999999500,2028140.000000000500,2048870.000000000200,10523390.000000000000
FS( 18 ),2106210.000000000000,2251909.999999999500,2099540.000000000000,2028140.000000000500,2028080.000000000200,10513880.000000000000
FS( 19 ),2082129.999999999800,2201960.000000000000,2076859.999999999800,2046230.000000000200,2034290.000000000000,10441470.000000000000
FS( 20 ),2111370.000000000000,2279180.000000000000,2108360.000000000000,2068340.000000000200,2038340.000000000200,10605590.000000000000
FS( 21 ),2090299.999999999500,2279180.000000000000,2134819.999999999100,2074370.000000000500,2065610.000000000500,10644280.000000000000
FS( 22 ),2124700.000000000000,2345060.000000000000,2194040.000000000000,2102510.000000000000,2090450.000000000700,10856760.000000000000
