代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10277363.333110001000
真實報酬,277363.333110000940

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12788.501535815551
風險,77566.410370736165
起點值,0.164871643211
找到最佳解世代,2129
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
3231(42)[1],9904(48)[2],9999(49)[10],
Stock#,3231(42)[1],9904(48)[2],9999(49)[10],
張數,153,179,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,14763.000000000000,2143.000000000000,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3356283.000000000000,3361973.000000000000,3333333.000000000000,10051590.000000000000
FS( 3 ),3382293.000000000000,3333333.000000000000,3333333.000000000000,10048960.000000000000
FS( 4 ),3333333.000000000000,3340493.000000000000,3333333.000000000000,10007160.000000000000
FS( 5 ),3391473.000000000000,3376293.000000000000,3333333.000000000000,10101100.000000000000
FS( 6 ),3386883.000000000000,3390613.000000000000,3333333.000000000000,10110830.000000000000
FS( 7 ),3409833.000000000000,3397772.999999999500,3333333.000000000000,10140940.000000000000
FS( 8 ),3454203.000000000000,3419253.000000000000,3333333.000000000000,10206790.000000000000
FS( 9 ),3489393.000000000000,3397772.999999999500,3333333.000000000000,10220500.000000000000
FS( 10 ),3454203.000000000000,3397772.999999999500,3333333.000000000000,10185310.000000000000
FS( 11 ),3391473.000000000000,3320803.000000000000,3333333.000000000000,10045610.000000000000
FS( 12 ),3400653.000000000000,3369133.000000000000,3333333.000000000000,10103120.000000000000
FS( 13 ),3347103.000000000000,3285003.000000000000,3333333.000000000000,9965440.000000000000
FS( 14 ),3400653.000000000000,3249203.000000000000,3333333.000000000000,9983190.000000000000
FS( 15 ),3503163.000000000000,3404933.000000000500,3333333.000000000000,10241430.000000000000
FS( 16 ),3480213.000000000000,3412093.000000000500,3333333.000000000000,10225640.000000000000
FS( 17 ),3480213.000000000000,3453263.000000000500,3333333.000000000000,10266810.000000000000
FS( 18 ),3449613.000000000000,3460423.000000000000,3333333.000000000000,10243370.000000000000
FS( 19 ),3458793.000000000000,3489063.000000000000,3333333.000000000000,10281190.000000000000
FS( 20 ),3440433.000000000000,3510543.000000000000,3333333.000000000000,10284310.000000000000
FS( 21 ),3440433.000000000000,3524863.000000000000,3333333.000000000000,10298630.000000000000
FS( 22 ),3431253.000000000000,3510543.000000000000,3335566.333110000000,10277363.333110001000
