代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10855303.333109999000
真實報酬,855303.333109999080

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,44841.998837003463
風險,70075.561216563641
起點值,0.639909235952
找到最佳解世代,2386
找到最佳解實驗#,1
找到最佳解次數,20

投資組合檔數,3
2227(10)[10],2354(18)[1],9999(49)[14],
Stock#,2227(10)[10],2354(18)[1],9999(49)[14],
張數,13,43,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,168613.000000000000,26632.999999999534,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3388323.000000000000,3336773.000000000000,3333333.000000000000,10058430.000000000000
FS( 3 ),3448383.000000000000,3340642.999999999100,3333333.000000000000,10122360.000000000000
FS( 4 ),3428363.000000000000,3386222.999999999100,3333333.000000000000,10147920.000000000000
FS( 5 ),3398333.000000000000,3397833.000000000000,3333333.000000000000,10129500.000000000000
FS( 6 ),3398333.000000000000,3488992.999999999100,3333333.000000000000,10220660.000000000000
FS( 7 ),3588393.000000000000,3462333.000000000000,3333333.000000000000,10384060.000000000000
FS( 8 ),3578383.000000000500,3595202.999999999100,3333333.000000000000,10506920.000000000000
FS( 9 ),3518323.000000000000,3595202.999999999100,3333333.000000000000,10446860.000000000000
FS( 10 ),3478412.999999999500,3546182.999999999100,3333333.000000000000,10357929.999999998000
FS( 11 ),3438373.000000000000,3701842.999999999500,3333333.000000000000,10473550.000000000000
FS( 12 ),3463333.000000000000,3804612.999999999500,3333333.000000000000,10601280.000000000000
FS( 13 ),3408343.000000000000,3774083.000000000000,3333333.000000000000,10515760.000000000000
FS( 14 ),3418353.000000000000,3770212.999999999500,3333333.000000000000,10521900.000000000000
FS( 15 ),3378313.000000000500,3865242.999999999100,3333333.000000000000,10576890.000000000000
FS( 16 ),3383383.000000000000,4093142.999999999100,3333333.000000000000,10809860.000000000000
FS( 17 ),3418353.000000000000,4055302.999999999500,3333333.000000000000,10806990.000000000000
FS( 18 ),3408343.000000000000,4112063.000000000000,3333333.000000000000,10853740.000000000000
FS( 19 ),3433432.999999999500,4131412.999999999100,3333333.000000000000,10898179.999999998000
FS( 20 ),3388323.000000000000,4131412.999999999100,3335566.333110000000,10855303.333109999000
