代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11207650.000000000000
真實報酬,1207650.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,55971.470383275264
風險,99945.373228324708
起點值,0.560020625021
找到最佳解世代,1885
找到最佳解實驗#,2
找到最佳解次數,31

投資組合檔數,3
2317(14)[1],2357(21)[2],2412(25)[21],
Stock#,2317(14)[1],2357(21)[2],2412(25)[21],
張數,153,49,76,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,20883.000000000000,20443.000000000000,5293.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3405243.000000000000,3456813.000000000000,3339413.000000000000,10201470.000000000000
FS( 3 ),3415953.000000000000,3445543.000000000500,3359173.000000000000,10220670.000000000000
FS( 4 ),3388413.000000000000,3456813.000000000000,3326493.000000000500,10171720.000000000000
FS( 5 ),3555183.000000000000,3513163.000000000500,3346253.000000000000,10414600.000000000000
FS( 6 ),3605673.000000000000,3535702.999999999500,3326493.000000000500,10467870.000000000000
FS( 7 ),3578133.000000000000,3501893.000000000000,3333333.000000000000,10413360.000000000000
FS( 8 ),3611793.000000000000,3507773.000000000000,3346253.000000000000,10465820.000000000000
FS( 9 ),3455733.000000000000,3501893.000000000000,3326493.000000000500,10284120.000000000000
FS( 10 ),3544473.000000000000,3743463.000000000000,3359173.000000000000,10647110.000000000000
FS( 11 ),3705123.000000000000,3766003.000000000000,3333333.000000000000,10804460.000000000000
FS( 12 ),3578133.000000000000,3631253.000000000000,3353092.999999999500,10562480.000000000000
FS( 13 ),3605673.000000000000,3681722.999999999500,3372092.999999999500,10659490.000000000000
FS( 14 ),3683703.000000000000,3805202.999999999500,3391853.000000000500,10880760.000000000000
FS( 15 ),3628623.000000000000,3782663.000000000500,3385772.999999999500,10797060.000000000000
FS( 16 ),3694413.000000000000,3827743.000000000000,3418453.000000000000,10940610.000000000000
FS( 17 ),3689823.000000000000,3726313.000000000000,3431373.000000000000,10847510.000000000000
FS( 18 ),3783153.000000000000,3681722.999999999500,3470133.000000000000,10935010.000000000000
FS( 19 ),3822933.000000000000,3698383.000000000000,3502813.000000000500,11024130.000000000000
FS( 20 ),3900963.000000000000,3777273.000000000000,3529413.000000000000,11207650.000000000000
