代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10655840.000000000000
真實報酬,655840.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,38945.104529616721
風險,63518.406158624959
起點值,0.613131010126
找到最佳解世代,1888
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,5
1101(0)[8],2207(11)[19],2311(15)[23],2474(28)[6],2883(34)[3],
Stock#,1101(0)[8],2207(11)[19],2311(15)[23],2474(28)[6],2883(34)[3],
張數,61,7,89,15,303,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,23600.000000000233,95649.999999999767,170.000000000000,86899.999999999767,200.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1987190.000000000200,1984529.999999999500,2000000.000000000000,2087599.999999999500,2036359.999999999800,10095680.000000000000
FS( 3 ),2002440.000000000200,1932029.999999999500,2003560.000000000000,2067499.999999999800,2054540.000000000200,10060070.000000000000
FS( 4 ),2012200.000000000500,1981449.999999999500,2078320.000000000000,2087599.999999999500,2054540.000000000200,10214110.000000000000
FS( 5 ),2015250.000000000000,2015469.999999999800,2078320.000000000000,2060750.000000000000,2045450.000000000000,10215240.000000000000
FS( 6 ),2015250.000000000000,2037100.000000000000,2089890.000000000200,2053999.999999999800,2033329.999999999800,10229570.000000000000
FS( 7 ),2027450.000000000500,2037100.000000000000,2127270.000000000000,2067499.999999999800,2045450.000000000000,10304770.000000000000
FS( 8 ),2027450.000000000500,2043329.999999999800,2119259.999999999500,2074099.999999999500,2054540.000000000200,10318680.000000000000
FS( 9 ),2062830.000000000200,2179340.000000000000,2074759.999999999800,2101100.000000000000,2069690.000000000200,10487720.000000000000
FS( 10 ),2037820.000000000500,2182420.000000000000,2037380.000000000000,2074099.999999999500,2051510.000000000000,10383230.000000000000
FS( 11 ),1997560.000000000200,2191660.000000000000,2030260.000000000000,2040500.000000000000,2048479.999999999800,10308460.000000000000
FS( 12 ),2085400.000000000000,2228760.000000000000,2044500.000000000000,2080849.999999999800,2066660.000000000000,10506170.000000000000
FS( 13 ),2067710.000000000200,2204050.000000000000,2056070.000000000000,2101100.000000000000,2075749.999999999800,10504680.000000000000
FS( 14 ),2060390.000000000200,2204050.000000000000,2015130.000000000000,2175200.000000000000,2087870.000000000000,10542640.000000000000
FS( 15 ),2122610.000000000000,2170029.999999999500,2022250.000000000000,2222450.000000000000,2109080.000000000000,10646420.000000000000
FS( 16 ),2102480.000000000000,2136080.000000000000,2085440.000000000000,2256050.000000000000,2093930.000000000000,10673980.000000000000
FS( 17 ),2112850.000000000000,2191660.000000000000,2104130.000000000000,2249300.000000000000,2099990.000000000000,10757930.000000000000
FS( 18 ),2112850.000000000000,2157710.000000000000,2089890.000000000200,2195449.999999999100,2075749.999999999800,10631650.000000000000
FS( 19 ),2178120.000000000000,2160789.999999999500,2097009.999999999800,2188700.000000000000,2096959.999999999800,10721580.000000000000
FS( 20 ),2167750.000000000000,2086589.999999999800,2127270.000000000000,2195449.999999999100,2078780.000000000000,10655840.000000000000
