代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10717016.666220000000
真實報酬,717016.666220000010

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,29964.542431476890
風險,74555.524077909024
起點值,0.401909084566
找到最佳解世代,1346
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2201(11)[6],2347(21)[3],2412(27)[9],3045(43)[35],3673(47)[1],9999(50)[31],
Stock#,2201(11)[6],2347(21)[3],2412(27)[9],3045(43)[35],3673(47)[1],9999(50)[31],
張數,38,36,25,24,5,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,12526.000000000000,15346.000000000000,9916.000000000000,8986.000000000233,239116.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1648046.000000000000,1651546.000000000000,1661166.000000000000,1661386.000000000000,1570116.000000000000,1666666.000000000000,9858930.000000000000
FS( 3 ),1706946.000000000000,1661626.000000000000,1666666.000000000000,1664746.000000000000,1663216.000000000000,1666666.000000000000,10029870.000000000000
FS( 4 ),1713786.000000000200,1664146.000000000000,1679416.000000000000,1666666.000000000000,1761516.000000000000,1666666.000000000000,10152200.000000000000
FS( 5 ),1693646.000000000200,1673866.000000000000,1681416.000000000000,1664746.000000000000,1775266.000000000000,1666666.000000000000,10155610.000000000000
FS( 6 ),1693646.000000000200,1681426.000000000000,1670416.000000000000,1650826.000000000200,1790815.999999999800,1666666.000000000000,10153800.000000000000
FS( 7 ),1757486.000000000000,1745866.000000000000,1685166.000000000200,1656106.000000000200,1756316.000000000000,1666666.000000000000,10267610.000000000000
FS( 8 ),1744186.000000000000,1731105.999999999800,1675916.000000000000,1656106.000000000200,1752866.000000000000,1666666.000000000000,10226850.000000000000
FS( 9 ),1747606.000000000000,1745866.000000000000,1673916.000000000000,1671706.000000000200,1745966.000000000000,1666666.000000000000,10251730.000000000000
FS( 10 ),1757486.000000000000,1745866.000000000000,1672165.999999999800,1650826.000000000200,1747716.000000000200,1666666.000000000000,10240730.000000000000
FS( 11 ),1777626.000000000200,1773225.999999999800,1668416.000000000000,1628026.000000000200,1806316.000000000000,1666666.000000000000,10320280.000000000000
FS( 12 ),1791306.000000000200,1820386.000000000000,1679416.000000000000,1640266.000000000200,1828716.000000000200,1666666.000000000000,10426760.000000000000
FS( 13 ),1808026.000000000000,1805266.000000000000,1683166.000000000200,1648906.000000000200,1832166.000000000200,1666666.000000000000,10444200.000000000000
FS( 14 ),1814486.000000000000,1837666.000000000000,1694166.000000000000,1657786.000000000500,1887366.000000000000,1666666.000000000000,10558140.000000000000
FS( 15 ),1781046.000000000000,1832626.000000000000,1697916.000000000000,1648906.000000000200,1887366.000000000000,1666666.000000000000,10514530.000000000000
FS( 16 ),1784466.000000000000,1817866.000000000000,1690666.000000000000,1645546.000000000200,1873565.999999999800,1666666.000000000000,10478780.000000000000
FS( 17 ),1770786.000000000200,1812826.000000000000,1688666.000000000200,1656106.000000000200,1825266.000000000000,1666666.000000000000,10420320.000000000000
FS( 18 ),1754066.000000000000,1787986.000000000000,1703415.999999999800,1666666.000000000000,1852866.000000000000,1666666.000000000000,10431670.000000000000
FS( 19 ),1750646.000000000200,1800586.000000000200,1721916.000000000000,1689466.000000000200,1877015.999999999800,1666666.000000000000,10506300.000000000000
FS( 20 ),1754066.000000000000,1802745.999999999800,1718166.000000000000,1696426.000000000200,1938466.000000000000,1666666.000000000000,10576540.000000000000
FS( 21 ),1774206.000000000000,1815346.000000000000,1740165.999999999800,1736746.000000000000,1982766.000000000000,1667782.666220000000,10717016.666220000000
