代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11082560.000000000000
真實報酬,1082560.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,53920.104529616721
風險,55283.289911437765
起點值,0.975341818766
找到最佳解世代,1590
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,5
2301(12)[3],2454(27)[10],2498(29)[1],2912(40)[6],4904(46)[2],
Stock#,2301(12)[3],2454(27)[10],2498(29)[1],2912(40)[6],4904(46)[2],
張數,55,7,8,13,37,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,31550.000000000000,34680.000000000000,111440.000000000000,111879.999999999770,34930.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2063800.000000000200,2040389.999999999800,2019680.000000000000,2011310.000000000000,2014430.000000000000,10149610.000000000000
FS( 3 ),2132000.000000000000,2086450.000000000000,2047120.000000000000,2028209.999999999800,1997410.000000000000,10291190.000000000000
FS( 4 ),2094599.999999999800,2051870.000000000000,2004000.000000000000,2000000.000000000000,2034780.000000000000,10185250.000000000000
FS( 5 ),2090749.999999999800,2049000.000000000000,2031440.000000000000,2000000.000000000000,2034780.000000000000,10205970.000000000000
FS( 6 ),2102850.000000000000,2066290.000000000200,2055040.000000000000,2028209.999999999800,2014430.000000000000,10266820.000000000000
FS( 7 ),2148500.000000000500,2057680.000000000000,2125680.000000000000,2079170.000000000000,2008880.000000000000,10419910.000000000000
FS( 8 ),2144099.999999999500,2025970.000000000200,2164960.000000000000,2175240.000000000000,2014430.000000000000,10524700.000000000000
FS( 9 ),2135849.999999999500,1979839.999999999800,2137440.000000000000,2192269.999999999500,2014430.000000000000,10459829.999999998000
FS( 10 ),2086350.000000000200,1997130.000000000200,2180640.000000000000,2203580.000000000000,2028860.000000000000,10496560.000000000000
FS( 11 ),2119350.000000000000,2034579.999999999800,2247440.000000000000,2203580.000000000000,2049210.000000000000,10654160.000000000000
FS( 12 ),2094599.999999999800,2028839.999999999800,2325920.000000000000,2158339.999999999500,2066599.999999999800,10674300.000000000000
FS( 13 ),2107250.000000000000,2098000.000000000000,2306320.000000000000,2147030.000000000000,2086580.000000000000,10745180.000000000000
FS( 14 ),2135849.999999999500,2126840.000000000000,2286640.000000000000,2135720.000000000000,2106930.000000000000,10791980.000000000000
FS( 15 ),2148500.000000000500,2138320.000000000000,2216000.000000000000,2147030.000000000000,2086580.000000000000,10736430.000000000000
FS( 16 ),2148500.000000000500,2138320.000000000000,2298480.000000000000,2203580.000000000000,2083990.000000000000,10872870.000000000000
FS( 17 ),2181500.000000000500,2121030.000000000000,2325920.000000000000,2203580.000000000000,2106930.000000000000,10938960.000000000000
FS( 18 ),2214500.000000000000,2080710.000000000200,2290560.000000000000,2180960.000000000000,2138750.000000000000,10905480.000000000000
FS( 19 ),2198000.000000000000,2118160.000000000000,2388720.000000000000,2169650.000000000000,2124320.000000000000,10998850.000000000000
FS( 20 ),2218349.999999999500,2109550.000000000000,2475120.000000000000,2169650.000000000000,2109890.000000000000,11082560.000000000000
