代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10381065.000000000000
真實報酬,381065.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17105.848178137650
風險,40676.383260577772
起點值,0.420535131370
找到最佳解世代,1759
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2)[5],2882(33)[1],2912(40)[3],9999(49)[9],
Stock#,1216(2)[5],2882(33)[1],2912(40)[3],9999(49)[9],
張數,58,87,15,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,26880.000000000000,24850.000000000000,125650.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2483180.000000000000,2480860.000000000000,2513050.000000000000,2500000.000000000000,9977090.000000000000
FS( 3 ),2500000.000000000000,2548720.000000000500,2539150.000000000000,2500000.000000000000,10087870.000000000000
FS( 4 ),2500000.000000000000,2513050.000000000500,2493400.000000000000,2500000.000000000000,10006450.000000000000
FS( 5 ),2521460.000000000000,2513050.000000000500,2519500.000000000000,2500000.000000000000,10054010.000000000000
FS( 6 ),2551620.000000000500,2561770.000000000000,2486949.999999999500,2500000.000000000000,10100340.000000000000
FS( 7 ),2491300.000000000000,2606140.000000000000,2526100.000000000000,2500000.000000000000,10123540.000000000000
FS( 8 ),2517400.000000000000,2571340.000000000000,2500000.000000000000,2500000.000000000000,10088740.000000000000
FS( 9 ),2534800.000000000000,2564380.000000000000,2539150.000000000000,2500000.000000000000,10138330.000000000000
FS( 10 ),2556260.000000000000,2606140.000000000000,2552200.000000000000,2500000.000000000000,10214600.000000000000
FS( 11 ),2547560.000000000000,2573950.000000000000,2552200.000000000000,2500000.000000000000,10173710.000000000000
FS( 12 ),2547560.000000000000,2596570.000000000000,2558650.000000000000,2500000.000000000000,10202780.000000000000
FS( 13 ),2521460.000000000000,2615710.000000000000,2539150.000000000000,2500000.000000000000,10176320.000000000000
FS( 14 ),2530159.999999999500,2634850.000000000000,2545600.000000000500,2500000.000000000000,10210610.000000000000
FS( 15 ),2530159.999999999500,2670520.000000000000,2643400.000000000000,2500000.000000000000,10344080.000000000000
FS( 16 ),2483180.000000000000,2593090.000000000000,2643400.000000000000,2500000.000000000000,10219670.000000000000
FS( 17 ),2538860.000000000000,2600050.000000000500,2669500.000000000000,2500000.000000000000,10308410.000000000000
FS( 18 ),2538860.000000000000,2619190.000000000000,2643400.000000000000,2500000.000000000000,10301450.000000000000
FS( 19 ),2538860.000000000000,2651380.000000000000,2689150.000000000000,2501675.000000000000,10381065.000000000000
