代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11264790.000000000000
真實報酬,1264790.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,54331.459296947272
風險,77178.726707343347
起點值,0.703969365846
找到最佳解世代,1872
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,3
1101(0)[1],2002(8)[9],2105(9)[2],
Stock#,1101(0)[1],2002(8)[9],2105(9)[2],
張數,159,136,111,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,16593.000000000000,23093.000000000000,3.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3355593.000000000000,3308853.000000000000,3338882.999999999500,10003330.000000000000
FS( 3 ),3508233.000000000500,3357813.000000000000,3411033.000000000000,10277080.000000000000
FS( 4 ),3546392.999999999500,3338773.000000000000,3433233.000000000000,10318400.000000000000
FS( 5 ),3530493.000000000000,3338773.000000000000,3383283.000000000000,10252550.000000000000
FS( 6 ),3557523.000000000000,3329253.000000000000,3422132.999999999500,10308910.000000000000
FS( 7 ),3575012.999999999500,3318373.000000000000,3623043.000000000000,10516430.000000000000
FS( 8 ),3552753.000000000000,3293893.000000000000,3661893.000000000500,10508540.000000000000
FS( 9 ),3501873.000000000000,3280293.000000000000,3672993.000000000500,10455160.000000000000
FS( 10 ),3592503.000000000000,3372773.000000000000,3645243.000000000500,10610520.000000000000
FS( 11 ),3495512.999999999500,3372773.000000000000,3545343.000000000000,10413630.000000000000
FS( 12 ),3519363.000000000000,3376853.000000000000,3717393.000000000500,10613610.000000000000
FS( 13 ),3557523.000000000000,3372773.000000000000,3789543.000000000000,10719840.000000000000
FS( 14 ),3630663.000000000000,3387733.000000000000,3789543.000000000000,10807940.000000000000
FS( 15 ),3643383.000000000000,3367333.000000000000,3756243.000000000500,10766960.000000000000
FS( 16 ),3670413.000000000000,3376853.000000000000,3772893.000000000500,10820160.000000000000
FS( 17 ),3783303.000000000000,3397253.000000000000,3807302.999999999500,10987860.000000000000
FS( 18 ),3772173.000000000500,3397253.000000000000,3772893.000000000500,10942320.000000000000
FS( 19 ),3789663.000000000000,3401333.000000000000,3783993.000000000500,10974990.000000000000
FS( 20 ),3845313.000000000000,3397253.000000000000,3756243.000000000500,10998810.000000000000
FS( 21 ),4013853.000000000000,3416293.000000000000,3761793.000000000000,11191940.000000000000
FS( 22 ),4071093.000000000000,3450293.000000000000,3761793.000000000000,11283180.000000000000
FS( 23 ),4013853.000000000000,3450293.000000000000,3800643.000000000500,11264790.000000000000
