代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10463920.000000000000
真實報酬,463920.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,20515.557312252964
風險,23551.288611998818
起點值,0.871101265423
找到最佳解世代,2361
找到最佳解實驗#,5
找到最佳解次數,14

投資組合檔數,6
1326(5)[6],1402(6)[18],2890(37)[11],3045(42)[13],3231(43)[2],4904(46)[27],
Stock#,1326(5)[6],1402(6)[18],2890(37)[11],3045(42)[13],3231(43)[2],4904(46)[27],
張數,26,64,216,20,84,28,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,48686.000000000000,8426.000000000000,1306.000000000000,48466.000000000233,18585.999999999767,50786.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1718145.999999999800,1681386.000000000000,1701226.000000000000,1643666.000000000200,1661625.999999999800,1636146.000000000000,10042200.000000000000
FS( 3 ),1735306.000000000200,1676266.000000000000,1666666.000000000000,1643666.000000000200,1653225.999999999800,1660225.999999999800,10035360.000000000000
FS( 4 ),1733226.000000000200,1664106.000000000000,1681786.000000000000,1674466.000000000200,1675065.999999999800,1660225.999999999800,10088880.000000000000
FS( 5 ),1731145.999999999800,1651306.000000000000,1681786.000000000000,1689866.000000000000,1647345.999999999800,1666666.000000000000,10068120.000000000000
FS( 6 ),1713986.000000000000,1711466.000000000000,1707706.000000000000,1682266.000000000200,1633905.999999999800,1625225.999999999800,10074560.000000000000
FS( 7 ),1718145.999999999800,1714026.000000000000,1714185.999999999800,1689866.000000000000,1691866.000000000000,1638386.000000000200,10166480.000000000000
FS( 8 ),1735306.000000000200,1721066.000000000000,1714185.999999999800,1666666.000000000000,1694385.999999999800,1642866.000000000000,10174480.000000000000
FS( 9 ),1711906.000000000000,1723626.000000000000,1727146.000000000200,1674466.000000000200,1735545.999999999800,1636146.000000000000,10208840.000000000000
FS( 10 ),1724645.999999999800,1718506.000000000000,1733626.000000000000,1666666.000000000000,1732185.999999999800,1623266.000000000000,10198900.000000000000
FS( 11 ),1718145.999999999800,1701226.000000000000,1727146.000000000200,1666666.000000000000,1765785.999999999800,1629706.000000000000,10208680.000000000000
FS( 12 ),1722565.999999999800,1648746.000000000000,1681786.000000000000,1666666.000000000000,1853145.999999999800,1625225.999999999800,10198140.000000000000
FS( 13 ),1743886.000000000000,1648746.000000000000,1681786.000000000000,1689866.000000000000,1864065.999999999800,1642866.000000000000,10271220.000000000000
FS( 14 ),1765466.000000000000,1664106.000000000000,1681786.000000000000,1705266.000000000500,1853145.999999999800,1636146.000000000000,10305920.000000000000
FS( 15 ),1765466.000000000000,1666666.000000000000,1681786.000000000000,1713066.000000000500,1858185.999999999800,1649306.000000000000,10334480.000000000000
FS( 16 ),1743886.000000000000,1664106.000000000000,1673146.000000000200,1713066.000000000500,1864065.999999999800,1668906.000000000000,10327180.000000000000
FS( 17 ),1720486.000000000000,1671146.000000000000,1660185.999999999800,1713066.000000000500,1891785.999999999800,1666666.000000000000,10323340.000000000000
FS( 18 ),1709566.000000000000,1656426.000000000000,1673146.000000000200,1697666.000000000000,1937985.999999999800,1666666.000000000000,10341460.000000000000
FS( 19 ),1718145.999999999800,1678826.000000000000,1688265.999999999800,1666666.000000000000,1990065.999999999800,1644826.000000000000,10386800.000000000000
FS( 20 ),1731145.999999999800,1698666.000000000000,1714185.999999999800,1705266.000000000500,1929585.999999999800,1653786.000000000000,10432640.000000000000
FS( 21 ),1758966.000000000000,1706346.000000000000,1714185.999999999800,1689866.000000000000,1918666.000000000000,1664706.000000000000,10452740.000000000000
FS( 22 ),1769626.000000000000,1711466.000000000000,1733626.000000000000,1666666.000000000000,1891785.999999999800,1690746.000000000000,10463920.000000000000
