代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10418806.666220000000
真實報酬,418806.666220000010

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,20817.203259021440
風險,56164.373075840347
起點值,0.370647834543
找到最佳解世代,1420
找到最佳解實驗#,1
找到最佳解次數,42

投資組合檔數,6
2311(15)[5],2317(16)[4],2454(27)[2],2498(29)[1],2882(33)[7],9999(49)[11],
Stock#,2311(15)[5],2317(16)[4],2454(27)[2],2498(29)[1],2882(33)[7],9999(49)[11],
張數,69,33,4,11,47,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,21016.000000000000,24586.000000000000,300106.000000000000,93115.999999999767,6626.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1661145.999999999800,1657756.000000000000,1761226.000000000000,1743115.999999999800,1657265.999999999800,1666666.000000000000,10147180.000000000000
FS( 3 ),1655626.000000000200,1648846.000000000000,1752786.000000000000,1628385.999999999800,1628595.999999999800,1666666.000000000000,9980910.000000000000
FS( 4 ),1672876.000000000200,1666666.000000000000,1759546.000000000000,1688555.999999999500,1653036.000000000000,1666666.000000000000,10107350.000000000000
FS( 5 ),1681155.999999999800,1668975.999999999800,1751106.000000000000,1759505.999999999800,1645515.999999999800,1666666.000000000000,10172930.000000000000
FS( 6 ),1704616.000000000000,1655446.000000000200,1746026.000000000000,1759505.999999999800,1634236.000000000200,1666666.000000000000,10166500.000000000000
FS( 7 ),1710136.000000000200,1677556.000000000000,1739266.000000000000,1721335.999999999800,1639876.000000000000,1666666.000000000000,10154840.000000000000
FS( 8 ),1727386.000000000200,1668975.999999999800,1702106.000000000000,1786895.999999999800,1645515.999999999800,1666666.000000000000,10197550.000000000000
FS( 9 ),1727386.000000000200,1666666.000000000000,1693666.000000000000,1775895.999999999800,1634236.000000000200,1666666.000000000000,10164520.000000000000
FS( 10 ),1704616.000000000000,1688776.000000000000,1686906.000000000000,1770505.999999999800,1636116.000000000000,1666666.000000000000,10153590.000000000000
FS( 11 ),1762576.000000000000,1686465.999999999800,1686906.000000000000,1754115.999999999800,1654916.000000000000,1666666.000000000000,10211650.000000000000
FS( 12 ),1794316.000000000000,1693066.000000000000,1698746.000000000000,1759505.999999999800,1698626.000000000000,1666666.000000000000,10310930.000000000000
FS( 13 ),1785346.000000000000,1697686.000000000200,1757866.000000000000,1781395.999999999800,1704265.999999999800,1666666.000000000000,10393230.000000000000
FS( 14 ),1736356.000000000000,1697686.000000000200,1715626.000000000000,1808676.000000000000,1704265.999999999800,1666666.000000000000,10329280.000000000000
FS( 15 ),1681155.999999999800,1679866.000000000000,1702106.000000000000,1792285.999999999800,1692986.000000000200,1666666.000000000000,10215070.000000000000
FS( 16 ),1675636.000000000200,1670956.000000000200,1732506.000000000000,1786895.999999999800,1724946.000000000200,1666666.000000000000,10257610.000000000000
FS( 17 ),1690126.000000000200,1682176.000000000000,1746026.000000000000,1819676.000000000000,1763015.999999999800,1666666.000000000000,10367690.000000000000
FS( 18 ),1681155.999999999800,1691086.000000000000,1757866.000000000000,1836065.999999999500,1753616.000000000000,1666666.000000000000,10386460.000000000000
FS( 19 ),1710136.000000000200,1688776.000000000000,1747746.000000000000,1808676.000000000000,1763015.999999999800,1666666.000000000000,10385020.000000000000
FS( 20 ),1741876.000000000200,1699666.000000000000,1769666.000000000000,1765005.999999999800,1770536.000000000000,1666666.000000000000,10413420.000000000000
FS( 21 ),1721866.000000000000,1746196.000000000200,1773066.000000000000,1743115.999999999800,1766776.000000000000,1667782.666220000000,10418806.666220000000
