代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11656040.000000000000
真實報酬,1656040.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,96596.908487434805
風險,178508.032521312270
起點值,0.541134800059
找到最佳解世代,1852
找到最佳解實驗#,2
找到最佳解次數,43

投資組合檔數,6
1402(6)[6],1722(7)[3],2002(8)[27],2498(27)[25],2888(36)[1],3045(41)[16],
Stock#,1402(6)[6],1722(7)[3],2002(8)[27],2498(27)[25],2888(36)[1],3045(41)[16],
張數,83,28,100,5,175,48,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,18286.000000000233,4306.000000000000,7666.000000000000,96716.000000000000,7666.000000000000,22666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1781206.000000000000,1781465.999999999800,1617666.000000000200,1620766.000000000000,1775166.000000000000,1666666.000000000000,10242940.000000000000
FS( 3 ),1821046.000000000200,1904386.000000000000,1648666.000000000000,1607666.000000000000,1803166.000000000000,1682506.000000000000,10467440.000000000000
FS( 4 ),1761286.000000000200,2035705.999999999800,1685666.000000000000,1538866.000000000000,1925666.000000000200,1670026.000000000200,10617220.000000000000
FS( 5 ),1776226.000000000200,1961786.000000000000,1669666.000000000000,1571616.000000000000,1860916.000000000000,1654666.000000000000,10494880.000000000000
FS( 6 ),1865866.000000000500,2095066.000000000200,1694666.000000000000,1592916.000000000000,1983415.999999999800,1670026.000000000200,10901960.000000000000
FS( 7 ),1791166.000000000000,1961786.000000000000,1641666.000000000000,1591266.000000000200,1911666.000000000200,1676266.000000000200,10573820.000000000000
FS( 8 ),1791166.000000000000,2054185.999999999800,1678666.000000000000,1624066.000000000200,1997415.999999999800,1663786.000000000000,10809290.000000000000
FS( 9 ),1826026.000000000200,1972146.000000000200,1660666.000000000000,1615865.999999999800,1860916.000000000000,1620106.000000000000,10555730.000000000000
FS( 10 ),1913176.000000000000,2054185.999999999800,1666666.000000000000,1604416.000000000000,1948416.000000000000,1651305.999999999800,10838170.000000000000
FS( 11 ),1908196.000000000000,2025346.000000000200,1712666.000000000000,1604416.000000000000,2077916.000000000000,1682506.000000000000,11011050.000000000000
FS( 12 ),1903216.000000000200,2084706.000000000000,1688665.999999999800,1699466.000000000000,2221416.000000000000,1729065.999999999800,11326540.000000000000
FS( 13 ),1966296.000000000200,2041866.000000000000,1669666.000000000000,1778115.999999999800,2322916.000000000000,1759786.000000000000,11538650.000000000000
FS( 14 ),1951356.000000000200,2166746.000000000000,1651666.000000000200,1758466.000000000000,2322916.000000000000,1716586.000000000000,11567740.000000000000
FS( 15 ),1900726.000000000200,2135946.000000000000,1654666.000000000000,1774816.000000000000,2315916.000000000000,1697865.999999999800,11479940.000000000000
FS( 16 ),1850926.000000000000,2187185.999999999500,1648666.000000000000,1730566.000000000000,2315916.000000000000,1722826.000000000000,11456090.000000000000
FS( 17 ),1878316.000000000200,2074625.999999999800,1678666.000000000000,1704365.999999999800,2244166.000000000000,1790986.000000000200,11371130.000000000000
FS( 18 ),1858396.000000000500,2135946.000000000000,1715665.999999999800,1814166.000000000000,2315916.000000000000,1815946.000000000000,11656040.000000000000
