代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10646877.142570000000
真實報酬,646877.142570000140

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,37596.948728710806
風險,58504.840668876139
起點值,0.642629708907
找到最佳解世代,1207
找到最佳解實驗#,1
找到最佳解次數,14

投資組合檔數,7
1101(0)[9],2885(34)[2],2891(38)[1],3008(41)[13],3481(43)[16],6505(47)[12],9999(49)[44],
Stock#,1101(0)[9],2885(34)[2],2891(38)[1],3008(41)[13],3481(43)[16],6505(47)[12],9999(49)[44],
張數,47,146,100,0,136,17,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,11991.000000000000,7990.999999999767,5571.000000000000,1428571.000000000000,3291.000000000000,41201.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1471811.000000000000,1435870.999999999500,1432571.000000000000,1428571.000000000000,1455771.000000000000,1431801.000000000000,1428571.000000000000,10084970.000000000000
FS( 3 ),1484971.000000000000,1503030.999999999800,1437571.000000000000,1428571.000000000000,1462571.000000000000,1410721.000000000000,1428571.000000000000,10156010.000000000000
FS( 4 ),1447841.000000000200,1476750.999999999800,1432571.000000000000,1428571.000000000000,1423131.000000000000,1405961.000000000000,1428571.000000000000,10043400.000000000000
FS( 5 ),1491551.000000000000,1476750.999999999800,1428571.000000000000,1428571.000000000000,1448971.000000000000,1436561.000000000000,1428571.000000000000,10139550.000000000000
FS( 6 ),1534791.000000000000,1497190.999999999500,1458571.000000000000,1428571.000000000000,1435371.000000000000,1433331.000000000000,1428571.000000000000,10216400.000000000000
FS( 7 ),1521630.999999999800,1497190.999999999500,1483571.000000000000,1428571.000000000000,1428571.000000000000,1460871.000000000000,1428571.000000000000,10248980.000000000000
FS( 8 ),1530561.000000000200,1497190.999999999500,1491571.000000000000,1428571.000000000000,1435371.000000000000,1460871.000000000000,1428571.000000000000,10272710.000000000000
FS( 9 ),1532441.000000000000,1503030.999999999800,1491571.000000000000,1428571.000000000000,1448971.000000000000,1449481.000000000000,1428571.000000000000,10282640.000000000000
FS( 10 ),1541370.999999999800,1561430.999999999800,1512571.000000000000,1428571.000000000000,1448971.000000000000,1457640.999999999800,1428571.000000000000,10379130.000000000000
FS( 11 ),1552181.000000000000,1583330.999999999800,1529571.000000000000,1428571.000000000000,1476171.000000000000,1457640.999999999800,1428571.000000000000,10456040.000000000000
FS( 12 ),1556411.000000000000,1589170.999999999800,1542571.000000000000,1428571.000000000000,1557771.000000000000,1467331.000000000000,1428571.000000000000,10570400.000000000000
FS( 13 ),1543721.000000000200,1576030.999999999800,1533571.000000000000,1428571.000000000000,1523771.000000000000,1501161.000000000000,1428571.000000000000,10535400.000000000000
FS( 14 ),1552181.000000000000,1589170.999999999800,1538571.000000000000,1428571.000000000000,1590411.000000000000,1523771.000000000000,1428571.000000000000,10651250.000000000000
FS( 15 ),1523981.000000000000,1568730.999999999800,1529571.000000000000,1428571.000000000000,1610811.000000000000,1501161.000000000000,1428571.000000000000,10591400.000000000000
FS( 16 ),1550301.000000000000,1561430.999999999800,1533571.000000000000,1428571.000000000000,1570011.000000000000,1501161.000000000000,1428571.000000000000,10573620.000000000000
FS( 17 ),1534321.000000000000,1611071.000000000000,1538571.000000000000,1428571.000000000000,1583611.000000000000,1489771.000000000000,1428571.000000000000,10614490.000000000000
FS( 18 ),1547951.000000000000,1603770.999999999800,1546571.000000000000,1428571.000000000000,1604011.000000000000,1509150.999999999800,1428571.000000000000,10668600.000000000000
FS( 19 ),1550301.000000000000,1603770.999999999800,1555571.000000000000,1428571.000000000000,1624411.000000000000,1515611.000000000000,1428571.000000000000,10706810.000000000000
FS( 20 ),1540901.000000000000,1589170.999999999800,1555571.000000000000,1428571.000000000000,1597211.000000000000,1505921.000000000000,1429528.142569999900,10646877.142570000000
