代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10634665.000000000000
真實報酬,634665.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,45776.706477732791
風險,109082.226380931970
起點值,0.419653210211
找到最佳解世代,1853
找到最佳解實驗#,1
找到最佳解次數,35

投資組合檔數,4
1303(4)[15],2408(23)[1],2474(27)[2],9999(49)[29],
Stock#,1303(4)[15],2408(23)[1],2474(27)[2],9999(49)[29],
張數,44,69,11,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,8720.000000000466,18070.000000000000,187910.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2508360.000000000900,2516560.000000000500,2474480.000000000000,2500000.000000000000,9999400.000000001900
FS( 3 ),2545760.000000000500,2550370.000000000000,2530689.999999999500,2500000.000000000000,10126820.000000000000
FS( 4 ),2570840.000000000500,2563480.000000000000,2556320.000000000000,2500000.000000000000,10190640.000000000000
FS( 5 ),2595480.000000000000,2586940.000000000000,2663680.000000000000,2500000.000000000000,10346100.000000000000
FS( 6 ),2583160.000000000500,2626960.000000000500,2759820.000000000000,2500000.000000000000,10469940.000000000000
FS( 7 ),2533440.000000000900,2620750.000000000000,2765100.000000000000,2500000.000000000000,10419290.000000000000
FS( 8 ),2533440.000000000900,2556579.999999999500,2679740.000000000000,2500000.000000000000,10269760.000000000000
FS( 9 ),2504400.000000000500,2620750.000000000000,2733090.000000000000,2500000.000000000000,10358240.000000000000
FS( 10 ),2496040.000000000500,2593840.000000000000,2738480.000000000000,2500000.000000000000,10328360.000000000000
FS( 11 ),2470960.000000000900,2623510.000000000000,2877189.999999999500,2500000.000000000000,10471660.000000000000
FS( 12 ),2520680.000000000500,2671120.000000000000,3069250.000000000000,2500000.000000000000,10761050.000000000000
FS( 13 ),2525080.000000000000,2664220.000000000000,3005230.000000000000,2500000.000000000000,10694530.000000000000
FS( 14 ),2537400.000000000500,2647660.000000000000,3026570.000000000000,2500000.000000000000,10711630.000000000000
FS( 15 ),2554120.000000000500,2667670.000000000000,2978500.000000000000,2500000.000000000000,10700290.000000000000
FS( 16 ),2587120.000000000500,2687679.999999999500,3037240.000000000000,2500000.000000000000,10812040.000000000000
FS( 17 ),2587120.000000000500,2727700.000000000000,2935820.000000000000,2500000.000000000000,10750640.000000000000
FS( 18 ),2599440.000000000900,2734599.999999999500,2951880.000000000500,2500000.000000000000,10785920.000000000000
FS( 19 ),2578760.000000000500,2650420.000000000000,2903810.000000000000,2501675.000000000000,10634665.000000000000
