代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11768870.000000002000
真實報酬,1768870.000000001900

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,80043.744218316380
風險,81219.483361071238
起點值,0.985523927337
找到最佳解世代,1591
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,6
2303(11)[11],2382(22)[8],2409(24)[18],2454(26)[1],2603(28)[2],4904(44)[15],
Stock#,2303(11)[11],2382(22)[8],2409(24)[18],2454(26)[1],2603(28)[2],4904(44)[15],
張數,207,48,60,6,121,69,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,4456.000000000233,19786.000000000000,21466.000000000000,46486.000000000233,4126.000000000000,16186.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1672876.000000000200,1701226.000000000000,1724266.000000000000,1693066.000000000200,1701755.999999999800,1675636.000000000000,10168830.000000000000
FS( 3 ),1643896.000000000200,1733386.000000000200,1709266.000000000000,1703266.000000000200,1692075.999999999800,1675636.000000000000,10157530.000000000000
FS( 4 ),1621126.000000000000,1733386.000000000200,1711666.000000000000,1731646.000000000200,1808236.000000000200,1672876.000000000000,10278940.000000000000
FS( 5 ),1652176.000000000200,1733386.000000000200,1721866.000000000000,1816906.000000000200,1798556.000000000000,1703236.000000000000,10426130.000000000000
FS( 6 ),1724626.000000000200,1718985.999999999800,1736866.000000000000,1853506.000000000200,1738056.000000000000,1709446.000000000000,10481490.000000000000
FS( 7 ),1718416.000000000000,1718985.999999999800,1821466.000000000000,1816906.000000000200,1803396.000000000000,1748086.000000000000,10627260.000000000000
FS( 8 ),1755676.000000000500,1733386.000000000200,1826866.000000000000,1774306.000000000500,1798556.000000000000,1724626.000000000000,10613420.000000002000
FS( 9 ),1703926.000000000500,1733386.000000000200,1789066.000000000200,1792546.000000000200,1742896.000000000000,1703236.000000000000,10465060.000000000000
FS( 10 ),1755676.000000000500,1718985.999999999800,1904266.000000000000,1837246.000000000000,1777986.000000000200,1705306.000000000200,10699470.000000000000
FS( 11 ),1813636.000000000200,1724746.000000000000,1901866.000000000000,1857526.000000000200,1863896.000000000000,1728766.000000000000,10890440.000000000000
FS( 12 ),1842616.000000000200,1843786.000000000000,1901866.000000000000,1863646.000000000200,1838486.000000000200,1720486.000000000000,11010890.000000000000
FS( 13 ),1828126.000000000200,1832266.000000000000,1931866.000000000000,1917706.000000000200,1894146.000000000000,1750156.000000000000,11154270.000000000000
FS( 14 ),1850896.000000000200,1794346.000000000000,1961866.000000000000,1907206.000000000200,1868736.000000000200,1758436.000000000000,11141490.000000000000
FS( 15 ),1894366.000000000200,1835146.000000000200,1966666.000000000000,1945006.000000000200,1924396.000000000000,1748086.000000000000,11313670.000000000000
FS( 16 ),1873666.000000000000,1829386.000000000200,1924066.000000000200,1945006.000000000200,1969165.999999999800,1750156.000000000000,11291450.000000000000
FS( 17 ),1879876.000000000200,1878826.000000000000,1931866.000000000000,1928206.000000000200,1934075.999999999800,1770856.000000000000,11323710.000000000000
FS( 18 ),1917136.000000000200,1982985.999999999800,1859266.000000000000,1896706.000000000200,2029665.999999999800,1759126.000000000000,11444890.000000000000
FS( 19 ),2035126.000000000200,1982985.999999999800,1851466.000000000000,1936606.000000000200,2004256.000000000000,1741186.000000000000,11551630.000000000000
FS( 20 ),2072386.000000000000,2000746.000000000000,1861666.000000000000,1991206.000000000200,2019986.000000000200,1736356.000000000000,11682350.000000000000
FS( 21 ),2049616.000000000200,2003626.000000000000,1871866.000000000000,2052106.000000000200,2029665.999999999800,1729456.000000000000,11736340.000000000000
FS( 22 ),2072386.000000000000,1946506.000000000000,1849066.000000000200,2079406.000000000200,1989736.000000000200,1727386.000000000000,11664490.000000000000
FS( 23 ),2153116.000000000900,1940266.000000000000,1841866.000000000000,2026906.000000000200,2019986.000000000200,1786726.000000000000,11768870.000000002000
