代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10342836.666220000000
真實報酬,342836.666220000010

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15525.137417885831
風險,34246.134998168876
起點值,0.453339841670
找到最佳解世代,1405
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2357(20)[8],2412(25)[1],2912(40)[6],3008(41)[34],4904(44)[4],9999(49)[11],
Stock#,2357(20)[8],2412(25)[1],2912(40)[6],3008(41)[34],4904(44)[4],9999(49)[11],
張數,7,18,8,0,27,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,35315.999999999767,54045.999999999767,158986.000000000000,1666666.000000000000,43696.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1663585.999999999800,1676385.999999999800,1662826.000000000000,1666666.000000000000,1651816.000000000200,1666666.000000000000,9987950.000000000000
FS( 3 ),1679126.000000000000,1674765.999999999800,1692986.000000000000,1666666.000000000000,1644526.000000000000,1666666.000000000000,10024740.000000000000
FS( 4 ),1704045.999999999800,1683045.999999999800,1636506.000000000000,1666666.000000000000,1651816.000000000200,1666666.000000000000,10008750.000000000000
FS( 5 ),1756965.999999999500,1686286.000000000000,1644026.000000000000,1666666.000000000000,1661806.000000000000,1666666.000000000000,10082420.000000000000
FS( 6 ),1750735.999999999800,1696185.999999999800,1613866.000000000000,1666666.000000000000,1664236.000000000200,1666666.000000000000,10058360.000000000000
FS( 7 ),1741425.999999999800,1712565.999999999800,1625146.000000000000,1666666.000000000000,1671526.000000000000,1666666.000000000000,10084000.000000000000
FS( 8 ),1744505.999999999500,1720845.999999999800,1666666.000000000000,1666666.000000000000,1686376.000000000000,1666666.000000000000,10151730.000000000000
FS( 9 ),1744505.999999999500,1737225.999999999800,1640266.000000000000,1666666.000000000000,1691236.000000000200,1666666.000000000000,10146570.000000000000
FS( 10 ),1763195.999999999800,1712565.999999999800,1666666.000000000000,1666666.000000000000,1693666.000000000000,1666666.000000000000,10169430.000000000000
FS( 11 ),1719585.999999999800,1696185.999999999800,1711866.000000000000,1666666.000000000000,1710676.000000000000,1666666.000000000000,10171650.000000000000
FS( 12 ),1719585.999999999800,1720845.999999999800,1742026.000000000000,1666666.000000000000,1725526.000000000000,1666666.000000000000,10241320.000000000000
FS( 13 ),1676045.999999999800,1720845.999999999800,1749546.000000000000,1666666.000000000000,1715806.000000000000,1666666.000000000000,10195580.000000000000
FS( 14 ),1669815.999999999800,1704286.000000000000,1719386.000000000000,1666666.000000000000,1703386.000000000000,1666666.000000000000,10130210.000000000000
FS( 15 ),1697815.999999999800,1704286.000000000000,1742026.000000000000,1666666.000000000000,1715806.000000000000,1666666.000000000000,10193270.000000000000
FS( 16 ),1725815.999999999800,1728945.999999999500,1749546.000000000000,1666666.000000000000,1752526.000000000000,1666666.000000000000,10290170.000000000000
FS( 17 ),1691585.999999999800,1728945.999999999500,1738266.000000000000,1666666.000000000000,1742536.000000000200,1666666.000000000000,10234670.000000000000
FS( 18 ),1697815.999999999800,1728945.999999999500,1787226.000000000000,1666666.000000000000,1762246.000000000000,1666666.000000000000,10309570.000000000000
FS( 19 ),1688505.999999999500,1737225.999999999800,1817386.000000000000,1666666.000000000000,1725526.000000000000,1666666.000000000000,10301980.000000000000
FS( 20 ),1707126.000000000000,1745505.999999999800,1813626.000000000000,1666666.000000000000,1727956.000000000000,1666666.000000000000,10327550.000000000000
FS( 21 ),1725815.999999999800,1737225.999999999800,1817386.000000000000,1666666.000000000000,1727956.000000000000,1667782.666220000000,10342836.666220000000
