代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10500887.500000000000
真實報酬,500887.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27213.627177700349
風險,55524.061494693437
起點值,0.490123136621
找到最佳解世代,1475
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,8
2105(8)[19],2330(19)[2],2883(32)[24],3008(41)[22],4904(45)[14],4938(46)[1],5880(47)[12],9999(50)[21],
Stock#,2105(8)[19],2330(19)[2],2883(32)[24],3008(41)[22],4904(45)[14],4938(46)[1],5880(47)[12],9999(50)[21],
張數,20,10,151,0,21,26,100,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,12600.000000000233,67700.000000000000,4250.000000000000,1250000.000000000000,53840.000000000000,19940.000000000000,7000.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1260400.000000000200,1259000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1223480.000000000000,1250000.000000000000,1250000.000000000000,9992880.000000000000
FS( 3 ),1290000.000000000000,1259000.000000000000,1251510.000000000000,1250000.000000000000,1264489.999999999800,1221400.000000000000,1257000.000000000000,1250000.000000000000,10043400.000000000000
FS( 4 ),1276000.000000000200,1259000.000000000000,1253020.000000000000,1250000.000000000000,1268270.000000000000,1214640.000000000000,1257000.000000000000,1250000.000000000000,10027930.000000000000
FS( 5 ),1284800.000000000200,1250000.000000000000,1248490.000000000000,1250000.000000000000,1257350.000000000000,1230240.000000000000,1250000.000000000000,1250000.000000000000,10020880.000000000000
FS( 6 ),1284800.000000000200,1281600.000000000000,1262080.000000000000,1250000.000000000000,1262810.000000000000,1272099.999999999800,1261000.000000000000,1250000.000000000000,10124390.000000000000
FS( 7 ),1281200.000000000200,1277100.000000000000,1265100.000000000000,1250000.000000000000,1266380.000000000000,1358160.000000000000,1261000.000000000000,1250000.000000000000,10208940.000000000000
FS( 8 ),1262200.000000000200,1259000.000000000000,1233390.000000000000,1250000.000000000000,1260920.000000000000,1420040.000000000200,1246000.000000000000,1250000.000000000000,10181550.000000000000
FS( 9 ),1290000.000000000000,1277100.000000000000,1250000.000000000000,1250000.000000000000,1262810.000000000000,1422380.000000000000,1257000.000000000000,1250000.000000000000,10259290.000000000000
FS( 10 ),1272600.000000000200,1286100.000000000000,1239430.000000000000,1250000.000000000000,1266380.000000000000,1479839.999999999800,1257000.000000000000,1250000.000000000000,10301350.000000000000
FS( 11 ),1263800.000000000200,1268100.000000000000,1230370.000000000000,1250000.000000000000,1260920.000000000000,1479839.999999999800,1254000.000000000000,1250000.000000000000,10257030.000000000000
FS( 12 ),1255200.000000000500,1254500.000000000200,1224330.000000000000,1250000.000000000000,1266380.000000000000,1481920.000000000000,1257000.000000000000,1250000.000000000000,10239330.000000000000
FS( 13 ),1272600.000000000200,1295099.999999999800,1250000.000000000000,1250000.000000000000,1266380.000000000000,1506360.000000000000,1265000.000000000000,1250000.000000000000,10355440.000000000000
FS( 14 ),1272600.000000000200,1322200.000000000000,1248490.000000000000,1250000.000000000000,1273520.000000000000,1576820.000000000000,1269000.000000000000,1250000.000000000000,10462630.000000000000
FS( 15 ),1272600.000000000200,1317700.000000000000,1240939.999999999800,1250000.000000000000,1275410.000000000000,1654300.000000000000,1254000.000000000000,1250000.000000000000,10514950.000000000000
FS( 16 ),1272600.000000000200,1317700.000000000000,1250000.000000000000,1250000.000000000000,1271840.000000000000,1601260.000000000000,1265000.000000000000,1250000.000000000000,10478400.000000000000
FS( 17 ),1262200.000000000200,1322200.000000000000,1274160.000000000000,1250000.000000000000,1253780.000000000000,1614520.000000000000,1254000.000000000000,1250000.000000000000,10480860.000000000000
FS( 18 ),1239600.000000000200,1322200.000000000000,1265100.000000000000,1250000.000000000000,1235720.000000000000,1660800.000000000000,1257000.000000000000,1250000.000000000000,10480420.000000000000
FS( 19 ),1251800.000000000200,1331200.000000000000,1268120.000000000000,1250000.000000000000,1268270.000000000000,1636620.000000000000,1257000.000000000000,1250000.000000000000,10513010.000000000000
FS( 20 ),1258600.000000000200,1344800.000000000000,1263590.000000000000,1250000.000000000000,1266380.000000000000,1605680.000000000000,1261000.000000000000,1250837.500000000000,10500887.500000000000
