代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10536400.000000000000
真實報酬,536400.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,29563.599303135888
風險,45166.645668678255
起點值,0.654544938316
找到最佳解世代,1763
找到最佳解實驗#,5
找到最佳解次數,12

投資組合檔數,5
1303(4)[28],2105(9)[1],2330(17)[5],4904(45)[33],9999(49)[44],
Stock#,1303(4)[28],2105(9)[1],2330(17)[5],4904(45)[33],9999(49)[44],
張數,38,51,35,57,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,11080.000000000000,24770.000000000233,12000.000000000000,20390.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1973020.000000000000,2037740.000000000200,2014700.000000000000,2044460.000000000000,2000000.000000000000,10069920.000000000000
FS( 3 ),1969979.999999999800,2037740.000000000200,2014700.000000000000,2025650.000000000000,2000000.000000000000,10048070.000000000000
FS( 4 ),2060799.999999999800,2056610.000000000500,2011550.000000000200,1991450.000000000000,2000000.000000000000,10120410.000000000000
FS( 5 ),2109060.000000000000,2084660.000000000000,2014700.000000000000,2003990.000000000000,2000000.000000000000,10212410.000000000000
FS( 6 ),2115140.000000000000,2090780.000000000000,2040600.000000000200,1991450.000000000000,2000000.000000000000,10237970.000000000000
FS( 7 ),2060799.999999999800,2097410.000000000000,2052149.999999999800,1978910.000000000000,2000000.000000000000,10189270.000000000000
FS( 8 ),2051680.000000000200,2169830.000000000000,2052149.999999999800,1959530.000000000000,2000000.000000000000,10233190.000000000000
FS( 9 ),2054720.000000000000,2169830.000000000000,2049350.000000000200,1980620.000000000000,2000000.000000000000,10254520.000000000000
FS( 10 ),2112100.000000000000,2169830.000000000000,2072449.999999999800,1991450.000000000000,2000000.000000000000,10345830.000000000000
FS( 11 ),2084739.999999999800,2119340.000000000500,2060900.000000000000,2010830.000000000000,2000000.000000000000,10275810.000000000000
FS( 12 ),2112100.000000000000,2163200.000000000000,2072449.999999999800,2042750.000000000000,2000000.000000000000,10390500.000000000000
FS( 13 ),2096900.000000000200,2144330.000000000000,2031850.000000000200,2019380.000000000000,2000000.000000000000,10292460.000000000000
FS( 14 ),2079040.000000000000,2144330.000000000000,2049350.000000000200,2068399.999999999800,2000000.000000000000,10341120.000000000000
FS( 15 ),2106020.000000000000,2232560.000000000000,2089949.999999999800,2080939.999999999800,2000000.000000000000,10509470.000000000000
FS( 16 ),2079040.000000000000,2235620.000000000000,2084000.000000000000,2084930.000000000000,2000000.000000000000,10483590.000000000000
FS( 17 ),2072960.000000000000,2267240.000000000000,2095900.000000000000,2104310.000000000000,2000000.000000000000,10540410.000000000000
FS( 18 ),2057760.000000000000,2298350.000000000000,2095900.000000000000,2104310.000000000000,2000000.000000000000,10556320.000000000000
FS( 19 ),2069920.000000000200,2289170.000000000000,2130550.000000000000,2091770.000000000000,2000000.000000000000,10581410.000000000000
FS( 20 ),2066880.000000000200,2197880.000000000000,2144900.000000000000,2125399.999999999500,2001340.000000000000,10536400.000000000000
