代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10551565.000000000000
真實報酬,551565.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27798.107822410147
風險,57417.435202752182
起點值,0.484140535436
找到最佳解世代,1560
找到最佳解實驗#,6
找到最佳解次數,4

投資組合檔數,4
1303(4)[3],2002(9)[18],3673(47)[2],9999(50)[29],
Stock#,1303(4)[3],2002(9)[18],3673(47)[2],9999(50)[29],
張數,58,113,5,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,20500.000000000000,1570.000000000000,341450.000000000470,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2471580.000000000000,2495480.000000000000,2618900.000000000500,2500000.000000000000,10085960.000000000000
FS( 3 ),2471580.000000000000,2514690.000000000000,2656200.000000000500,2500000.000000000000,10142470.000000000000
FS( 4 ),2490720.000000000500,2504520.000000000000,2656200.000000000500,2500000.000000000000,10151440.000000000000
FS( 5 ),2514500.000000000000,2504520.000000000000,2635200.000000000500,2500000.000000000000,10154220.000000000000
FS( 6 ),2529000.000000000000,2485310.000000000500,2646850.000000000500,2500000.000000000000,10161160.000000000000
FS( 7 ),2533640.000000000000,2495480.000000000000,2681850.000000000500,2500000.000000000000,10210970.000000000000
FS( 8 ),2600920.000000000000,2504520.000000000000,2681850.000000000500,2500000.000000000000,10287290.000000000000
FS( 9 ),2726200.000000000000,2519210.000000000500,2672500.000000000000,2500000.000000000000,10417910.000000000000
FS( 10 ),2682700.000000000000,2523730.000000000000,2618900.000000000500,2500000.000000000000,10325330.000000000000
FS( 11 ),2707060.000000000000,2523730.000000000000,2534950.000000000500,2500000.000000000000,10265740.000000000000
FS( 12 ),2711700.000000000000,2510170.000000000000,2658500.000000000500,2500000.000000000000,10380370.000000000000
FS( 13 ),2711700.000000000000,2519210.000000000500,2681850.000000000500,2500000.000000000000,10412760.000000000000
FS( 14 ),2634560.000000000000,2519210.000000000500,2728450.000000000500,2500000.000000000000,10382220.000000000000
FS( 15 ),2644420.000000000000,2519210.000000000500,2695800.000000000500,2500000.000000000000,10359430.000000000000
FS( 16 ),2639779.999999999500,2500000.000000000000,2775050.000000000900,2500000.000000000000,10414830.000000000000
FS( 17 ),2649060.000000000000,2500000.000000000000,2709800.000000000500,2500000.000000000000,10358860.000000000000
FS( 18 ),2701839.999999999500,2519210.000000000500,2756400.000000000500,2500000.000000000000,10477450.000000000000
FS( 19 ),2707060.000000000000,2609610.000000000000,2756400.000000000500,2500000.000000000000,10573070.000000000000
FS( 20 ),2707060.000000000000,2600570.000000000000,2737750.000000000500,2500000.000000000000,10545380.000000000000
FS( 21 ),2711700.000000000000,2605090.000000000000,2733100.000000000500,2501675.000000000000,10551565.000000000000
