代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10243996.666220000000
真實報酬,243996.666220000010

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11895.893717217390
風險,31558.457736879060
起點值,0.376947879279
找到最佳解世代,1584
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2105(9)[21],2303(13)[27],2408(23)[2],3008(41)[20],3481(43)[1],9999(49)[17],
Stock#,2105(9)[21],2303(13)[27],2408(23)[2],3008(41)[20],3481(43)[1],9999(49)[17],
張數,29,152,37,0,153,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,12795.999999999767,2266.000000000233,39036.000000000000,1666666.000000000000,2026.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1694505.999999999800,1659066.000000000200,1648536.000000000000,1666666.000000000000,1643716.000000000000,1666666.000000000000,9979160.000000000000
FS( 3 ),1686096.000000000000,1645386.000000000500,1642986.000000000000,1666666.000000000000,1674316.000000000000,1666666.000000000000,9982120.000000000000
FS( 4 ),1691605.999999999800,1674266.000000000200,1632256.000000000000,1666666.000000000000,1674316.000000000000,1666666.000000000000,10005780.000000000000
FS( 5 ),1683195.999999999800,1666666.000000000000,1632256.000000000000,1666666.000000000000,1727866.000000000000,1666666.000000000000,10043320.000000000000
FS( 6 ),1700015.999999999800,1674266.000000000200,1632256.000000000000,1666666.000000000000,1735516.000000000000,1666666.000000000000,10075390.000000000000
FS( 7 ),1691605.999999999800,1666666.000000000000,1668146.000000000200,1666666.000000000000,1712566.000000000000,1666666.000000000000,10072320.000000000000
FS( 8 ),1700015.999999999800,1659066.000000000200,1729566.000000000000,1666666.000000000000,1720216.000000000000,1666666.000000000000,10142200.000000000000
FS( 9 ),1694505.999999999800,1659066.000000000200,1722166.000000000000,1666666.000000000000,1712566.000000000000,1666666.000000000000,10121640.000000000000
FS( 10 ),1686096.000000000000,1645386.000000000500,1743996.000000000000,1666666.000000000000,1720216.000000000000,1666666.000000000000,10129030.000000000000
FS( 11 ),1686096.000000000000,1659066.000000000200,1747326.000000000000,1666666.000000000000,1756936.000000000000,1666666.000000000000,10182760.000000000000
FS( 12 ),1652745.999999999500,1659066.000000000200,1783586.000000000000,1666666.000000000000,1756936.000000000000,1666666.000000000000,10185670.000000000000
FS( 13 ),1688705.999999999800,1659066.000000000200,1754725.999999999800,1666666.000000000000,1743166.000000000000,1666666.000000000000,10179000.000000000000
FS( 14 ),1661156.000000000000,1659066.000000000200,1754725.999999999800,1666666.000000000000,1764586.000000000000,1666666.000000000000,10172870.000000000000
FS( 15 ),1658545.999999999800,1659066.000000000200,1745475.999999999800,1666666.000000000000,1795186.000000000000,1666666.000000000000,10191610.000000000000
FS( 16 ),1650135.999999999800,1659066.000000000200,1781736.000000000000,1666666.000000000000,1787536.000000000000,1666666.000000000000,10211810.000000000000
FS( 17 ),1644626.000000000000,1659066.000000000200,1821326.000000000000,1666666.000000000000,1772236.000000000000,1666666.000000000000,10230590.000000000000
FS( 18 ),1655645.999999999800,1659066.000000000200,1792466.000000000000,1666666.000000000000,1764586.000000000000,1666666.000000000000,10205100.000000000000
FS( 19 ),1661156.000000000000,1659066.000000000200,1765455.999999999800,1666666.000000000000,1750816.000000000000,1666666.000000000000,10169830.000000000000
FS( 20 ),1672175.999999999500,1666666.000000000000,1794316.000000000000,1666666.000000000000,1772236.000000000000,1666666.000000000000,10238730.000000000000
FS( 21 ),1680585.999999999800,1659066.000000000200,1774336.000000000000,1666666.000000000000,1756936.000000000000,1666666.000000000000,10204260.000000000000
FS( 22 ),1694505.999999999800,1674266.000000000200,1776186.000000000000,1666666.000000000000,1764586.000000000000,1667782.666220000000,10243996.666220000000
