代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10687150.000000000000
真實報酬,687150.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,33485.820816864296
風險,81456.039124893403
起點值,0.411090708272
找到最佳解世代,2049
找到最佳解實驗#,3
找到最佳解次數,37

投資組合檔數,3
2382(22)[7],2412(24)[5],2498(27)[1],
Stock#,2382(22)[7],2412(24)[5],2498(27)[1],
張數,85,54,5,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,19183.000000000000,27453.000000000000,355783.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3333333.000000000000,3328473.000000000000,3329283.000000000000,9991090.000000000000
FS( 3 ),3315483.000000000000,3360872.999999999500,3357483.000000000500,10033840.000000000000
FS( 4 ),3333333.000000000000,3370053.000000000000,3401833.000000000000,10105220.000000000000
FS( 5 ),3309533.000000000000,3411093.000000000000,3417932.999999999500,10138560.000000000000
FS( 6 ),3292533.000000000000,3461853.000000000000,3474333.000000000000,10228720.000000000000
FS( 7 ),3245783.000000000000,3548792.999999999500,3486433.000000000000,10281010.000000000000
FS( 8 ),3350332.999999999500,3530433.000000000500,3498533.000000000000,10379300.000000000000
FS( 9 ),3333333.000000000000,3480212.999999999500,3434033.000000000000,10247580.000000000000
FS( 10 ),3339283.000000000500,3434313.000000000000,3434033.000000000000,10207630.000000000000
FS( 11 ),3344383.000000000000,3443493.000000000000,3494483.000000000000,10282360.000000000000
FS( 12 ),3368183.000000000000,3452673.000000000000,3566983.000000000000,10387840.000000000000
FS( 13 ),3385183.000000000000,3443493.000000000000,3538783.000000000000,10367460.000000000000
FS( 14 ),3374133.000000000000,3425133.000000000500,3591183.000000000000,10390450.000000000000
FS( 15 ),3350332.999999999500,3480212.999999999500,3687883.000000000000,10518430.000000000000
FS( 16 ),3391133.000000000500,3471033.000000000500,3885283.000000000000,10747450.000000000000
FS( 17 ),3420033.000000000000,3466173.000000000000,3832932.999999999500,10719140.000000000000
FS( 18 ),3420033.000000000000,3443493.000000000000,3687883.000000000000,10551410.000000000000
FS( 19 ),3513533.000000000000,3429453.000000000000,3760383.000000000000,10703370.000000000000
FS( 20 ),3507583.000000000000,3383553.000000000000,3724133.000000000000,10615270.000000000000
FS( 21 ),3524583.000000000000,3406772.999999999500,3760383.000000000000,10691740.000000000000
FS( 22 ),3501633.000000000000,3425133.000000000500,3760383.000000000000,10687150.000000000000
