代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11559767.142570000000
真實報酬,1559767.142570000100

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,75607.253527415014
風險,84439.519245028889
起點值,0.895401278968
找到最佳解世代,1534
找到最佳解實驗#,30
找到最佳解次數,2

投資組合檔數,7
2105(9)[17],2353(19)[5],2408(23)[47],2412(25)[50],3045(41)[25],3231(42)[1],9999(49)[49],
Stock#,2105(9)[17],2353(19)[5],2408(23)[47],2412(25)[50],3045(41)[25],3231(42)[1],9999(49)[49],
張數,147,40,10,30,47,138,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,5611.000000000000,2571.000000000000,46171.000000000000,11671.000000000233,28441.000000000233,4411.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1403581.000000000000,1423771.000000000000,1423971.000000000000,1428571.000000000000,1468051.000000000200,1476871.000000000000,1428571.000000000000,10053390.000000000000
FS( 3 ),1499131.000000000000,1434571.000000000000,1511471.000000000000,1428571.000000000000,1471341.000000000000,1519651.000000000000,1428571.000000000000,10293310.000000000000
FS( 4 ),1516770.999999999800,1516971.000000000000,1520671.000000000000,1428571.000000000000,1465231.000000000200,1565191.000000000000,1428571.000000000000,10441980.000000000000
FS( 5 ),1485901.000000000000,1510971.000000000000,1435471.000000000200,1428571.000000000000,1486381.000000000200,1567951.000000000000,1428571.000000000000,10343820.000000000000
FS( 6 ),1588800.999999999800,1496571.000000000000,1387071.000000000000,1428571.000000000000,1486381.000000000200,1547251.000000000000,1428571.000000000000,10363220.000000000000
FS( 7 ),1584391.000000000000,1504571.000000000000,1419370.999999999800,1428571.000000000000,1516931.000000000200,1654891.000000000000,1428571.000000000000,10537300.000000000000
FS( 8 ),1604971.000000000200,1475770.999999999800,1387071.000000000000,1428571.000000000000,1516931.000000000200,1768050.999999999800,1428571.000000000000,10609940.000000000000
FS( 9 ),1604971.000000000200,1482171.000000000200,1387071.000000000000,1428571.000000000000,1500011.000000000200,1790131.000000000000,1428571.000000000000,10621500.000000000000
FS( 10 ),1635841.000000000000,1524971.000000000000,1426271.000000000000,1428571.000000000000,1495781.000000000200,1762531.000000000200,1428571.000000000000,10702540.000000000000
FS( 11 ),1679941.000000000200,1532970.999999999800,1444671.000000000000,1428571.000000000000,1501891.000000000200,1819111.000000000000,1428571.000000000000,10835730.000000000000
FS( 12 ),1677000.999999999800,1536171.000000000200,1493071.000000000000,1428571.000000000000,1503301.000000000200,1878451.000000000000,1428571.000000000000,10945140.000000000000
FS( 13 ),1671121.000000000000,1542571.000000000000,1529971.000000000000,1428571.000000000000,1516931.000000000200,1983331.000000000000,1428571.000000000000,11101070.000000000000
FS( 14 ),1646131.000000000000,1586971.000000000000,1495370.999999999800,1428571.000000000000,1545601.000000000200,1897771.000000000200,1428571.000000000000,11028990.000000000000
FS( 15 ),1674061.000000000000,1539371.000000000200,1470070.999999999800,1467571.000000000200,1547011.000000000500,1802550.999999999800,1428571.000000000000,10929210.000000000000
FS( 16 ),1735800.999999999800,1586971.000000000000,1502271.000000000200,1451971.000000000200,1547011.000000000500,1926751.000000000000,1428571.000000000000,11179350.000000000000
FS( 17 ),1766671.000000000200,1596171.000000000200,1518371.000000000000,1425271.000000000200,1550301.000000000500,2059231.000000000200,1428571.000000000000,11344590.000000000000
FS( 18 ),1776961.000000000200,1618571.000000000000,1619771.000000000200,1422871.000000000200,1556411.000000000000,2090971.000000000000,1428571.000000000000,11514130.000000000000
FS( 19 ),1718161.000000000000,1618571.000000000000,1728071.000000000000,1418671.000000000200,1547011.000000000500,2039911.000000000000,1428571.000000000000,11498970.000000000000
FS( 20 ),1687290.999999999800,1618571.000000000000,1845571.000000000000,1400671.000000000200,1547011.000000000500,2016451.000000000000,1428571.000000000000,11544140.000000000000
FS( 21 ),1674061.000000000000,1586971.000000000000,1965370.999999999800,1378471.000000000500,1516931.000000000200,2028871.000000000000,1428571.000000000000,11579250.000000000000
FS( 22 ),1700520.999999999800,1618571.000000000000,1831771.000000000000,1387471.000000000200,1521631.000000000200,2070271.000000000200,1429528.142569999900,11559767.142570000000
