代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10638610.000000000000
真實報酬,638610.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,38926.774193548386
風險,152745.304869855000
起點值,0.254847598928
找到最佳解世代,1887
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1301(3)[1],2347(18)[2],2412(25)[5],
Stock#,1301(3)[1],2347(18)[2],2412(25)[5],
張數,123,185,75,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,14793.000000000000,14433.000000000000,29583.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3472322.999999999500,3503533.000000000000,3294333.000000000000,10270190.000000000000
FS( 3 ),3714632.999999999500,3536832.999999999500,3287583.000000000000,10539050.000000000000
FS( 4 ),3633453.000000000500,3314833.000000000000,3255333.000000000000,10203620.000000000000
FS( 5 ),3687572.999999999500,3314833.000000000000,3274833.000000000500,10277240.000000000000
FS( 6 ),3637143.000000000000,3261183.000000000000,3307083.000000000000,10205410.000000000000
FS( 7 ),3702333.000000000000,3207533.000000000500,3358833.000000000000,10268700.000000000000
FS( 8 ),3702333.000000000000,3309283.000000000000,3384332.999999999500,10395950.000000000000
FS( 9 ),3644523.000000000000,3390683.000000000000,3352083.000000000000,10387290.000000000000
FS( 10 ),3503072.999999999500,3288933.000000000000,3313833.000000000000,10105840.000000000000
FS( 11 ),3483393.000000000000,3512783.000000000000,3333333.000000000000,10329510.000000000000
FS( 12 ),3571953.000000000500,3531283.000000000500,3333333.000000000000,10436570.000000000000
FS( 13 ),3660513.000000000500,3638583.000000000000,3326583.000000000000,10625680.000000000000
FS( 14 ),3571953.000000000500,3566433.000000000000,3326583.000000000000,10464970.000000000000
FS( 15 ),3667893.000000000000,3644133.000000000500,3326583.000000000000,10638610.000000000000
