代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10600250.000000000000
真實報酬,600250.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27025.146341463416
風險,72592.917074786659
起點值,0.372283515121
找到最佳解世代,1684
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,5
2353(19)[1],2357(21)[5],2912(40)[3],8046(47)[2],9999(49)[17],
Stock#,2353(19)[1],2357(21)[5],2912(40)[3],8046(47)[2],9999(49)[17],
張數,36,16,34,25,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,26480.000000000000,115040.000000000000,18820.000000000000,12249.999999999767,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2011879.999999999800,1963200.000000000000,2011900.000000000000,1990749.999999999800,2000000.000000000000,9977730.000000000000
FS( 3 ),2005760.000000000000,1930240.000000000000,2002380.000000000200,2064749.999999999800,2000000.000000000000,10003130.000000000000
FS( 4 ),2059040.000000000000,1963200.000000000000,2011900.000000000000,2073999.999999999800,2000000.000000000000,10108140.000000000000
FS( 5 ),2053280.000000000000,1985280.000000000000,2016320.000000000000,2027749.999999999800,2000000.000000000000,10082630.000000000000
FS( 6 ),2053280.000000000000,1996320.000000000000,2000000.000000000000,2046249.999999999800,2000000.000000000000,10095850.000000000000
FS( 7 ),2077040.000000000000,2018240.000000000000,2009180.000000000000,2018499.999999999800,2000000.000000000000,10122960.000000000000
FS( 8 ),2100800.000000000000,2014560.000000000000,2028220.000000000000,2064749.999999999800,2000000.000000000000,10208330.000000000000
FS( 9 ),2133200.000000000500,2084320.000000000000,2068680.000000000200,2092499.999999999800,2000000.000000000000,10378700.000000000000
FS( 10 ),2100800.000000000000,2062240.000000000000,2103700.000000000000,2101750.000000000000,2000000.000000000000,10368490.000000000000
FS( 11 ),2056160.000000000000,2062720.000000000000,2082280.000000000000,2064749.999999999800,2000000.000000000000,10265910.000000000000
FS( 12 ),2041400.000000000000,2093280.000000000000,2090100.000000000200,2083249.999999999800,2000000.000000000000,10308030.000000000000
FS( 13 ),2041400.000000000000,2112320.000000000000,2085000.000000000200,2101750.000000000000,2000000.000000000000,10340470.000000000000
FS( 14 ),2068040.000000000000,2100800.000000000000,2079559.999999999800,2157250.000000000000,2000000.000000000000,10405650.000000000000
FS( 15 ),2100800.000000000000,2100800.000000000000,2095539.999999999800,2175750.000000000000,2000000.000000000000,10472890.000000000000
FS( 16 ),2130320.000000000000,2120000.000000000000,2100980.000000000000,2175750.000000000000,2000000.000000000000,10527050.000000000000
FS( 17 ),2145080.000000000000,2116160.000000000000,2068680.000000000200,2100500.000000000000,2000000.000000000000,10430420.000000000000
FS( 18 ),2124200.000000000500,2093280.000000000000,2047259.999999999800,2040249.999999999800,2000000.000000000000,10304990.000000000000
FS( 19 ),2198360.000000000000,2123840.000000000000,2076840.000000000000,2100500.000000000000,2000000.000000000000,10499540.000000000000
FS( 20 ),2248759.999999999500,2116160.000000000000,2063240.000000000000,2170750.000000000000,2001340.000000000000,10600250.000000000000
