代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10726510.000000000000
真實報酬,726510.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,30898.671096345515
風險,96696.764227347492
起點值,0.319541934451
找到最佳解世代,1550
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,5
1101(0)[2],1102(1)[1],2382(21)[8],2412(25)[4],3045(42)[5],
Stock#,1101(0)[2],1102(1)[1],2382(21)[8],2412(25)[4],3045(42)[5],
張數,72,86,38,19,20,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,12800.000000000000,500.000000000000,19060.000000000000,84610.000000000000,1800.000000000233,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2006480.000000000000,1995700.000000000000,2000000.000000000000,2008550.000000000000,2000000.000000000000,10010730.000000000000
FS( 3 ),2053280.000000000000,2067940.000000000000,2000000.000000000000,2026030.000000000000,2027200.000000000000,10174450.000000000000
FS( 4 ),2046800.000000000000,2048159.999999999800,1986320.000000000200,2026030.000000000000,2018000.000000000200,10125310.000000000000
FS( 5 ),2003600.000000000000,1987960.000000000000,1982900.000000000000,2026030.000000000000,2027200.000000000000,10027690.000000000000
FS( 6 ),2092880.000000000000,2064500.000000000000,2000000.000000000000,2034579.999999999800,2045200.000000000200,10237160.000000000000
FS( 7 ),2113040.000000000500,2084280.000000000200,2000000.000000000000,2043320.000000000000,2063199.999999999800,10303840.000000000000
FS( 8 ),2106560.000000000000,2016340.000000000200,2000000.000000000000,2026030.000000000000,2054200.000000000200,10203130.000000000000
FS( 9 ),2092880.000000000000,2043860.000000000200,2000000.000000000000,2026030.000000000000,2072400.000000000200,10235170.000000000000
FS( 10 ),2152640.000000000000,2048159.999999999800,2000000.000000000000,2034579.999999999800,2090400.000000000700,10325780.000000000000
FS( 11 ),2049679.999999999800,2016340.000000000200,2017100.000000000000,2026030.000000000000,2054200.000000000200,10163350.000000000000
FS( 12 ),2133200.000000000000,2120400.000000000000,2030779.999999999800,2034579.999999999800,2072400.000000000200,10391360.000000000000
FS( 13 ),2152640.000000000000,2252840.000000000000,2037620.000000000000,2043320.000000000000,2081400.000000000200,10567820.000000000000
FS( 14 ),2172800.000000000000,2240800.000000000000,2037620.000000000000,2043320.000000000000,2063199.999999999800,10557740.000000000000
FS( 15 ),2189360.000000000000,2280360.000000000000,2047880.000000000000,2051870.000000000200,2063199.999999999800,10632670.000000000000
FS( 16 ),2136079.999999999500,2244240.000000000000,2075239.999999999800,2043320.000000000000,2063199.999999999800,10562080.000000000000
FS( 17 ),2106560.000000000000,2196080.000000000000,2041040.000000000000,2034579.999999999800,2036200.000000000200,10414460.000000000000
FS( 18 ),2106560.000000000000,2244240.000000000000,2037620.000000000000,2026030.000000000000,2045200.000000000200,10459650.000000000000
FS( 19 ),2129599.999999999500,2208120.000000000500,2044459.999999999800,2034579.999999999800,2045200.000000000200,10461960.000000000000
FS( 20 ),2106560.000000000000,2232200.000000000000,2071820.000000000200,2060610.000000000000,2081400.000000000200,10552590.000000000000
FS( 21 ),2143280.000000000000,2236500.000000000000,2102600.000000000000,2103930.000000000000,2140200.000000000000,10726510.000000000000
