代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10547880.000000000000
真實報酬,547880.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,32118.731501057082
風險,81930.678094147908
起點值,0.392023259763
找到最佳解世代,1281
找到最佳解實驗#,1
找到最佳解次數,31

投資組合檔數,6
1326(5)[3],1722(7)[6],2105(9)[10],2347(18)[5],2412(24)[2],3045(40)[1],
Stock#,1326(5)[3],1722(7)[6],2105(9)[10],2347(18)[5],2412(24)[2],3045(40)[1],
張數,30,22,48,34,28,34,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,2266.000000000233,16446.000000000000,8266.000000000233,42146.000000000000,386.000000000000,6786.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1677466.000000000200,1781506.000000000200,1681066.000000000500,1641845.999999999800,1659666.000000000000,1664286.000000000000,10105840.000000000000
FS( 3 ),1666666.000000000000,1848166.000000000000,1666666.000000000000,1655446.000000000200,1661906.000000000000,1661566.000000000000,10160420.000000000000
FS( 4 ),1666666.000000000000,1831446.000000000000,1681066.000000000500,1664626.000000000000,1664426.000000000000,1664286.000000000000,10172520.000000000000
FS( 5 ),1690666.000000000200,1798226.000000000000,1690666.000000000000,1723446.000000000200,1676186.000000000000,1672106.000000000000,10251300.000000000000
FS( 6 ),1686166.000000000200,1798226.000000000000,1685866.000000000500,1689446.000000000200,1709785.999999999800,1690126.000000000000,10259620.000000000000
FS( 7 ),1673266.000000000200,1798226.000000000000,1676266.000000000200,1721066.000000000000,1690746.000000000000,1682306.000000000000,10241880.000000000000
FS( 8 ),1655566.000000000200,1731566.000000000000,1690666.000000000000,1732626.000000000000,1678706.000000000000,1682306.000000000000,10171440.000000000000
FS( 9 ),1666666.000000000000,1723206.000000000000,1700266.000000000200,1682646.000000000000,1673946.000000000200,1697946.000000000000,10144680.000000000000
FS( 10 ),1745266.000000000200,1765006.000000000200,1731466.000000000000,1698626.000000000000,1678706.000000000000,1715966.000000000000,10335040.000000000000
FS( 11 ),1780366.000000000500,1765006.000000000200,1787146.000000000200,1714266.000000000000,1690746.000000000000,1731266.000000000000,10468800.000000000000
FS( 12 ),1786966.000000000200,1731566.000000000000,1726666.000000000000,1657826.000000000000,1700266.000000000000,1721066.000000000000,10324360.000000000000
FS( 13 ),1776166.000000000200,1765006.000000000200,1726666.000000000000,1669046.000000000000,1695506.000000000000,1718346.000000000200,10350740.000000000000
FS( 14 ),1784866.000000000500,1739926.000000000000,1726666.000000000000,1700666.000000000000,1695506.000000000000,1710866.000000000000,10358500.000000000000
FS( 15 ),1800166.000000000200,1748286.000000000000,1733866.000000000500,1698626.000000000000,1695506.000000000000,1718346.000000000200,10394800.000000000000
FS( 16 ),1808866.000000000200,1823306.000000000000,1721866.000000000500,1698626.000000000000,1695506.000000000000,1721066.000000000000,10469240.000000000000
FS( 17 ),1891966.000000000200,1831446.000000000000,1729066.000000000500,1703046.000000000000,1714545.999999999800,1733985.999999999800,10604060.000000000000
FS( 18 ),1946866.000000000200,1831446.000000000000,1738666.000000000000,1734666.000000000000,1707266.000000000000,1746906.000000000000,10705820.000000000000
FS( 19 ),1944766.000000000200,1814946.000000000000,1729066.000000000500,1755406.000000000000,1697746.000000000000,1759826.000000000000,10701760.000000000000
FS( 20 ),1981966.000000000000,1814946.000000000000,1681066.000000000500,1762206.000000000200,1707266.000000000000,1780566.000000000000,10728020.000000000000
FS( 21 ),1924966.000000000200,1756645.999999999800,1651786.000000000200,1741806.000000000000,1705026.000000000000,1767646.000000000000,10547880.000000000000
