代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10617890.000000000000
真實報酬,617890.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27859.266082754453
風險,50868.679678345907
起點值,0.547670320105
找到最佳解世代,1437
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,5
2354(20)[3],2498(27)[1],2912(39)[4],3045(40)[24],9999(49)[19],
Stock#,2354(20)[3],2498(27)[1],2912(39)[4],3045(40)[24],9999(49)[19],
張數,26,7,31,47,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,37260.000000000233,72060.000000000000,47310.000000000000,18480.000000000233,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2031460.000000000200,1994890.000000000000,1990080.000000000000,2006580.000000000200,2000000.000000000000,10023010.000000000000
FS( 3 ),2086580.000000000000,2025620.000000000000,1995040.000000000000,2003290.000000000200,2000000.000000000000,10110530.000000000000
FS( 4 ),2086580.000000000000,2133280.000000000000,2004959.999999999800,2003290.000000000200,2000000.000000000000,10228110.000000000000
FS( 5 ),2023660.000000000200,2074340.000000000200,1980160.000000000200,2003290.000000000200,2000000.000000000000,10081450.000000000000
FS( 6 ),2094380.000000000200,2058939.999999999800,2002480.000000000000,1996240.000000000200,2000000.000000000000,10152040.000000000000
FS( 7 ),2070980.000000000200,2094850.000000000200,2014570.000000000000,2019740.000000000200,2000000.000000000000,10200140.000000000000
FS( 8 ),2055120.000000000200,2066640.000000000000,2019530.000000000000,2019740.000000000200,2000000.000000000000,10161030.000000000000
FS( 9 ),2070980.000000000200,2097440.000000000000,2142600.000000000000,2003290.000000000200,2000000.000000000000,10314310.000000000000
FS( 10 ),2070980.000000000200,2099960.000000000000,2100750.000000000000,2013160.000000000000,2000000.000000000000,10284850.000000000000
FS( 11 ),2070980.000000000200,2082040.000000000000,2137640.000000000500,2013160.000000000000,2000000.000000000000,10303820.000000000000
FS( 12 ),2055120.000000000200,2053830.000000000000,2108190.000000000000,2006580.000000000200,2000000.000000000000,10223720.000000000000
FS( 13 ),2086580.000000000000,2099960.000000000000,2135160.000000000000,2006580.000000000200,2000000.000000000000,10328280.000000000000
FS( 14 ),2173420.000000000000,2112770.000000000000,2120280.000000000000,2003290.000000000200,2000000.000000000000,10409760.000000000000
FS( 15 ),2173420.000000000000,2138460.000000000000,2103229.999999999500,1963340.000000000500,2000000.000000000000,10378450.000000000000
FS( 16 ),2149760.000000000000,2153790.000000000000,2113150.000000000000,1963340.000000000500,2000000.000000000000,10380040.000000000000
FS( 17 ),2165360.000000000000,2189700.000000000000,2135160.000000000000,1989660.000000000000,2000000.000000000000,10479880.000000000000
FS( 18 ),2157560.000000000000,2212800.000000000000,2177010.000000000500,1989660.000000000000,2000000.000000000000,10537030.000000000000
FS( 19 ),2181220.000000000000,2189700.000000000000,2245830.000000000000,1979790.000000000200,2000000.000000000000,10596540.000000000000
FS( 20 ),2149760.000000000000,2202510.000000000500,2238390.000000000500,1976500.000000000000,2000000.000000000000,10567160.000000000000
FS( 21 ),2102440.000000000500,2243530.000000000000,2260710.000000000000,2009870.000000000000,2001340.000000000000,10617890.000000000000
