代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10304957.142570000000
真實報酬,304957.142570000140

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,26665.859917619731
風險,70821.607002420787
起點值,0.376521531299
找到最佳解世代,1338
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,7
2303(13)[7],2317(16)[5],2325(18)[2],2357(21)[3],2382(22)[1],2912(40)[49],9999(50)[13],
Stock#,2303(13)[7],2317(16)[5],2325(18)[2],2357(21)[3],2382(22)[1],2912(40)[49],9999(50)[13],
張數,135,26,50,6,25,7,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,7021.000000000000,30551.000000000000,3571.000000000000,163351.000000000000,45321.000000000000,141760.999999999770,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1421821.000000000000,1411151.000000000200,1450571.000000000000,1428571.000000000000,1410321.000000000000,1406730.999999999800,1428571.000000000000,9957740.000000000000
FS( 3 ),1439371.000000000000,1404391.000000000200,1422571.000000000000,1421550.999999999800,1454821.000000000000,1416111.000000000000,1428571.000000000000,9987390.000000000000
FS( 4 ),1462321.000000000000,1404391.000000000200,1436571.000000000000,1428571.000000000000,1444571.000000000000,1394270.999999999800,1428571.000000000000,9999270.000000000000
FS( 5 ),1502821.000000000000,1412971.000000000000,1454571.000000000000,1475431.000000000000,1454821.000000000000,1394270.999999999800,1428571.000000000000,10123460.000000000000
FS( 6 ),1492021.000000000000,1430391.000000000200,1456571.000000000000,1470751.000000000000,1454821.000000000000,1391190.999999999800,1428571.000000000000,10124320.000000000000
FS( 7 ),1485271.000000000000,1442611.000000000000,1480571.000000000000,1459050.999999999800,1456821.000000000000,1391190.999999999800,1428571.000000000000,10144090.000000000000
FS( 8 ),1469071.000000000000,1453011.000000000000,1502571.000000000000,1517611.000000000000,1497071.000000000000,1369351.000000000000,1428571.000000000000,10237260.000000000000
FS( 9 ),1462321.000000000000,1461591.000000000000,1488571.000000000000,1522291.000000000000,1549321.000000000000,1350660.999999999500,1428571.000000000000,10263330.000000000000
FS( 10 ),1474470.999999999800,1479011.000000000000,1504571.000000000000,1510591.000000000000,1611821.000000000000,1350660.999999999500,1428571.000000000000,10359700.000000000000
FS( 11 ),1474470.999999999800,1489411.000000000000,1522571.000000000000,1508251.000000000000,1577571.000000000000,1331970.999999999800,1428571.000000000000,10332820.000000000000
FS( 12 ),1479871.000000000000,1487851.000000000000,1502571.000000000000,1503571.000000000000,1591571.000000000000,1344430.999999999800,1428571.000000000000,10338440.000000000000
FS( 13 ),1485271.000000000000,1512031.000000000000,1522571.000000000000,1512931.000000000000,1640071.000000000000,1353810.999999999800,1428571.000000000000,10455260.000000000000
FS( 14 ),1485271.000000000000,1499811.000000000000,1516571.000000000000,1508251.000000000000,1593571.000000000000,1363120.999999999800,1428571.000000000000,10395170.000000000000
FS( 15 ),1479871.000000000000,1494611.000000000000,1514571.000000000000,1531711.000000000200,1605821.000000000000,1391190.999999999800,1428571.000000000000,10446350.000000000000
FS( 16 ),1492021.000000000000,1489411.000000000000,1502571.000000000000,1531711.000000000200,1607821.000000000000,1394270.999999999800,1428571.000000000000,10446380.000000000000
FS( 17 ),1492021.000000000000,1508651.000000000200,1502571.000000000000,1517611.000000000000,1595571.000000000000,1403650.999999999800,1428571.000000000000,10448650.000000000000
FS( 18 ),1433971.000000000000,1506831.000000000000,1484571.000000000000,1484851.000000000000,1555321.000000000000,1409880.999999999800,1429528.142569999900,10304957.142570000000
