代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10835610.000000000000
真實報酬,835610.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,39413.947447900937
風險,46853.675317979702
起點值,0.841213569275
找到最佳解世代,1661
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2498(27)[2],2890(37)[19],2912(40)[1],3045(42)[3],4904(45)[13],
Stock#,2498(27)[2],2890(37)[19],2912(40)[1],3045(42)[3],4904(45)[13],
張數,14,204,12,27,40,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,101600.000000000230,4880.000000000000,23720.000000000000,46009.999999999767,13199.999999999767,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1979140.000000000500,2008160.000000000000,2010680.000000000000,1991359.999999999800,1986800.000000000000,9976140.000000000000
FS( 3 ),2034720.000000000500,2014279.999999999800,2032040.000000000200,1997840.000000000000,1986800.000000000000,10065680.000000000000
FS( 4 ),2048580.000000000200,2028560.000000000000,2138840.000000000000,2004319.999999999800,1986800.000000000000,10207100.000000000000
FS( 5 ),2020860.000000000200,2028560.000000000000,2106800.000000000000,2013229.999999999800,2000000.000000000000,10169450.000000000000
FS( 6 ),2055580.000000000200,2014279.999999999800,2096119.999999999500,2019709.999999999500,1970799.999999999800,10156490.000000000000
FS( 7 ),2139020.000000000000,2000000.000000000000,2128160.000000000000,2032939.999999999800,2000000.000000000000,10300120.000000000000
FS( 8 ),2166880.000000000500,2014279.999999999800,2133560.000000000000,2028350.000000000000,2000000.000000000000,10343070.000000000000
FS( 9 ),2159880.000000000500,2008160.000000000000,2149520.000000000000,2032939.999999999800,2000000.000000000000,10350500.000000000000
FS( 10 ),2173880.000000000500,2020400.000000000200,2165600.000000000000,2028350.000000000000,1977199.999999999800,10365430.000000000000
FS( 11 ),2201600.000000000000,2034680.000000000000,2170880.000000000000,2043739.999999999500,2000000.000000000000,10450900.000000000000
FS( 12 ),2187740.000000000000,2034680.000000000000,2170880.000000000000,2080729.999999999800,2055199.999999999800,10529230.000000000000
FS( 13 ),2159880.000000000500,2028560.000000000000,2218999.999999999500,2098280.000000000000,2065199.999999999800,10570920.000000000000
FS( 14 ),2146020.000000000000,1993880.000000000000,2240360.000000000000,2080729.999999999800,2084799.999999999800,10545790.000000000000
FS( 15 ),2215600.000000000000,1985720.000000000200,2213600.000000000000,2048060.000000000000,2068400.000000000000,10531380.000000000000
FS( 16 ),2236460.000000000000,1985720.000000000200,2261720.000000000000,2072090.000000000000,2062000.000000000000,10617990.000000000000
FS( 17 ),2222460.000000000000,1985720.000000000200,2363240.000000000000,2074250.000000000000,2077999.999999999500,10723670.000000000000
FS( 18 ),2257320.000000000000,2014279.999999999800,2331200.000000000000,2069929.999999999500,2048799.999999999800,10721530.000000000000
FS( 19 ),2222460.000000000000,2020400.000000000200,2320520.000000000000,2111510.000000000000,2097600.000000000000,10772490.000000000000
FS( 20 ),2166880.000000000500,2034680.000000000000,2277800.000000000000,2120149.999999999500,2117200.000000000000,10716710.000000000000
FS( 21 ),2229460.000000000000,2042840.000000000000,2320520.000000000000,2128790.000000000000,2114000.000000000000,10835610.000000000000
