訓練日期,20150629 - 20150929
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10467647.420000001788139
真實報酬,467647.420000001788139

夏普值報酬,0.038064742000000
夏普值風險,0.023331595610768
夏普值,1.631467587344657

預期報酬,7584.694040783661876
風險,220813.997329129837453
趨勢值,0.034348791890572
找到最佳解世代,2379
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](1),NKE[19](2),
Stock#,HD[9](1),NKE[19](2),
張數,44404,91141,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,109.600000000558794,4.740000000223517,
20150629,4908527.760000000707805,4907036.180000000633299,9815563.940000001341105
20150630,4934726.120000000111759,4922530.150000000372529,9857256.269999999552965
20150701,4976465.879999999888241,4987240.259999999776483,9963706.140000000596046
20150702,4950711.560000000521541,5007291.280000000260770,9958002.839999999850988
20150706,4943162.879999999888241,5005468.459999999962747,9948631.339999999850988
20150707,4991119.200000001117587,5072001.389999999664724,10063120.589999999850988
20150708,4928953.600000000558794,4979948.980000000447035,9908902.580000001937151
20150709,4945827.120000000111759,4987240.259999999776483,9933067.379999998956919
20150710,5022202.000000000000000,5036456.400000000372529,10058658.400000000372529
20150713,5102129.200000001117587,5123040.350000000558794,10225169.550000000745058
20150714,5122555.040000000968575,5119394.709999999962747,10241949.750000000000000
20150715,5132323.920000000856817,5099343.690000000409782,10231667.610000001266599
20150716,5094580.520000000484288,5119394.709999999962747,10213975.230000000447035
20150717,5083035.480000000447035,5140357.139999999664724,10223392.620000001043081
20150720,5035967.240000000223517,5155851.110000000335276,10191818.350000001490116
20150721,5055949.040000000968575,5149471.240000000223517,10205420.280000001192093
20150722,5102129.200000001117587,5199598.790000000037253,10301727.990000002086163
20150723,5088363.960000000894070,5195041.740000000223517,10283405.700000001117587
20150724,5043959.960000000894070,5149471.240000000223517,10193431.200000001117587
20150727,5020869.879999999888241,5092052.410000000149012,10112922.289999999105930
20150728,5099464.960000000894070,5171345.080000000074506,10270810.040000000968575
20150729,5167403.080000001005828,5236966.600000000558794,10404369.680000001564622
20150730,5171399.440000000409782,5241523.650000000372529,10412923.089999999850988
20150731,5196709.720000000670552,5250637.750000000000000,10447347.470000000670552
20150803,5190493.160000000149012,5233320.959999999962747,10423814.120000001043081
20150804,5218911.720000000670552,5276157.230000000447035,10495068.950000001117587
20150805,5239781.600000000558794,5320816.320000000298023,10560597.920000001788139
20150806,5175839.840000000782311,5246080.700000000186265,10421920.540000000968575
20150807,5192269.320000001229346,5218738.400000000372529,10411007.720000002533197
20150810,5222020.000000000000000,5257017.620000000111759,10479037.620000001043081
20150811,5226016.360000000335276,5216004.169999999925494,10442020.530000001192093
20150812,5226016.360000000335276,5152205.470000000670552,10378221.830000001937151
20150813,5285073.680000000633299,5176813.540000000037253,10461887.220000000670552
20150814,5317488.600000000558794,5211447.120000000111759,10528935.720000000670552
20150817,5315268.400000000372529,5239700.830000000074506,10554969.230000000447035
20150818,5452920.800000000745058,5232409.549999999813735,10685330.350000001490116
20150819,5451144.640000000596046,5238789.419999999925494,10689934.060000000521541
20150820,5352567.760000000707805,5117571.889999999664724,10470139.650000000372529
20150821,5158078.240000000223517,4870579.780000000260770,10028658.019999999552965
20150824,4997335.760000000707805,4733868.280000000260770,9731204.040000000968575
20150825,4927621.480000000447035,4718374.310000000521541,9645995.790000000968575
20150826,5147865.320000001229346,4956252.320000000298023,10104117.640000000596046
20150827,5224684.240000000223517,5132154.450000000186265,10356838.690000001341105
20150828,5218467.680000000633299,5126685.990000000223517,10345153.670000001788139
20150831,5171399.440000000409782,5092963.820000000298023,10264363.260000001639128
20150901,5020869.879999999888241,4950783.860000000335276,9971653.740000000223517
20150902,5172287.520000000484288,5044659.090000000782311,10216946.610000001266599
20150903,5177616.000000000000000,5051950.370000000111759,10229566.370000001043081
20150904,5080815.280000000260770,4999088.590000000782311,10079903.870000001043081
20150908,5170067.320000001229346,5092963.820000000298023,10263031.140000000596046
20150909,5060833.480000000447035,5006379.870000000111759,10067213.350000001490116
20150910,5083923.560000000521541,5030076.530000000260770,10114000.089999999850988
20150911,5126107.360000000335276,5095698.049999999813735,10221805.410000000149012
20150914,5094580.520000000484288,5099343.690000000409782,10193924.210000000894070
20150915,5158966.320000001229346,5187750.459999999962747,10346716.780000001192093
20150916,5231788.879999999888241,5267043.129999999888241,10498832.009999999776483
20150917,5235785.240000000223517,5253371.980000000447035,10489157.220000000670552
20150918,5111898.080000001005828,5243346.470000000670552,10355244.550000000745058
20150921,5176727.920000000856817,5311702.220000000670552,10488430.140000000596046
20150922,5142092.800000000745058,5285271.330000000074506,10427364.130000000819564
20150923,5158522.280000000260770,5260663.259999999776483,10419185.539999999105930
20150924,5166070.960000000894070,5231498.139999999664724,10397569.100000001490116
20150925,5183832.560000000521541,5696317.240000000223517,10880149.800000000745058
20150928,5066606.000000000000000,5565985.610000000335276,10632591.609999999403954
20150929,5013765.240000000223517,5453882.180000000633299,10467647.420000001788139
