訓練日期,20181016 - 20190118
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11165884.450000001117587
真實報酬,1165884.450000001117587

夏普值報酬,0.107888445000000
夏普值風險,0.028852169036770
夏普值,3.739353005401565

預期報酬,26488.159056744814734
風險,474979.482518613804132
趨勢值,0.055766954219347
找到最佳解世代,1861
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MRK[17](2),PG[21](1),
Stock#,MRK[17](2),PG[21](1),
張數,71983,62398,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,60.820000000298023,48.260000000707805,
20181016,5126690.080000000074506,5054910.240000001154840,10181600.320000000298023
20181017,5169879.879999999888241,5107948.540000000968575,10277828.420000001788139
20181018,5197953.250000000000000,5006863.780000000260770,10204817.030000001192093
20181019,5208030.870000000111759,5447393.660000000149012,10655424.530000001192093
20181022,5223867.129999999888241,5403715.060000000521541,10627582.190000001341105
20181023,5190035.120000000111759,5438657.940000000409782,10628693.060000000521541
20181024,5077741.640000000596046,5582173.340000000782311,10659914.980000000447035
20181025,5035991.500000000000000,5553470.260000000707805,10589461.760000001639128
20181026,5067664.020000000484288,5482336.540000000968575,10550000.560000002384186
20181029,5143246.170000000856817,5506047.780000000260770,10649293.950000001117587
20181030,5245462.030000000260770,5565325.880000000819564,10810787.910000000149012
20181031,5298729.450000000186265,5533502.900000001303852,10832232.350000001490116
20181101,5263457.780000000260770,5590285.080000001005828,10853742.860000001266599
20181102,5202272.230000000447035,5604012.640000000596046,10806284.870000001043081
20181105,5263457.780000000260770,5690745.860000001266599,10954203.640000000596046
20181106,5277134.550000000745058,5710089.240000001154840,10987223.790000002831221
20181107,5404544.459999999962747,5696361.680000000633299,11100906.140000000596046
20181108,5433337.660000000149012,5700729.540000000968575,11134067.200000001117587
20181109,5388708.200000000186265,5766247.440000000409782,11154955.640000000596046
20181112,5376471.089999999850988,5784342.860000001266599,11160813.950000001117587
20181113,5370712.450000000186265,5832389.320000000298023,11203101.769999999552965
20181114,5333281.290000000968575,5833637.280000000260770,11166918.570000000298023
20181115,5387268.540000000968575,5854852.600000000558794,11242121.140000000596046
20181116,5475087.800000000745058,5854228.620000000111759,11329316.420000001788139
20181119,5495962.870000000111759,5821157.680000000633299,11317120.550000000745058
20181120,5382949.560000000521541,5746904.060000000521541,11129853.620000001043081
20181121,5383669.390000000596046,5703849.440000000409782,11087518.830000001937151
20181123,5375031.430000000633299,5711961.180000000633299,11086992.610000001266599
20181126,5430458.339999999850988,5736920.380000000819564,11167378.720000000670552
20181127,5495243.040000000968575,5785590.820000000298023,11280833.860000001266599
20181128,5559307.910000000149012,5803686.240000001154840,11362994.150000002235174
20181129,5608256.349999999627471,5791830.620000000111759,11400086.969999998807907
20181130,5711192.040000000968575,5897283.240000001154840,11608475.280000001192093
20181203,5702554.080000000074506,5823029.620000000111759,11525583.699999999254942
20181204,5629851.250000000000000,5822405.640000000596046,11452256.890000000596046
20181206,5641368.530000000260770,5837381.160000000149012,11478749.690000001341105
20181207,5522596.580000000074506,5768743.360000001266599,11291339.940000001341105
20181210,5572984.680000000633299,5804934.200000001117587,11377918.880000002682209
20181211,5550669.950000000186265,5859844.440000000409782,11410514.390000000596046
20181212,5615454.650000000372529,5867332.200000001117587,11482786.850000001490116
20181213,5687437.650000000372529,6020831.280000000260770,11708268.929999999701977
20181214,5505320.660000000149012,6030190.980000000447035,11535511.640000000596046
20181217,5415341.910000000149012,5788710.720000000670552,11204052.630000000819564
20181218,5350557.209999999962747,5771239.280000000260770,11121796.490000000223517
20181219,5310246.730000000447035,5725688.740000001154840,11035935.470000002533197
20181220,5290091.490000000223517,5677018.300000000745058,10967109.790000000968575
20181221,5247621.520000000484288,5676394.320000000298023,10924015.839999999850988
20181224,5121651.270000000484288,5451137.540000000968575,10572788.810000002384186
20181226,5326802.820000000298023,5621484.080000001005828,10948286.900000002235174
20181227,5426139.360000000335276,5741912.220000000670552,11168051.580000001937151
20181228,5425419.530000000260770,5689497.900000001303852,11114917.430000001564622
20181231,5500281.849999999627471,5735672.420000000856817,11235954.269999999552965
20190102,5441255.790000000968575,5695737.700000001117587,11136993.490000002086163
20190103,5329682.140000000596046,5655802.980000000447035,10985485.120000001043081
20190104,5490204.230000000447035,5771239.280000000260770,11261443.510000001639128
20190107,5429738.510000000707805,5748152.020000001415610,11177890.530000001192093
20190108,5470048.990000000223517,5769367.340000000782311,11239416.330000001937151
20190109,5428298.849999999627471,5675146.360000001266599,11103445.210000000894070
20190110,5361354.660000000149012,5688873.920000000856817,11050228.580000001937151
20190111,5391587.520000000484288,5726312.720000000670552,11117900.240000002086163
20190114,5281453.530000000260770,5687625.960000000894070,10969079.490000002086163
20190115,5362794.320000000298023,5741288.240000001154840,11104082.560000002384186
20190116,5370712.450000000186265,5701353.520000001415610,11072065.970000002533197
20190117,5441975.620000000111759,5655802.980000000447035,11097778.600000001490116
20190118,5461411.030000000260770,5704473.420000000856817,11165884.450000001117587
