訓練日期,20110701 - 20111003
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10680573.899999998509884
真實報酬,680573.899999998509884

夏普值報酬,0.059357390000000
夏普值風險,0.029053110586747
夏普值,2.043064883629960

預期報酬,21675.731793092410953
風險,341063.315012792823836
趨勢值,0.063553395627669
找到最佳解世代,1914
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
Stock#,AAPL[0](1),MCD[15](2),
張數,104275,59297,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,13.750000000000000,76.959999999962747,
20110701,5113659.750000000000000,5078865.010000000707805,10192524.760000001639128
20110705,5205421.750000000000000,5078272.040000000037253,10283693.789999999105930
20110706,5239832.500000000000000,5091317.379999999888241,10331149.879999998956919
20110707,5321167.000000000000000,5103176.780000000260770,10424343.780000001192093
20110708,5358706.000000000000000,5075900.159999999217689,10434606.160000000149012
20110711,5273200.500000000000000,5061075.909999999217689,10334276.410000000149012
20110712,5270072.250000000000000,5039728.989999999292195,10309801.239999998360872
20110713,5333680.000000000000000,5037950.079999999143183,10371630.079999998211861
20110714,5329509.000000000000000,5088352.530000000260770,10417861.530000001192093
20110715,5435869.500000000000000,5068784.520000000484288,10504654.019999999552965
20110718,5568298.750000000000000,5064040.760000000707805,10632339.510000001639128
20110719,5614179.750000000000000,5112071.329999999143183,10726251.079999998211861
20110720,5763293.000000000000000,5115629.149999999441206,10878922.149999998509884
20110721,5769549.500000000000000,5131639.340000000782311,10901188.839999999850988
20110722,5859226.000000000000000,5251419.280000000260770,11110645.280000001192093
20110725,5936389.500000000000000,5225328.600000000558794,11161718.100000001490116
20110726,6009382.000000000000000,5219398.899999999441206,11228780.899999998509884
20110727,5847755.750000000000000,5164252.690000000409782,11012008.440000001341105
20110728,5836285.500000000000000,5145870.620000000111759,10982156.120000001043081
20110729,5816473.250000000000000,5128081.520000000484288,10944554.769999999552965
20110801,5910320.750000000000000,5122744.790000000037253,11033065.539999999105930
20110802,5793532.750000000000000,5043879.780000000260770,10837412.530000001192093
20110803,5847755.750000000000000,5072342.340000000782311,10920098.089999999850988
20110804,5621479.000000000000000,4997628.120000000111759,10619107.120000001043081
20110805,5565170.500000000000000,5045065.719999999739230,10610236.219999998807907
20110808,5261730.250000000000000,4868953.629999999888241,10130683.879999998956919
20110809,5571427.000000000000000,5097247.079999999143183,10668674.079999998211861
20110810,5418142.750000000000000,4985768.719999999739230,10403911.469999998807907
20110811,5567256.000000000000000,5116222.120000000111759,10683478.120000001043081
20110812,5616265.250000000000000,5129267.459999999962747,10745532.710000000894070
20110815,5711155.500000000000000,5148242.500000000000000,10859398.000000000000000
20110816,5667360.000000000000000,5139347.950000000186265,10806707.949999999254942
20110817,5667360.000000000000000,5188564.459999999962747,10855924.460000000894070
20110818,5452553.500000000000000,5076493.129999999888241,10529046.629999998956919
20110819,5303440.250000000000000,5172554.270000000484288,10475994.519999999552965
20110822,5309696.750000000000000,5203981.680000000633299,10513678.429999999701977
20110823,5565170.500000000000000,5308937.370000000111759,10874107.870000001043081
20110824,5603752.250000000000000,5344515.569999999366701,10948267.820000000298023
20110825,5567256.000000000000000,5260313.829999999143183,10827569.829999998211861
20110826,5714283.750000000000000,5332656.169999999925494,11046939.919999999925494
20110829,5809174.000000000000000,5383651.590000000782311,11192825.589999999850988
20110830,5809174.000000000000000,5383058.620000000111759,11192232.620000001043081
20110831,5733053.250000000000000,5361118.729999999515712,11094171.980000000447035
20110901,5675702.000000000000000,5340957.750000000000000,11016659.750000000000000
20110902,5572469.750000000000000,5282846.690000000409782,10855316.440000001341105
20110906,5656932.500000000000000,5266836.500000000000000,10923769.000000000000000
20110907,5719497.500000000000000,5294706.090000000782311,11014203.589999999850988
20110908,5722625.750000000000000,5254384.129999999888241,10977009.879999998956919
20110909,5623564.500000000000000,5042100.870000000111759,10665665.370000001043081
20110912,5660060.750000000000000,5110885.389999999664724,10770946.140000000596046
20110913,5729925.000000000000000,5106734.600000000558794,10836659.600000001490116
20110914,5798746.500000000000000,5144091.709999999962747,10942838.210000000894070
20110915,5854012.250000000000000,5222363.750000000000000,11076376.000000000000000
20110916,5965586.500000000000000,5235409.090000000782311,11200995.589999999850988
20110919,6131383.750000000000000,5266243.530000000260770,11397627.280000001192093
20110920,6158495.250000000000000,5295892.030000000260770,11454387.280000001192093
20110921,6139725.750000000000000,5189750.399999999441206,11329476.149999998509884
20110922,5985398.750000000000000,5099025.989999999292195,11084424.739999998360872
20110923,6022937.750000000000000,5180855.850000000558794,11203793.600000001490116
20110926,6006253.750000000000000,5297670.940000000409782,11303924.690000001341105
20110927,5947859.750000000000000,5321389.739999999292195,11269249.489999998360872
20110928,5914491.750000000000000,5219991.870000000111759,11134483.620000001043081
20110929,5818558.750000000000000,5264464.620000000111759,11083023.370000001043081
20110930,5679873.000000000000000,5207539.500000000000000,10887412.500000000000000
20111003,5579769.000000000000000,5100804.899999999441206,10680573.899999998509884
