訓練日期,20110711 - 20111010
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10573750.260000001639128
真實報酬,573750.260000001639128

夏普值報酬,0.048675026000000
夏普值風險,0.025687568645142
夏普值,1.894886459377105

預期報酬,10870.687895905635742
風險,261906.658606339682592
趨勢值,0.041505962291111
找到最佳解世代,1292
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
Stock#,AAPL[0](1),MCD[15](2),
張數,97295,58411,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,9.950000000186265,18.400000000372529,
20110711,4920218.100000000558794,4985397.250000000000000,9905615.350000001490116
20110712,4917299.250000000000000,4964369.290000000037253,9881668.539999999105930
20110713,4976649.200000000186265,4962616.959999999962747,9939266.160000000149012
20110714,4972757.400000000372529,5012266.310000000521541,9985023.710000000894070
20110715,5071998.300000000745058,4992990.680000000633299,10064988.980000000447035
20110718,5195562.950000000186265,4988317.800000000745058,10183880.750000000000000
20110719,5238372.750000000931323,5035630.709999999962747,10274003.460000000894070
20110720,5377504.600000000558794,5039135.370000000111759,10416639.970000000670552
20110721,5383342.299999999813735,5054906.340000000782311,10438248.640000000596046
20110722,5467016.000000000000000,5172896.560000000521541,10639912.560000000521541
20110725,5539014.299999999813735,5147195.720000000670552,10686210.019999999552965
20110726,5607120.800000000745058,5141354.620000000111759,10748475.420000001788139
20110727,5456313.549999999813735,5087032.390000000596046,10543345.940000001341105
20110728,5445611.099999999627471,5068924.980000000447035,10514536.080000000074506
20110729,5427125.050000000745058,5051401.680000000633299,10478526.730000000447035
20110801,5514690.549999999813735,5046144.690000000409782,10560835.240000000223517
20110802,5405720.150000000372529,4968458.060000000521541,10374178.210000000894070
20110803,5456313.549999999813735,4996495.340000000782311,10452808.890000000596046
20110804,5245183.399999999441206,4922897.480000000447035,10168080.879999998956919
20110805,5192644.099999999627471,4969626.280000000260770,10162270.379999998956919
20110808,4909515.650000000372529,4796145.610000000335276,9705661.260000001639128
20110809,5198481.799999999813735,5021027.959999999962747,10219509.759999999776483
20110810,5055458.150000000372529,4911215.280000000260770,9966673.429999999701977
20110811,5194590.000000000000000,5039719.480000000447035,10234309.480000000447035
20110812,5240318.650000000372529,5052569.900000000372529,10292888.550000000745058
20110815,5328857.100000000558794,5071261.419999999925494,10400118.519999999552965
20110816,5287993.200000000186265,5062499.770000000484288,10350492.970000000670552
20110817,5287993.200000000186265,5110980.900000000372529,10398974.100000001490116
20110818,5087565.500000000000000,5000584.110000000335276,10088149.609999999403954
20110819,4948433.650000000372529,5095209.930000000633299,10043643.580000001937151
20110822,4954271.350000000558794,5126167.760000000707805,10080439.110000001266599
20110823,5192644.099999999627471,5229555.230000000447035,10422199.330000000074506
20110824,5228643.250000000000000,5264601.830000000074506,10493245.080000000074506
20110825,5194590.000000000000000,5181658.209999999962747,10376248.210000000894070
20110826,5331775.950000000186265,5252919.630000000819564,10584695.580000001937151
20110829,5420314.400000000372529,5303153.090000000782311,10723467.490000002086163
20110830,5420314.400000000372529,5302568.980000000447035,10722883.380000000819564
20110831,5349289.049999999813735,5280956.910000000149012,10630245.960000000894070
20110901,5295776.799999999813735,5261097.169999999925494,10556873.969999998807907
20110902,5199454.750000000000000,5203854.390000000596046,10403309.140000000596046
20110906,5278263.700000000186265,5188083.419999999925494,10466347.120000001043081
20110907,5336640.700000000186265,5215536.590000000782311,10552177.290000000968575
20110908,5339559.550000000745058,5175817.110000000335276,10515376.660000000149012
20110909,5247129.299999999813735,4966705.730000000447035,10213835.030000001192093
20110912,5281182.550000000745058,5034462.490000000223517,10315645.040000000968575
20110913,5346370.200000000186265,5030373.720000000670552,10376743.920000001788139
20110914,5410584.900000000372529,5067172.650000000372529,10477757.550000000745058
20110915,5462151.250000000000000,5144275.169999999925494,10606426.419999999925494
20110916,5566256.900000000372529,5157125.590000000782311,10723382.490000002086163
20110919,5720955.950000000186265,5187499.310000000521541,10908455.260000001639128
20110920,5746252.650000000372529,5216704.810000000521541,10962957.460000000894070
20110921,5728739.550000000745058,5112149.120000000111759,10840888.670000001788139
20110922,5584742.950000000186265,5022780.290000000037253,10607523.240000000223517
20110923,5619769.150000000372529,5103387.470000000670552,10723156.620000001043081
20110926,5604201.950000000186265,5218457.140000000596046,10822659.089999999850988
20110927,5549716.750000000000000,5241821.540000000037253,10791538.289999999105930
20110928,5518582.349999999627471,5141938.730000000447035,10660521.080000000074506
20110929,5429070.950000000186265,5185746.980000000447035,10614817.929999999701977
20110930,5299668.599999999627471,5129672.419999999925494,10429341.019999999552965
20111003,5206265.400000000372529,5024532.620000000111759,10230798.019999999552965
20111004,5177076.900000000372529,5051401.680000000633299,10228478.580000001937151
20111005,5257831.750000000000000,5013434.530000000260770,10271266.280000001192093
20111006,5245183.399999999441206,5088200.610000000335276,10333384.009999999776483
20111007,5140104.799999999813735,5093457.600000000558794,10233562.400000000372529
20111010,5403774.250000000000000,5169976.010000000707805,10573750.260000001639128
