代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11284194.980500000000
真實報酬,1284194.980499999600

夏普值報酬,0.119719498050
夏普值風險,0.037966386283
夏普值,3.153302428060

預期報酬,23378.114366721053
風險,120989.495569241250
起點值,0.193224331226
找到最佳解世代,3405
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,4
2227(10),2354(18),2891(38),3008(41),
Stock#,2227(10),2354(18),2891(38),3008(41),
張數,10,33,160,0,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,181500.839999999530,31717.702750000000,10056.880000000467,2500000.000000000000,
FS( 1 ),2496700.839999999900,2496487.702750000200,2496456.879999999900,2500000.000000000000,9989645.422749999900
FS( 2 ),2478790.152499999400,2531905.200249999800,2502976.680000000200,2500000.000000000000,10013672.032749999000
FS( 3 ),2509453.862499999300,2593013.593750000000,2509348.360000000300,2500000.000000000000,10111815.816250000000
FS( 4 ),2490338.822499999800,2581186.162749999700,2496605.000000000500,2500000.000000000000,10068129.985250000000
FS( 5 ),2490338.822499999800,2572644.129250000700,2526870.480000000400,2500000.000000000000,10089853.431750001000
FS( 6 ),2501787.934999999600,2587099.878250000500,2544392.600000000600,2500000.000000000000,10133280.413249999000
FS( 7 ),2463458.297499999400,2558188.380250000400,2581029.760000000200,2500000.000000000000,10102676.437750001000
FS( 8 ),2478790.152499999400,2563773.555999999900,2622445.680000000200,2500000.000000000000,10165009.388499999000
FS( 9 ),2432894.144999998600,2534862.058000000200,2652711.160000000100,2500000.000000000000,10120467.362999998000
FS( 10 ),2413679.547499999400,2581186.162749999700,2706870.440000000400,2500000.000000000000,10201736.150249999000
FS( 11 ),2429011.402499999400,2572644.129250000700,2689348.320000000300,2500000.000000000000,10191003.851750001000
FS( 12 ),2459675.112499999300,2558188.380250000400,2700498.760000000200,2500000.000000000000,10218362.252750000000
FS( 13 ),2444343.257499999400,2560816.698250000400,2706870.440000000400,2500000.000000000000,10212030.395750001000
FS( 14 ),2444343.257499999400,2581186.162749999700,2713242.120000000100,2500000.000000000000,10238771.540250000000
FS( 15 ),2475006.967499999300,2584143.020500000100,2886870.400000000400,2500000.000000000000,10446020.388000000000
FS( 16 ),2482672.894999998600,2593013.593750000000,2910764.200000001100,2500000.000000000000,10486450.688749999000
FS( 17 ),2517119.789999999600,2642294.556249999900,2947401.360000000300,2500000.000000000000,10606815.706250001000
FS( 18 ),2486456.079999999600,2645251.413999999900,2964923.480000000400,2500000.000000000000,10596630.973999999000
