代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11616728.820749998000
真實報酬,1616728.820749998100

夏普值報酬,0.152972882075
夏普值風險,0.057222609064
夏普值,2.673294429917

預期報酬,32470.257827445763
風險,177254.417652330940
起點值,0.183184477191
找到最佳解世代,4368
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2354(20),2409(24),3045(41),4904(44),8046(47),
FS( 26 ),2060925.972499999900,2417863.705999999800,2042478.763999999700,2031596.588499999800,2199535.442000000300,10752400.472999999000
FS( 27 ),2069886.147500000400,2407639.150750000000,2028620.359999999600,2034862.074500000100,2151508.903999999600,10692516.636750000000
FS( 28 ),2051667.125000000200,2417863.705999999800,2042478.763999999700,2043025.789500000000,2295588.518000000200,10850623.902500000000
FS( 29 ),2142463.564999999900,2384044.023249999600,2028620.359999999600,2043025.789500000000,2362730.095999999900,10960883.833749998000
FS( 30 ),2151423.740000000200,2432020.782500000200,2042478.763999999700,2047924.018500000000,2391402.656000000000,11065249.960999999000
FS( 31 ),2133204.717500000300,2458761.926999999700,2059204.424000000100,2051189.504500000000,2381845.135999999900,11084205.709000001000
FS( 32 ),2124244.542500000000,2428088.261249999500,2075930.083999999600,2051189.504500000000,2362730.095999999900,11042182.488249999000
FS( 33 ),2115284.367500000200,2380898.006249999600,2062549.555999999900,2051189.504500000000,2343376.118000000200,10953297.552250000000
FS( 34 ),2124244.542500000000,2424942.244249999100,2079275.215999999800,2039760.303500000200,2305146.038000000600,10973368.344249999000
FS( 35 ),2097065.344999999700,2465840.465249999400,2089310.612000000200,2051189.504500000000,2266677.020000000000,10970082.946749998000
FS( 36 ),2115284.367500000200,2605051.717499999800,2082620.348000000000,2051189.504500000000,2343376.118000000200,11197522.055500001000
FS( 37 ),2106025.520000000000,2629433.349249999500,2079275.215999999800,2051189.504500000000,2400960.176000000400,11266883.765750000000
FS( 38 ),2178602.937500000000,2594827.162249999600,2075930.083999999600,2043025.789500000000,2400960.176000000400,11293346.149249999000
FS( 39 ),2178602.937500000000,2601905.700499999300,2096000.875999999900,2056087.733499999900,2372287.615999999900,11304884.863499999000
FS( 40 ),2169642.762499999700,2608984.238750000000,2109381.404000000100,2069966.049000000100,2362730.095999999900,11320704.550250001000
FS( 41 ),2196523.287500000100,2625500.827999999700,2106036.271999999900,2074864.277999999900,2381845.135999999900,11384769.801500000000
FS( 42 ),2187563.112500000300,2612130.255749999500,2109381.404000000100,2059353.219499999900,2381845.135999999900,11350273.127750000000
FS( 43 ),2196523.287500000100,2642803.921499999200,2126107.063999999800,2059353.219499999900,2400960.176000000400,11425747.668499999000
FS( 44 ),2250881.682500000100,2663253.031999999700,2126107.063999999800,2072415.163499999800,2391402.656000000000,11504059.597999999000
FS( 45 ),2214742.310000000500,2737970.935749999700,2136620.336000000100,2069966.049000000100,2400960.176000000400,11560259.806750001000
FS( 46 ),2214742.310000000500,2741903.456999999900,2139965.468000000800,2064251.448500000200,2545039.790000000000,11705902.473500002000
FS( 47 ),2214742.310000000500,2881114.709249999400,2129930.071999999700,2064251.448500000200,2612181.368000000200,11902219.907750001000
FS( 48 ),2178602.937500000000,2823699.898999999700,2065894.687999999600,2023432.873500000200,2564154.830000000100,11655785.228000000000
FS( 49 ),2178602.937500000000,2860665.598749999900,2065894.687999999600,2037311.189000000000,2650650.385999999900,11793124.799249999000
FS( 50 ),2169642.762499999700,2854373.564749999400,2092655.743999999900,2078129.763999999700,2746464.524000000200,11941266.359250000000
FS( 51 ),2223702.485000000300,2803250.788499999300,2109381.404000000100,2067516.934500000000,2813606.102000000400,12017457.714000000000
FS( 52 ),2178602.937500000000,2724600.363499999500,2082620.348000000000,2045474.904000000100,2746464.524000000200,11777763.077000000000
FS( 53 ),2205782.135000000200,2765498.584499999900,2096000.875999999900,2045474.904000000100,2794491.062000000400,11907247.561500000000
FS( 54 ),2350638.297500000300,2809542.822499999300,2122761.932000000000,2064251.448500000200,2708234.444000000600,12055428.944499999000
FS( 55 ),2513713.482499999900,2745049.473999999900,2122761.932000000000,2064251.448500000200,2708234.444000000600,12154010.780999999000
FS( 56 ),2477275.437500000000,2670331.570249999900,2129930.071999999700,2059353.219499999900,2650650.385999999900,11987540.685249999000
FS( 57 ),2522673.657499999700,2639657.904499999700,2112726.536000000300,2059353.219499999900,2602623.848000000200,11937035.165500000000
FS( 58 ),2432175.890000000100,2622354.810999999800,2133275.203999999900,2051189.504500000000,2708234.444000000600,11947229.853499999000
FS( 59 ),2269100.705000000500,2615276.272749999500,2109381.404000000100,2072415.163499999800,2583508.808000000200,11649682.353249999000
FS( 60 ),2413956.867500000200,2615276.272749999500,2106036.271999999900,2064251.448500000200,2535482.270000000000,11735003.130749999000
FS( 61 ),2314498.925000000300,2533479.830749999700,2079275.215999999800,2053638.618999999700,2420314.153999999600,11401206.744749999000
FS( 62 ),2377817.495000000100,2516963.241499999500,2102691.139999999700,2086293.479000000100,2583508.808000000200,11667274.163500000000
FS( 63 ),2359598.472500000100,2608984.238750000000,2069239.820000000100,2083027.992999999800,2573712.350000000100,11694562.874250000000
FS( 64 ),2296279.902500000300,2462694.448249999400,2109381.404000000100,2107519.137999999800,2640853.928000000300,11616728.820749998000
