代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10934209.852000000000
真實報酬,934209.851999999960

夏普值報酬,0.084720985200
夏普值風險,0.031352085941
夏普值,2.702243970619

預期報酬,17551.345246397887
風險,144583.069499472590
起點值,0.121392811117
找到最佳解世代,2822
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,3
2325(16),2412(24),6505(47),
Stock#,2325(16),2412(24),6505(47),
張數,82,36,48,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,29772.124500000467,47617.517999999996,38244.180000000466,
FS( 1 ),3328632.124499999900,3328657.518000000200,3328644.180000000200,9985934.822499999800
FS( 2 ),3314034.668999999800,3287975.205000000100,3357570.876000000600,9959581.750000000000
FS( 3 ),3314034.668999999800,3274714.146000000200,3353269.992000001000,9942019.807000000000
FS( 4 ),3314034.668999999800,3284749.541999999400,3309783.276000000500,9908568.486999999700
FS( 5 ),3358118.730000000900,3284749.541999999400,3296880.624000000800,9939749.896000001600
FS( 6 ),3350771.386500000000,3271488.483000000500,3249093.024000000700,9871353.893500000200
FS( 7 ),3285461.666500000700,3265037.157000000100,3249093.024000000700,9799592.847500002000
FS( 8 ),3365466.073500000400,3268262.820000000300,3244792.140000000100,9878522.033500000800
FS( 9 ),3350771.386500000000,3251776.097999999800,3223287.720000001100,9825836.204500000900
FS( 10 ),3354036.872500000100,3245324.772000000300,3253393.908000000800,9852756.552500002100
FS( 11 ),3686300.072999999900,3251776.097999999800,3279677.088000000500,10217754.259000000000
FS( 12 ),3606295.666000000700,3251776.097999999800,3374774.412000000000,10232847.176000001000
FS( 13 ),3668339.900000000800,3265037.157000000100,3405358.476000000300,10338736.533000002000
FS( 14 ),3657727.070500000400,3268262.820000000300,3396278.832000000900,10322269.722500002000
FS( 15 ),3752426.164500000900,3258585.831000000200,3391977.948000001300,10402990.943500003000
FS( 16 ),3686300.072999999900,3297652.194000000600,3405358.476000000300,10389311.743000001000
FS( 17 ),3847125.258500000000,3297652.194000000600,3418261.128000000500,10563039.580500001000
FS( 18 ),3847125.258500000000,3297652.194000000600,3500455.800000001200,10645234.252500001000
FS( 19 ),3854472.602000000900,3300877.856999999800,3500455.800000001200,10655807.259000001000
FS( 20 ),3832430.571500000100,3300877.856999999800,3448367.316000000100,10581676.744500000000
FS( 21 ),3810388.541000000700,3284749.541999999400,3435464.664000000800,10530603.747000001000
FS( 22 ),3810388.541000000700,3287975.205000000100,3400579.716000000500,10498944.462000001000
