代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11692609.141500000000
真實報酬,1692609.141499999900

夏普值報酬,0.160560914150
夏普值風險,0.044038141215
夏普值,3.645951207713

預期報酬,24878.593738485251
風險,208378.695354938270
起點值,0.119391253967
找到最佳解世代,3916
找到最佳解實驗#,1
找到最佳解次數,24

投資組合檔數,6
2207(11),2301(12),2325(18),2912(40),3008(41),4904(46),
Stock#,2207(11),2301(12),2325(18),2912(40),3008(41),4904(46),
張數,7,46,64,11,2,31,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,189453.968250000010,17979.965499999998,935.712000000000,66749.362999999998,229941.581000000010,17909.865750000001,
FS( 1 ),1664563.968249999900,1664319.965499999900,1664295.712000000100,1664389.362999999900,1664621.581000000000,1664319.865750000100,9986514.455500001100
FS( 2 ),1658036.606499999800,1710158.792999999800,1654386.672000000300,1666847.458750000000,1641627.108000000000,1669071.003250000100,10000131.641500000000
FS( 3 ),1676086.381249999900,1766946.390999999800,1656935.344000000000,1681084.181249999900,1669363.827500000100,1654874.103750000200,10105294.228750000000
FS( 4 ),1630996.789499999700,1735804.804999999700,1625714.112000000000,1657319.805999999900,1647162.504999999900,1686045.557000000300,9983047.574500000100
FS( 5 ),1597893.920749999800,1732599.053499999700,1586209.696000000000,1657319.805999999900,1656421.352500000000,1686045.557000000300,9916493.385749999400
FS( 6 ),1615943.695499999900,1742674.272500000000,1569643.328000000000,1681084.181249999900,1669363.827500000100,1669071.003250000100,9947784.308000002100
FS( 7 ),1676086.381249999900,1780685.326000000100,1579200.848000000000,1724013.375250000000,1693416.919500000100,1664441.579500000200,10117848.429500002000
FS( 8 ),1639986.831749999900,1777021.609999999900,1576652.176000000200,1804943.666999999900,1658273.122000000000,1669071.003250000100,10125952.410000000000
FS( 9 ),1636990.151000000100,1770152.142499999800,1596404.384000000100,1819289.902749999900,1645310.735500000000,1669071.003250000100,10137222.319000002000
FS( 10 ),1664099.658249999900,1728935.337499999900,1571554.831999999900,1828817.555500000000,1626812.952000000000,1681107.505000000100,10101331.840250000000
FS( 11 ),1700199.207750000100,1756413.207500000000,1547342.447999999900,1828817.555500000000,1610166.937999999800,1698082.058749999900,10141025.415500000000
FS( 12 ),1700199.207750000100,1735804.804999999700,1532687.584000000000,1790706.944499999800,1565764.293000000100,1712587.586500000000,10037754.420750000000
FS( 13 ),1730305.395749999900,1746337.988500000000,1608510.576000000100,1781179.291750000300,1554653.676000000000,1729253.512000000100,10150244.439999999000
FS( 14 ),1721245.663250000200,1770152.142499999800,1652475.168000000100,1771651.639000000000,1539859.431499999900,1746228.065750000100,10201616.109999999000
FS( 15 ),1709189.250000000000,1780685.326000000100,1647377.824000000000,1781179.291750000300,1517658.108999999900,1729253.512000000100,10165347.312750001000
FS( 16 ),1730305.395749999900,1780685.326000000100,1679236.223999999900,1828817.555500000000,1536155.892499999800,1727093.114250000100,10282297.507999999000
