代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11436446.628500000000
真實報酬,1436446.628499999600

夏普值報酬,0.134944662850
夏普值風險,0.028084176094
夏普值,4.805007004682

預期報酬,15258.179625919605
風險,146507.916011185390
起點值,0.104145769330
找到最佳解世代,3091
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1101(0),1216(2),2301(13),2330(20),3008(42),
Stock#,1101(0),1216(2),2301(13),2330(20),3008(42),
張數,78,56,74,27,3,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,15195.678500000000,31038.222000000234,8045.504000000000,52148.260999999766,205035.815750000010,
FS( 1 ),1997175.678499999900,1997198.222000000100,1997165.504000000000,1997228.260999999900,1997445.815750000100,9986213.481249999300
FS( 2 ),2018690.808500000000,1984595.310000000300,1994257.451999999800,1990771.723999999900,1967323.034749999900,9955638.329250000400
FS( 3 ),1988405.416999999900,1970099.738000000400,1966261.882999999700,1944806.026249999600,1978433.651750000000,9848006.716000000000
FS( 4 ),1985299.223000000000,2017489.108000000500,1958157.902499999900,1923839.216749999400,1986736.747250000000,9871522.197499999800
FS( 5 ),2061400.976000000300,2007453.712000000500,1994257.451999999800,1986202.034749999600,1989514.401500000200,10038828.576250000000
FS( 6 ),2142938.568500000100,2042577.598000000500,1994257.451999999800,1979213.098249999600,2020038.731000000400,10179025.447750000000
FS( 7 ),2131290.341000000000,2042577.598000000500,1994257.451999999800,2000179.907749999500,1986736.747250000000,10155042.046000000000
FS( 8 ),2146044.762500000200,2057073.170000000400,1994257.451999999800,2002330.349749999600,2011735.635500000100,10211441.369750001000
FS( 9 ),2161575.732499999900,2081604.138000000500,2005308.334499999900,2013888.975499999700,1995069.710000000400,10257446.890500000000
FS( 10 ),2240007.131000000100,2118958.112000000700,2027410.099500000000,2048564.852749999600,2014513.289750000000,10449453.485000001000
FS( 11 ),2240007.131000000100,2098329.798000000400,2032567.177999999800,2048564.852749999600,2036704.656500000000,10456173.616250001000
FS( 12 ),2191861.123999999800,2110595.282000000100,2016359.216999999900,2030017.290499999400,2033927.002249999900,10382759.915749999000
FS( 13 ),2194967.318000000000,2123418.288000000600,2049511.864499999900,2037006.226999999700,2025594.039500000000,10430497.737000000000
FS( 14 ),2152257.150499999500,2106692.628000000000,2021516.295499999800,2020877.911999999500,2020038.731000000400,10321382.717000000000
FS( 15 ),2191861.123999999800,2106692.628000000000,2032567.177999999800,2030017.290499999400,2017290.944000000100,10378429.164499998000
FS( 16 ),2215934.127499999900,2115055.458000000100,2051722.040999999700,2039425.474250000000,2014513.289750000000,10436650.390500000000
FS( 17 ),2198073.511999999600,2139586.426000000400,2065719.825500000300,2034855.784999999900,1970100.689000000000,10408336.237499999000
FS( 18 ),2185648.736000000000,2168577.569999999800,2059826.021500000000,2046145.605499999800,1859084.120749999800,10319282.053750001000
FS( 19 ),2201179.705999999800,2168577.569999999800,2046564.962500000100,2073832.546249999400,1889608.450250000200,10379763.234999999000
FS( 20 ),2215934.127499999900,2180843.054000000000,2095925.571000000000,2124636.738499999500,1889608.450250000200,10506947.941249998000
FS( 21 ),2194967.318000000000,2156312.086000000100,2087821.590499999900,2103938.734249999700,1850751.158000000100,10393790.886750000000
FS( 22 ),2182542.541999999900,2147949.255999999600,2076770.707999999900,2120067.049250000200,1897941.412999999700,10425270.968249999000
FS( 23 ),2173223.960000000000,2110595.282000000100,2049511.864499999900,2124636.738499999500,1903496.721499999800,10361464.566500001000
FS( 24 ),2209721.739500000100,2144046.602000000000,2032567.177999999800,2143184.300750000400,1897941.412999999700,10427461.233250000000
FS( 25 ),2215934.127499999900,2135683.771999999900,2057615.844999999700,2152323.679249999600,1939576.359500000000,10501133.783249998000
FS( 26 ),2215934.127499999900,2151851.909999999700,2062772.923500000000,2108508.423500000000,1903496.721499999800,10442564.105999999000
FS( 27 ),2240007.131000000100,2201471.367999999800,2092978.669000000000,2062542.725750000000,1875750.046249999900,10472749.939999999000
FS( 28 ),2194967.318000000000,2131223.595999999900,2076770.707999999900,2025447.601249999800,1900719.067250000100,10329128.290500000000
FS( 29 ),2161575.732499999900,2151851.909999999700,2104029.551499999600,2043995.163499999300,1903496.721499999800,10364949.079000000000
FS( 30 ),2209721.739500000100,2172480.224000000400,2070876.903999999900,2046145.605499999800,1906274.375750000400,10405498.848750001000
FS( 31 ),2236900.936999999900,2180843.054000000000,2076770.707999999900,2071682.104249999400,1917355.125499999800,10483551.928749999000
FS( 32 ),2252431.906999999700,2176940.400000000400,2101819.375000000000,2069262.856999999800,1892386.104500000400,10492840.643500000000
FS( 33 ),2246219.519000000300,2164674.916000000700,2076770.707999999900,2085391.171999999600,1900719.067250000100,10473775.382250000000
FS( 34 ),2295142.074499999600,2180843.054000000000,2076770.707999999900,2053134.541999999700,1884053.141750000200,10489943.520250000000
FS( 35 ),2306790.302000000100,2160214.740000000200,2065719.825500000300,2037006.226999999700,1859084.120749999800,10428815.215250000000
FS( 36 ),2295142.074499999600,2151851.909999999700,2076770.707999999900,2030017.290499999400,1850751.158000000100,10404533.140999999000
FS( 37 ),2298248.268499999800,2139586.426000000400,2092978.669000000000,2023297.159249999600,1847973.503750000400,10402084.026500000000
FS( 38 ),2316108.884000000100,2151851.909999999700,2065719.825500000300,2009319.286249999900,1856306.466500000300,10399306.372250000000
FS( 39 ),2225252.709499999900,2115055.458000000100,2054668.943000000200,2067112.414999999600,1914577.471249999900,10376666.996749999000
FS( 40 ),2255538.100999999800,2123418.288000000600,2049511.864499999900,2085391.171999999600,1897941.412999999700,10411800.838500001000
FS( 41 ),2282717.298500000000,2127320.942000000300,2054668.943000000200,2083240.729999999700,1925688.088250000500,10473636.001750000000
FS( 42 ),2285823.492499999700,2164674.916000000700,2059826.021500000000,2099369.044999999500,1931243.396750000100,10540936.871749999000
FS( 43 ),2234571.291499999800,2160214.740000000200,2035514.080000000100,2110927.670750000000,1961767.726250000100,10502995.508500000000
