代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11794102.394499999000
真實報酬,1794102.394499998500

夏普值報酬,0.170710239450
夏普值風險,0.047684989043
夏普值,3.579957610889

預期報酬,27278.567570110386
風險,89257.013451213832
起點值,0.305618197555
找到最佳解世代,4157
找到最佳解實驗#,1
找到最佳解次數,17

投資組合檔數,3
2105(9),2412(24),3045(41),
Stock#,2105(9),2412(24),3045(41),
張數,110,53,65,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,25325.797500000001,44773.470999999998,7099.862500000000,
FS( 1 ),3328625.797499999900,3328653.470999999900,3328599.862499999800,9985880.131000001000
FS( 2 ),3319484.357499999500,3284573.635999999900,3324256.204999999600,9928315.198499999900
FS( 3 ),3390667.969999999700,3317815.885249999800,3377967.476250000300,10086452.331499999000
FS( 4 ),3412570.620000000100,3328896.635000000200,3353376.773749999700,10094845.028750001000
FS( 5 ),3363289.657499999700,3310428.718750000000,3363730.753749999200,10037450.129999999000
FS( 6 ),3401619.294999999500,3328896.635000000200,3373437.609999999900,10103954.539999999000
FS( 7 ),3599838.277499999900,3303041.552249999700,3368260.620000000100,10271141.449749999000
FS( 8 ),3638167.914999999600,3295654.385749999900,3328786.071249999600,10262609.372000000000
FS( 9 ),3649119.240000000200,3303041.552249999700,3313902.224999999600,10266064.017250000000
FS( 10 ),3621740.927500000200,3306735.135499999900,3333963.061249999300,10262440.124249998000
FS( 11 ),3523179.002499999500,3295654.385749999900,3353376.773749999700,10172211.161999999000
FS( 12 ),3692924.539999999600,3299347.968999999600,3328786.071249999600,10321059.580249999000
FS( 13 ),3764108.152499999900,3277186.469499999700,3358553.763749999900,10399849.385749999000
FS( 14 ),3764108.152499999900,3269799.302999999400,3333963.061249999300,10367871.516749999000
FS( 15 ),3731254.177500000200,3280880.052749999800,3339140.051250000000,10351275.281500001000
FS( 16 ),3747681.164999999600,3306735.135499999900,3348846.907500000200,10403264.208000001000
FS( 17 ),3781630.272499999500,3328896.635000000200,3363730.753749999200,10474258.661249999000
FS( 18 ),3747681.164999999600,3336283.801500000500,3358553.763749999900,10442519.730250001000
FS( 19 ),3758632.490000000200,3328896.635000000200,3388321.456249999800,10475851.581250001000
FS( 20 ),3731254.177500000200,3351058.134500000200,3412912.158750000400,10495225.470750000000
FS( 21 ),3736729.839999999900,3362138.884249999200,3417442.024999999900,10516311.749249998000
FS( 22 ),3736729.839999999900,3406461.883250000000,3432325.871249999900,10575518.594500000000
FS( 23 ),3775059.477499999600,3424929.799500000200,3412912.158750000400,10612902.435750000000
FS( 24 ),3825435.572500000200,3417542.632999999900,3427148.881249999600,10670128.086750001000
FS( 25 ),3874716.534999999700,3432316.966000000500,3442032.727499999600,10749067.228499999000
FS( 26 ),3929473.159999999700,3424929.799500000200,3447209.717499999300,10801613.676999999000
FS( 27 ),3896619.185000000100,3424929.799500000200,3447209.717499999300,10768759.702000000000
FS( 28 ),3863765.209999999500,3421236.216250000100,3471800.419999999900,10756802.846249999000
FS( 29 ),3814484.247500000100,3406461.883250000000,3427148.881249999600,10648096.012000000000
FS( 30 ),3863765.209999999500,3380606.800499999900,3481507.276250000100,10725880.286750000000
FS( 31 ),3847338.222499999700,3399074.716750000100,3545572.527499999900,10791986.466750000000
FS( 32 ),3769583.814999999000,3399074.716750000100,3599930.922499999900,10768590.454249999000
FS( 33 ),3775059.477499999600,3417542.632999999900,3638758.347499999200,10831361.457999999000
