代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11451770.777749998000
真實報酬,1451770.777749998500

夏普值報酬,0.136477077775
夏普值風險,0.039721927338
夏普值,3.435812079614

預期報酬,23382.043222671626
風險,77613.445756059315
起點值,0.301262790163
找到最佳解世代,3853
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,5
2308(12),2347(18),2382(22),2412(24),3045(40),
Stock#,2308(12),2347(18),2382(22),2412(24),3045(40),
張數,21,45,64,35,41,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,32650.516250000001,54.132499999767,7404.592000000001,12321.588749999766,14003.982750000232,
FS( 1 ),1997200.516250000100,1997154.132500000100,1997164.591999999900,1997171.588750000100,1997173.982750000000,9985864.812249999500
FS( 2 ),2004605.830249999900,1979356.789999999800,2011935.119999999900,1988388.627500000200,1985132.969500000100,9969419.337249999900
FS( 3 ),1996452.071000000200,2003101.253749999700,2046979.359999999900,1997099.908750000200,1985132.969500000100,10028765.563000001000
FS( 4 ),1980353.623249999900,2051038.189999999700,2142554.560000000100,2006159.641249999900,1982275.669250000000,10162381.683750000000
FS( 5 ),1980353.623249999900,2033117.840000000100,2186519.152000000200,1997099.908750000200,1966356.425000000000,10163446.949000001000
FS( 6 ),2020704.278000000200,2029981.778749999800,2171227.120000000600,2008947.251250000000,1972887.397000000300,10203747.825000001000
FS( 7 ),1988507.382500000300,2036253.901250000100,2157846.592000000200,2023930.655000000000,1979010.183250000200,10185548.714000002000
FS( 8 ),1996452.071000000200,2059998.364999999800,2129811.200000000200,2020794.593750000000,1988398.455499999900,10195454.685249999000
FS( 9 ),2044747.414249999900,2090014.951249999900,2142554.560000000100,2050412.950000000000,2019420.572500000500,10347150.448000001000
FS( 10 ),2028648.966500000100,2083742.828749999400,2127899.696000000500,2056336.621249999900,2000644.028000000400,10297272.140500000000
FS( 11 ),2060845.862000000200,2092703.003749999700,2160395.264000000000,2059472.682499999900,2003909.514000000200,10377326.326250000000
FS( 12 ),2060845.862000000200,2081054.776249999900,2147014.736000000500,2041701.668750000000,1997786.727750000300,10328403.770750001000
FS( 13 ),2060845.862000000200,2116895.476249999800,2131722.704000000400,2050412.950000000000,1988398.455499999900,10348275.447750000000
FS( 14 ),2085098.069000000400,2143776.001249999700,2090306.783999999800,2053549.011249999700,2003909.514000000200,10376639.379500000000
FS( 15 ),2101196.516750000000,2125855.651249999600,2092855.455999999800,2053549.011249999700,1997786.727750000300,10371243.363000000000
FS( 16 ),2125239.652999999900,2143776.001249999700,2083935.104000000100,2053549.011249999700,1985132.969500000100,10391632.739000000000
FS( 17 ),2125239.652999999900,2120031.537499999600,2071191.743999999900,2065396.353750000000,1988398.455499999900,10370257.743749999000
FS( 18 ),2101196.516750000000,2128991.712499999400,2071191.743999999900,2085954.977499999800,1994521.241750000500,10381856.192499999000
FS( 19 ),2133393.412249999600,2134815.826249999900,2136182.879999999900,2085954.977499999800,1994521.241750000500,10484868.337749999000
FS( 20 ),2117294.964499999800,2137951.887499999700,2199262.512000000600,2085954.977499999800,2003909.514000000200,10544373.855500000000
FS( 21 ),2133393.412249999600,2164832.412499999600,2217103.216000000000,2085954.977499999800,2016155.086500000200,10617439.104749998000
FS( 22 ),2141338.100749999800,2140639.939999999900,2203722.688000000100,2085954.977499999800,2006766.814250000300,10578422.520499999000
FS( 23 ),2149491.859999999900,2107935.301250000000,2203722.688000000100,2077243.696249999800,2003909.514000000200,10542303.059500000000
FS( 24 ),2149491.859999999900,2125855.651249999600,2169315.615999999900,2080031.306249999900,2000644.028000000400,10525338.461500000000
FS( 25 ),2101196.516750000000,2137951.887499999700,2180147.472000000100,2083167.367500000200,2003909.514000000200,10506372.757750001000
FS( 26 ),2109141.205249999600,2215457.401249999600,2173138.624000000300,2097802.319999999800,2013297.786249999900,10608837.336750001000
FS( 27 ),2101196.516750000000,2170656.526249999600,2173138.624000000300,2139616.469999999700,2034931.631000000100,10619539.767999999000
FS( 28 ),2101196.516750000000,2212321.339999999900,2151474.912000000500,2115921.784999999700,2025543.358750000400,10606457.912500001000
FS( 29 ),2101196.516750000000,2227553.637499999700,2127899.696000000500,2100938.381249999600,2025543.358750000400,10583131.590250000000
FS( 30 ),2076944.309750000200,2161696.351249999800,2105598.816000000100,2095014.710000000000,2044319.903250000400,10483574.090250000000
FS( 31 ),2109141.205249999600,2182752.762499999700,2208182.864000000100,2100938.381249999600,2065953.748000000400,10666968.960999999000
FS( 32 ),2125239.652999999900,2203361.165000000000,2229846.576000000400,2115921.784999999700,2084322.106750000000,10758691.285750000000
FS( 33 ),2093042.757500000100,2128991.712499999400,2229846.576000000400,2127769.127499999900,2072076.534250000500,10651726.707750000000
FS( 34 ),2020704.278000000200,2143776.001249999700,2247687.279999999800,2121845.456249999300,2068811.048250000200,10602824.063749999000
FS( 35 ),2085098.069000000400,2185440.814999999900,2334342.128000000500,2121845.456249999300,2059830.961750000200,10786557.430000002000
FS( 36 ),2052901.173500000300,2182752.762499999700,2334342.128000000500,2121845.456249999300,2068811.048250000200,10760652.568500001000
FS( 37 ),2060845.862000000200,2182752.762499999700,2391050.080000000100,2121845.456249999300,2072076.534250000500,10828570.695000000000
FS( 38 ),2125239.652999999900,2188576.876249999700,2435014.671999999800,2145540.141249999400,2087587.592750000100,10981958.935249999000
FS( 39 ),2085098.069000000400,2230241.689999999900,2413350.960000000400,2136480.408749999900,2103098.651250000600,10968269.779000001000
FS( 40 ),2052901.173500000300,2257570.223749999900,2404430.608000000000,2124633.066249999700,2118609.709750000400,10958144.781250000000
FS( 41 ),2076944.309750000200,2266530.398749999700,2482802.271999999900,2136480.408749999900,2143509.040500000600,11106266.429749999000
FS( 42 ),2068999.621250000100,2239649.873749999800,2456678.384000000100,2133692.798749999600,2127997.982000000300,11027018.659750002000
FS( 43 ),2109141.205249999600,2269218.451249999900,2491722.624000000300,2145540.141249999400,2140243.554500000600,11155865.976250000000
FS( 44 ),2101196.516750000000,2272354.512499999700,2491722.624000000300,2142404.079999999600,2140243.554500000600,11147921.287750000000
FS( 45 ),2125239.652999999900,2263394.337499999400,2478342.096000000400,2163311.154999999300,2134120.768250000200,11164408.009749999000
FS( 46 ),2125239.652999999900,2245473.987499999800,2491722.624000000300,2169234.826249999500,2124732.496000000300,11156403.586750001000
FS( 47 ),2141338.100749999800,2224417.576249999900,2473881.920000000400,2195717.121249999900,2134120.768250000200,11169475.486499999000
FS( 48 ),2149491.859999999900,2215457.401249999600,2461138.560000000100,2228471.538749999800,2127997.982000000300,11182557.342000000000
FS( 49 ),2117294.964499999800,2200673.112499999800,2426094.320000000300,2284572.189999999900,2134120.768250000200,11162755.355249999000
FS( 50 ),2141338.100749999800,2227553.637499999700,2504465.984000000200,2272724.847500000100,2152897.312750000000,11298979.882500000000
FS( 51 ),2125239.652999999900,2242337.926250000000,2491722.624000000300,2240318.881249999600,2140243.554500000600,11239862.639000000000
FS( 52 ),2125239.652999999900,2224417.576249999900,2496182.800000000300,2210700.524999999400,2143509.040500000600,11200049.594749998000
FS( 53 ),2125239.652999999900,2230241.689999999900,2500005.808000000200,2216624.196250000000,2109221.437499999500,11181332.784750000000
FS( 54 ),2141338.100749999800,2227553.637499999700,2517846.512000000600,2222547.867499999700,2127997.982000000300,11237284.099750001000
FS( 55 ),2125239.652999999900,2200673.112499999800,2530589.872000000000,2216624.196250000000,2121875.195750000900,11195002.029500000000
FS( 56 ),2141338.100749999800,2215457.401249999600,2522306.688000000100,2204776.853750000200,2121875.195750000900,11205754.239500001000
FS( 57 ),2165590.307750000200,2215457.401249999600,2504465.984000000200,2240318.881249999600,2177796.643500000200,11303629.217750000000
FS( 58 ),2205731.891749999500,2263394.337499999400,2535050.048000000000,2234395.210000000000,2149631.826750000500,11388203.314000001000
FS( 59 ),2149491.859999999900,2272354.512499999700,2556713.760000000200,2231259.148749999700,2121875.195750000900,11331694.477000002000
FS( 60 ),2157436.548500000000,2260258.276249999600,2556713.760000000200,2216624.196250000000,2121875.195750000900,11312907.976750001000
FS( 61 ),2173534.996249999900,2266530.398749999700,2626802.240000000200,2207564.463749999600,2115752.409500000500,11390184.508250000000
