代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11372209.287999999000
真實報酬,1372209.287999998800

夏普值報酬,0.128520928800
夏普值風險,0.047309844365
夏普值,2.716578981086

預期報酬,31257.510081282901
風險,133701.066181356290
起點值,0.233786543174
找到最佳解世代,3046
找到最佳解實驗#,1
找到最佳解次數,40

投資組合檔數,4
2301(11),2412(24),2474(26),9904(48),
Stock#,2301(11),2412(24),2474(26),9904(48),
張數,80,30,10,71,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,8454.600000000000,77052.212499999994,217251.712499999990,32078.215749999999,
FS( 1 ),2496454.600000000100,2496552.212499999900,2496751.712499999900,2496488.215750000000,9986246.740749999900
FS( 2 ),2442436.359999999900,2472704.334999999500,2427627.327500000100,2399346.494999999600,9742114.517499998200
FS( 3 ),2488631.040000000000,2472704.334999999500,2459386.169999999900,2409242.510499999900,9829964.055500000700
FS( 4 ),2518896.520000000500,2480469.820000000300,2523102.970000000700,2535770.137250000100,10058239.447250001000
FS( 5 ),2512524.840000000300,2485845.924999999800,2536742.347499999700,2532942.704250000000,10068055.816750001000
FS( 6 ),2488631.040000000000,2503766.274999999900,2518523.324999999700,2539304.428499999900,10050225.068499999000
FS( 7 ),2575445.179999999200,2514219.812500000000,2541321.992499999700,2545666.152750000400,10176653.137750000000
FS( 8 ),2625622.160000000100,2509142.379999999900,2518523.324999999700,2653815.465000000300,10307103.330000000000
FS( 9 ),2601728.360000000300,2498688.842499999800,2577660.479999999500,2596559.946749999700,10274637.629249999000
FS( 10 ),2592170.839999999900,2506454.327500000100,2559441.457500000000,2618472.552500000700,10276539.177500000000
FS( 11 ),2601728.360000000300,2509142.379999999900,2573080.835000000000,2684917.227999999700,10368868.802999999000
FS( 12 ),2645533.660000000100,2521985.297499999900,2645857.367499999700,2697640.676500000100,10511017.001499999000
FS( 13 ),2615268.179999999200,2537516.267499999100,2700514.435000000100,2697640.676500000100,10550939.558999998000
FS( 14 ),2604914.200000000200,2545281.752499999900,2700514.435000000100,2697640.676500000100,10548351.064000001000
FS( 15 ),2601728.360000000300,2550359.185000000100,2782350.699999999700,2729449.297749999400,10663887.542749999000
FS( 16 ),2625622.160000000100,2545281.752499999900,2755071.945000000300,2647453.740749999900,10573429.598250000000
FS( 17 ),2621639.860000000300,2550359.185000000100,2750492.299999999800,2729449.297749999400,10651940.642749999000
FS( 18 ),2621639.860000000300,2550359.185000000100,2800569.722500000100,2761257.918999999800,10733826.686500000000
FS( 19 ),2601728.360000000300,2537516.267499999100,2736852.922499999900,2729449.297749999400,10605546.847749999000
FS( 20 ),2601728.360000000300,2550359.185000000100,2750492.299999999800,2777515.658750000400,10680095.503750000000
FS( 21 ),2628808.000000000000,2547969.804999999700,2750492.299999999800,2735811.021999999900,10663081.127000000000
FS( 22 ),2615268.179999999200,2550359.185000000100,2836908.210000000000,2799428.264499999600,10801963.839499999000
FS( 23 ),2595356.679999999200,2558124.669999999900,2850547.587499999900,2920301.025249999900,10924329.962749999000
FS( 24 ),2561905.360000000300,2563500.774999999900,2809629.454999999100,2875768.955499999700,10810804.545499999000
FS( 25 ),2558719.520000000900,2563500.774999999900,2755071.945000000300,2812151.713000000000,10689443.953000002000
FS( 26 ),2555533.679999999700,2553047.237499999800,2768711.322499999300,2764792.210249999500,10642084.450249998000
FS( 27 ),2572259.339999999900,2563500.774999999900,2800569.722500000100,2805789.988750000000,10742119.826250000000
FS( 28 ),2581816.860000000300,2563500.774999999900,2800569.722500000100,2837598.609999999900,10783485.967499999000
FS( 29 ),2588985.000000000000,2576343.692499999900,2836908.210000000000,2920301.025249999900,10922537.927749999000
FS( 30 ),2601728.360000000300,2586797.229999999500,2877826.342499999800,2907577.576750000000,10973929.509250000000
FS( 31 ),2615268.179999999200,2630702.087499999900,2886985.632500000800,2945747.922250000300,11078703.822250001000
FS( 32 ),2628808.000000000000,2638467.572499999800,2868766.609999999400,2983918.267750000100,11119960.450250000000
FS( 33 ),2661462.860000000300,2620547.222499999700,2827848.477500000500,2907577.576750000000,11017436.136750001000
FS( 34 ),2705268.160000000100,2615171.117499999700,2845967.942499999900,2907577.576750000000,11073984.796750000000
FS( 35 ),2734737.179999999200,2615171.117499999700,2827848.477500000500,2850322.058499999800,11028078.833500000000
FS( 36 ),2801639.820000000300,2615171.117499999700,2795990.077499999700,2980383.976499999900,11193184.991500000000
FS( 37 ),2768188.500000000000,2615171.117499999700,2845967.942499999900,2929490.182499999600,11158817.742500000000
FS( 38 ),2721993.820000000300,2615171.117499999700,2927903.764999999700,2993107.425000000300,11258176.127499999000
FS( 39 ),2685356.660000000100,2594562.715000000300,2918744.475000000100,2954937.079500000000,11153600.929499999000
FS( 40 ),2734737.179999999200,2597250.767499999100,2918744.475000000100,3040466.927750000300,11291199.350249998000
FS( 41 ),2702082.320000000300,2597250.767499999100,2936963.497500000100,3044001.218999999600,11280297.803999998000
FS( 42 ),2801639.820000000300,2602328.199999999700,2891465.720000000700,3072275.549000000100,11367709.289000001000
FS( 43 ),2814383.179999999200,2628312.707500000000,2845967.942499999900,3053190.376249999700,11341854.206249999000
FS( 44 ),2745091.160000000100,2615171.117499999700,2832328.565000000400,3075809.840250000400,11268400.682750002000
FS( 45 ),2734737.179999999200,2625624.654999999800,2832328.565000000400,2980383.976499999900,11173074.376499999000
FS( 46 ),2737923.020000000900,2630702.087499999900,2891465.720000000700,3027743.479249999900,11287834.306750001000
FS( 47 ),2768188.500000000000,2641155.625000000000,2973401.542499999100,3053190.376249999700,11435936.043749999000
FS( 48 ),2784914.160000000100,2643843.677499999800,3164352.827499999700,3263127.276500000200,11856237.941499999000
FS( 49 ),2737923.020000000900,2636078.192499999900,3355403.669999999900,3044001.218999999600,11773406.101500001000
FS( 50 ),2741905.320000000300,2659374.647499999500,3328124.915000000500,3012192.597749999300,11741597.480249999000
FS( 51 ),2668631.000000000000,2653998.542499999500,3296266.514999999700,2904043.285500000200,11522939.342999998000
FS( 52 ),2705268.160000000100,2661764.027500000300,3278047.492499999700,2935851.906750000100,11580931.586750001000
FS( 53 ),2714825.679999999200,2653998.542499999500,3187151.495000000100,2942213.631000000100,11498189.348499998000
FS( 54 ),2731551.339999999900,2653998.542499999500,3228069.627500000400,3018554.322000000200,11632173.832000000000
FS( 55 ),2705268.160000000100,2653998.542499999500,3200790.872500000100,2812151.713000000000,11372209.287999999000
