代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11813302.501500001000
真實報酬,1813302.501500001200

夏普值報酬,0.172630250150
夏普值風險,0.054610137775
夏普值,3.161139253301

預期報酬,30640.273652727803
風險,126265.249678108590
起點值,0.242665925350
找到最佳解世代,2918
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2308(15),2412(27),2886(37),3008(42),3045(43),
Stock#,2308(15),2412(27),2886(37),3008(42),3045(43),
張數,29,30,138,4,28,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,62072.382749999997,9066.957500000000,11350.206499999767,65286.957000000002,63284.107000000236,
FS( 1 ),1997242.382750000100,1997166.957500000000,1997170.206500000100,1997246.956999999900,1997244.107000000100,9986070.610750000900
FS( 2 ),1855580.833750000200,1981798.820000000100,1910071.023499999900,1967113.967999999900,1982553.592000000200,9697118.237250000200
FS( 3 ),1906972.415250000100,1988369.615000000000,1973270.124499999700,2046202.446000000000,1986456.246000000300,9901270.846749998600
FS( 4 ),1939597.408000000300,2003601.912500000100,1982887.379000000000,2103746.680999999900,1988686.334000000300,10018519.714500001000
FS( 5 ),2035451.368999999900,2005991.292500000200,2017234.716499999900,2092954.647999999800,1986456.246000000300,10138088.272000000000
FS( 6 ),1988679.255500000200,1992849.702500000100,2047460.373500000000,2082162.615000000000,1970288.108000000500,10081440.054500001000
FS( 7 ),2058837.425749999900,2010471.380000000400,2095546.645999999900,2125290.923999999600,1976420.850000000100,10266567.225749999000
FS( 8 ),2058837.425749999900,1999420.497499999800,2085929.391499999700,2114538.714000000200,1976420.850000000100,10235146.878750000000
FS( 9 ),2152092.936000000200,1997031.117500000400,2129893.983500000100,2110914.821000000000,1994540.315000000400,10384473.173000000000
FS( 10 ),2117158.209250000300,1994940.409999999700,2105163.900499999500,2078578.544999999900,1970288.108000000500,10266129.172750000000
