代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12354835.885749999000
真實報酬,2354835.885749999400

夏普值報酬,0.226783588575
夏普值風險,0.068645435285
夏普值,3.303695105629

預期報酬,50486.457203388636
風險,320680.154156151810
起點值,0.157435552369
找到最佳解世代,3043
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2325(16),2330(17),2498(27),3008(41),
Stock#,2325(16),2330(17),2498(27),3008(41),
張數,70,21,54,0,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,27581.817500000001,71674.560249999995,9756.452499999999,2500000.000000000000,
FS( 1 ),2496481.817499999900,2496544.560250000100,2496456.452500000100,2500000.000000000000,9989482.830250000600
FS( 2 ),2495313.569999999800,2515084.415500000100,2477388.647500000400,2500000.000000000000,9987786.633000001300
FS( 3 ),2566397.625000000000,2544354.320500000400,2515021.382499999800,2500000.000000000000,10125773.328000000000
FS( 4 ),2551065.770000000500,2505258.090249999900,2563406.327500000100,2500000.000000000000,10119730.187750001000
FS( 5 ),2582426.382499999800,2456544.605500000100,2582222.694999999800,2500000.000000000000,10121193.683000000000
FS( 6 ),2625634.337499999900,2466370.930750000300,2837587.682500000100,2500000.000000000000,10429592.950750001000
FS( 7 ),2669539.194999999800,2583241.480000000000,2907477.047500000300,2500000.000000000000,10660257.722500000000
FS( 8 ),2688355.562500000000,2505258.090249999900,3068760.197500000200,2500000.000000000000,10762373.850250000000
FS( 9 ),2691143.172499999900,2553971.574999999700,3224667.242500000200,2500000.000000000000,10969781.990000000000
FS( 10 ),2641663.094999999700,2553971.574999999700,3434335.337500000400,2500000.000000000000,11129970.007500000000
FS( 11 ),2650722.827500000100,2524701.669999999900,3235419.452500000100,2500000.000000000000,10910843.950000001000
FS( 12 ),2678598.927499999300,2592858.734500000300,3396702.602500000000,2500000.000000000000,11168160.264500000000
FS( 13 ),2654207.339999999400,2622128.639500000000,3375198.182500000100,2500000.000000000000,11151534.162000000000
FS( 14 ),2716231.662500000100,2631954.964750000300,3326813.237500000300,2500000.000000000000,11174999.864750002000
FS( 15 ),2610302.482500000400,2592858.734500000300,3310684.922500000300,2500000.000000000000,11013846.139500000000
FS( 16 ),2594970.627499999900,2583241.480000000000,3477344.177500000200,2500000.000000000000,11155556.285000000000
FS( 17 ),2451408.712499999900,2495640.835750000100,3428959.232499999900,2500000.000000000000,10876008.780749999000
FS( 18 ),2394959.609999999900,2544354.320500000400,3267676.082500000000,2500000.000000000000,10706990.013000000000
FS( 19 ),2489041.447499999800,2544354.320500000400,3428959.232499999900,2500000.000000000000,10962355.000500001000
FS( 20 ),2572669.747499999600,2602685.059750000500,3423583.127499999900,2500000.000000000000,11098937.934750000000
FS( 21 ),2572669.747499999600,2670842.124249999900,3439711.442499999900,2500000.000000000000,11183223.314250000000
FS( 22 ),2542006.037500000100,2641572.219250000100,3536481.332499999600,2500000.000000000000,11220059.589250000000
FS( 23 ),2513433.034999999700,2651398.544500000300,3541857.437500000000,2500000.000000000000,11206689.017000001000
FS( 24 ),2498101.179999999700,2661015.799000000100,3428959.232499999900,2500000.000000000000,11088076.211500000000
FS( 25 ),2513433.034999999700,2700112.029250000100,3450463.652500000300,2500000.000000000000,11164008.716750000000
FS( 26 ),2535733.915000000000,2719555.608999999700,3471968.072500000700,2500000.000000000000,11227257.596500002000
FS( 27 ),2557337.892500000100,2768060.023000000000,3611746.802500000200,2500000.000000000000,11437144.718000000000
FS( 28 ),2535733.915000000000,2748616.443249999500,3971945.837500000400,2500000.000000000000,11756296.195750000000
FS( 29 ),2566397.625000000000,2729172.863500000000,3891304.262500000200,2500000.000000000000,11686874.751000000000
FS( 30 ),2669539.194999999800,2797329.927999999800,3810662.687500000000,2500000.000000000000,11777531.810500000000
FS( 31 ),2762924.129999999900,2748616.443249999500,4031082.992500000200,2500000.000000000000,12042623.565749999000
FS( 32 ),2682083.439999999900,2758442.768500000200,4364401.502499999500,2500000.000000000000,12304927.710999999000
FS( 33 ),2697415.295000000400,2777886.348249999800,4369777.607499999900,2500000.000000000000,12345079.250750000000
FS( 34 ),2684871.050000000700,2768060.023000000000,4090220.147500000900,2500000.000000000000,12043151.220500002000
FS( 35 ),2638178.582500000500,2748616.443249999500,4267631.612499998900,2500000.000000000000,12154426.638249999000
FS( 36 ),2731563.517500000100,2797329.927999999800,4149357.302500000200,2500000.000000000000,12178250.748000000000
FS( 37 ),2731563.517500000100,2797329.927999999800,4176237.827500000100,2500000.000000000000,12205131.273000000000
FS( 38 ),2719019.272499999000,2777886.348249999800,4251503.297499999400,2500000.000000000000,12248408.918249998000
FS( 39 ),2744107.762500000200,2758442.768500000200,4337520.977500000000,2500000.000000000000,12340071.508500000000
FS( 40 ),2697415.295000000400,2729172.863500000000,4160109.512500000200,2500000.000000000000,12086697.671000000000
