代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11819928.581500001000
真實報酬,1819928.581500001300

夏普值報酬,0.173292858150
夏普值風險,0.046310186814
夏普值,3.742003003481

預期報酬,27858.992175908668
風險,102189.920307756170
起點值,0.272619766137
找到最佳解世代,4127
找到最佳解實驗#,6
找到最佳解次數,8

投資組合檔數,4
2454(27),2474(28),2801(30),2882(33),
Stock#,2454(27),2474(28),2801(30),2882(33),
張數,8,19,201,78,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,77673.096000000005,73286.854500000001,12099.787000000466,19970.987499999999,
FS( 1 ),2496553.095999999900,2496546.854499999900,2496459.787000000000,2496470.987499999800,9986030.725000001500
FS( 2 ),2522884.941999999800,2596292.930999999900,2545499.666500000300,2509585.478500000200,10174263.017999999000
FS( 3 ),2532920.338000000000,2570945.591499999600,2553504.089500000200,2506479.284500000100,10163849.303500000000
FS( 4 ),2549805.290000000000,2596292.930999999900,2561508.512500000700,2526669.545500000000,10234276.278999999000
FS( 5 ),2563185.817999999500,2562433.425249999900,2561508.512500000700,2532881.933499999800,10220009.689250000000
FS( 6 ),2566610.595999999900,2553921.259000000100,2553504.089500000200,2538317.772999999600,10212353.717500001000
FS( 7 ),2559840.685999999800,2570945.591499999600,2561508.512500000700,2529775.739500000100,10222070.529500000000
FS( 8 ),2566610.595999999900,2579268.598499999800,2591525.098750000800,2532881.933499999800,10270286.226749999000
FS( 9 ),2593530.943999999700,2613317.263499999900,2621541.685000000500,2553072.194499999300,10381462.086999999000
FS( 10 ),2569955.727999999700,2579268.598499999800,2575516.252750000500,2526669.545500000000,10251410.124749999000
FS( 11 ),2539690.248000000100,2536896.926500000100,2575516.252750000500,2491724.862999999400,10143828.290250000000
FS( 12 ),2566610.595999999900,2587780.764750000100,2591525.098750000800,2526669.545500000000,10272586.005000001000
FS( 13 ),2580070.770000000000,2613317.263499999900,2621541.685000000500,2521233.705999999800,10336163.424500000000
FS( 14 ),2566610.595999999900,2706761.932999999700,2575516.252750000500,2488618.668999999800,10337507.450749999000
FS( 15 ),2573300.859999999900,2766347.096750000000,2635549.425249999900,2521233.705999999800,10496431.088000000000
FS( 16 ),2563185.817999999500,2808718.768749999800,2635549.425249999900,2521233.705999999800,10528687.717999998000
FS( 17 ),2576645.991999999600,2800206.602499999600,2635549.425249999900,2526669.545500000000,10539071.565249998000
FS( 18 ),2580070.770000000000,2732298.431749999500,2627545.002250000400,2485512.474999999600,10425426.679000000000
FS( 19 ),2569955.727999999700,2723786.265500000200,2627545.002250000400,2515021.318000000400,10436308.313750001000
FS( 20 ),2536345.115999999900,2732298.431749999500,2613537.262000000600,2485512.474999999600,10367693.284750000000
FS( 21 ),2536345.115999999900,2842767.433749999900,2621541.685000000500,2503373.090499999900,10504027.325250000000
FS( 22 ),2553150.421999999800,2791694.436250000300,2597528.416000000700,2497160.702499999700,10439533.976750001000
FS( 23 ),2606911.472000000100,2885139.105750000100,2635549.425249999900,2582581.037499999600,10710181.040500000000
FS( 24 ),2630486.688000000100,2893651.271999999900,2635549.425249999900,2567826.616000000400,10727514.001250001000
FS( 25 ),2586761.033999999500,2766347.096750000000,2635549.425249999900,2608983.686500000300,10597641.242500000000
FS( 26 ),2623796.424000000100,2791694.436250000300,2635549.425249999900,2658682.790499999700,10709723.075999999000
FS( 27 ),2647291.993999999900,2825743.101249999800,2621541.685000000500,2723136.316000000100,10817713.096249999000
FS( 28 ),2664097.300000000300,2893651.271999999900,2605532.839000000600,2693627.472999999800,10856908.884000001000
FS( 29 ),2664097.300000000300,2825743.101249999800,2621541.685000000500,2708381.894499999500,10819763.980750000000
FS( 30 ),2728053.037999999700,2825743.101249999800,2635549.425249999900,2714594.282500000700,10903939.846999999000
FS( 31 ),2697787.558000000200,2808718.768749999800,2635549.425249999900,2723136.316000000100,10865192.068000000000
FS( 32 ),2728053.037999999700,2859791.766249999900,2651558.271250000700,2693627.472999999800,10933030.548500000000
FS( 33 ),2734743.301999999700,2876626.939499999400,2635549.425249999900,2708381.894499999500,10955301.561249997000
FS( 34 ),2711247.731999999800,2944724.269500000400,2635549.425249999900,2720030.122000000000,11011551.548750000000
FS( 35 ),2711247.731999999800,2970071.608999999700,2643553.848250000300,2726242.509999999800,11051115.699250000000
FS( 36 ),2741513.211999999800,2936212.103249999700,2643553.848250000300,2690521.279000000100,11011800.442499999000
FS( 37 ),2728053.037999999700,3029656.772749999500,2657561.588500001000,2705275.700499999800,11120547.099750001000
FS( 38 ),2691017.648000000000,2944724.269500000400,2657561.588500001000,2688191.633499999500,10981495.139500000000
FS( 39 ),2707822.953999999900,2961559.442749999900,2651558.271250000700,2734784.543499999700,11055725.211500000000
FS( 40 ),2734743.301999999700,2961559.442749999900,2665566.011500000000,2740220.382999999900,11102089.139249999000
FS( 41 ),2734743.301999999700,2995608.107750000000,2673570.434500000400,2740220.382999999900,11144142.227250000000
FS( 42 ),2781814.088000000000,2978583.775249999900,2665566.011500000000,2790696.035499999800,11216659.910249999000
FS( 43 ),2798699.040000000000,2995608.107750000000,2665566.011500000000,2762740.289500000000,11222613.448749999000
FS( 44 ),2986982.183999999900,3140125.774749999900,2651558.271250000700,2747209.319499999300,11525875.549500000000
