代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11591328.963250000000
真實報酬,1591328.963250000000

夏普值報酬,0.150432896325
夏普值風險,0.044037610654
夏普值,3.416009499397

預期報酬,26572.739705187225
風險,87557.335649724599
起點值,0.303489587800
找到最佳解世代,4911
找到最佳解實驗#,1
找到最佳解次數,11

投資組合檔數,6
1101(0),1326(5),2347(20),2454(27),2474(28),2886(36),
Stock#,1101(0),1326(5),2347(20),2454(27),2474(28),2886(36),
張數,54,25,57,5,14,87,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,23267.489500000000,56875.312500000000,8456.413749999767,135787.602500000010,25630.852500000001,10439.235249999767,
FS( 1 ),1664327.489499999900,1664375.312500000000,1664306.413750000100,1664487.602500000000,1664330.852500000000,1664309.235249999900,9986140.905999999500
FS( 2 ),1665667.566999999800,1697831.806250000100,1660951.621749999900,1661904.519999999800,1651086.243500000100,1676046.165999999700,10013491.924500000000
FS( 3 ),1654915.356999999800,1714756.581250000000,1774447.171750000000,1642988.594999999700,1693039.774000000000,1679510.766999999800,10159662.245999997000
FS( 4 ),1630185.274000000000,1678666.987500000000,1781256.904749999500,1611478.646250000000,1752973.389000000000,1650061.658499999700,10104626.859999999000
FS( 5 ),1652764.915000000000,1667964.556249999900,1724509.129749999600,1607297.231250000400,1717013.219999999700,1640534.005749999500,10010087.057999998000
FS( 6 ),1657065.798999999900,1667964.556249999900,1772744.738499999700,1624072.670000000200,1740986.666000000200,1640534.005749999500,10103372.435500000000
FS( 7 ),1637174.210499999800,1646559.693750000100,1774447.171750000000,1611478.646250000000,1740986.666000000200,1631006.352999999700,10041656.741250001000
FS( 8 ),1716740.564499999900,1657262.125000000000,1835734.768749999800,1617800.547500000300,1764960.112000000400,1620612.549999999600,10213114.667749999000
FS( 9 ),1740933.037000000000,1663733.362500000000,1846516.845999999900,1674548.322500000000,1789072.938499999900,1593761.892249999800,10308570.398750000000
FS( 10 ),1727492.774500000100,1657262.125000000000,1822682.780499999600,1661904.519999999800,1795066.300000000000,1586832.690249999500,10251245.190250000000
FS( 11 ),1731793.658500000100,1657262.125000000000,1851056.667999999800,1649310.496250000100,1776946.835000000200,1572974.286249999700,10239348.068999998000
FS( 12 ),1743083.478999999800,1657262.125000000000,1979874.117249999900,1649310.496250000100,1782940.196499999800,1586832.690249999500,10399307.104249999000
FS( 13 ),1736632.152999999900,1657262.125000000000,2060455.957749999800,1712380.172500000300,1789072.938499999900,1576438.887249999400,10532246.233999999000
FS( 14 ),1714590.122500000100,1657262.125000000000,2043431.625249999800,1691373.540000000000,1746980.027500000100,1572974.286249999700,10426615.726499999000
FS( 15 ),1745233.921000000100,1625154.831250000000,2113231.388499999900,1682960.931250000100,1776946.835000000200,1570375.835499999800,10513907.742500002000
FS( 16 ),1733944.100499999700,1650790.887500000200,2082587.589999999900,1678729.737500000000,1764960.112000000400,1570375.835499999800,10481392.263000000000
FS( 17 ),1743083.478999999800,1678666.987500000000,2043431.625249999800,1680870.223749999700,1740986.666000000200,1572974.286249999700,10460017.267749999000
FS( 18 ),1703300.301999999900,1667964.556249999900,2032082.070249999600,1680870.223749999700,1723006.581500000100,1572974.286249999700,10380202.019999998000
FS( 19 ),1721041.448499999900,1657262.125000000000,2025839.814999999700,1674548.322500000000,1746980.027500000100,1549588.229499999700,10375263.967999998000
FS( 20 ),1736632.152999999900,1687129.375000000000,2023569.903999999900,1664045.006250000100,1790884.885000000200,1549588.229499999700,10451853.552749999000
FS( 21 ),1767275.951499999700,1714756.581250000000,2067265.690749999800,1678729.737500000000,1809561.872000000000,1563446.633499999800,10601040.466499999000
FS( 22 ),1765125.509499999900,1712765.431249999900,2104151.744499999100,1640897.887500000400,1803289.749500000400,1559982.032499999700,10586216.354750000000
FS( 23 ),1753835.688999999500,1725459.012500000200,2071805.512749999800,1664045.006250000100,1884687.961500000000,1586832.690249999500,10686669.872250000000
FS( 24 ),1767275.951499999700,1734170.293750000000,2084857.500999999900,1670317.128749999900,1866010.974500000000,1614549.498249999700,10737185.347750001000
FS( 25 ),1775877.719499999900,1740392.637500000000,2209135.128250000100,1680870.223749999700,1884687.961500000000,1604155.695249999900,10895123.365750000000
FS( 26 ),1778565.771999999900,1723467.862499999800,2160899.519499999500,1689233.053750000000,1859738.852000000000,1597226.493249999600,10809135.552999998000
FS( 27 ),1778565.771999999900,1742632.681249999900,2104151.744499999100,1691373.540000000000,1853466.729499999900,1586832.690249999500,10757027.157499999000
FS( 28 ),1789317.981999999800,1753335.112500000000,2124013.465750000000,1687142.346249999900,1866010.974500000000,1611084.897249999700,10830908.778250000000
FS( 29 ),1789317.981999999800,1764037.543750000000,2139335.365000000200,1691373.540000000000,1872143.716499999900,1600691.094249999600,10856903.241500000000
FS( 30 ),1820499.391000000100,1759806.350000000100,2128553.287749999700,1708198.757500000100,1897232.206500000100,1611084.897249999700,10925378.890000001000
FS( 31 ),1798457.360500000200,1710525.387500000000,2150117.442250000300,1693464.247500000300,1872143.716499999900,1611084.897249999700,10835797.051500000000
FS( 32 ),1762975.067499999900,1725459.012500000200,2126283.376750000300,1674548.322500000000,1840922.484500000300,1604155.695249999900,10734347.958999999000
FS( 33 ),1840390.979499999700,1768268.737500000300,2130255.720999999900,1691373.540000000000,1878415.838999999900,1637935.554999999700,10946644.372000000000
FS( 34 ),1824800.274999999900,1753335.112500000000,2091099.756249999900,1699786.148749999900,1897232.206500000100,1648329.357999999800,10914586.856999999000
FS( 35 ),1818348.949000000000,1716996.625000000000,2064995.779750000000,1691373.540000000000,1966086.173500000000,1648329.357999999800,10906134.425249999000
FS( 36 ),1873185.219999999700,1742632.681249999900,2054213.702499999900,1695554.954999999600,2009991.031000000000,1689038.419749999700,11064620.009499999000
FS( 37 ),1855444.073499999900,1738401.487500000000,2078047.767999999700,1689233.053750000000,2041212.263000000300,1692503.020749999900,11094845.666500000000
FS( 38 ),1864583.451999999800,1744872.724999999900,2049673.880499999700,1697645.662500000100,2034940.140500000000,1695967.621749999700,11087687.482249998000
FS( 39 ),1864583.451999999800,1716996.625000000000,1995196.016499999900,1699786.148749999900,1984902.541000000200,1655258.559999999600,10916727.343249999000
FS( 40 ),1922107.775499999800,1740392.637500000000,1999735.838499999800,1693464.247500000300,1978630.418499999900,1682109.217749999800,11016444.135250000000
FS( 41 ),1912968.396999999900,1734170.293750000000,2030379.636999999900,1672457.615000000000,1984902.541000000200,1658723.160999999800,10993605.644750001000
FS( 42 ),1864583.451999999800,1764037.543750000000,1997465.927499999800,1672457.615000000000,2066300.752999999800,1668250.813749999700,11033100.105000000000
FS( 43 ),1890926.366500000000,1815060.762500000000,1997465.927499999800,1682960.931250000100,2028668.017999999900,1637935.554999999700,11053021.560749998000
FS( 44 ),1904366.629000000000,1836465.625000000000,2084857.500999999900,1716561.587500000100,2097521.984999999900,1689038.419749999700,11328815.747250000000
FS( 45 ),1922107.775499999800,1849408.100000000100,2056483.613500000000,1731296.097499999900,2103794.107499999900,1699432.222749999700,11362525.916749999000
FS( 46 ),1910817.954999999800,1806598.375000000000,2058753.524500000100,1703967.563749999700,2009991.031000000000,1702896.823749999700,11193029.273000000000
FS( 47 ),1948450.690000000200,1825763.193749999900,2064995.779750000000,1727114.682500000100,2028668.017999999900,1715889.077499999900,11310885.441500001000
FS( 48 ),1930709.543499999700,1802367.181249999900,2049673.880499999700,1741799.413750000100,2053756.507999999900,1719353.678499999700,11297664.205499999000
FS( 49 ),1922107.775499999800,1810829.568750000100,2056483.613500000000,1752302.730000000000,2103794.107499999900,1715889.077499999900,11361410.872750001000
FS( 50 ),1930709.543499999700,1778971.168750000000,2056483.613500000000,1752302.730000000000,2053756.507999999900,1715889.077499999900,11288116.641249999000
FS( 51 ),1961353.341999999500,1793904.793750000200,2087127.412000000000,1792275.066249999900,2053756.507999999900,1733212.082499999600,11421633.204499999000
FS( 52 ),1959202.899999999900,1802367.181249999900,2060455.957749999800,1773359.141250000300,2041212.263000000300,1722818.279499999700,11359419.722750001000
FS( 53 ),1964041.394499999900,1834474.475000000100,2036621.892249999800,1792275.066249999900,2078844.998000000100,1708959.875499999600,11415221.701499999000
FS( 54 ),1950601.132000000000,1832234.431249999900,2038891.803249999900,1796456.481250000400,2091249.862499999800,1719353.678499999700,11428791.388750000000
FS( 55 ),1930709.543499999700,1844928.012500000000,2043431.625249999800,1781771.750000000500,2141426.842500000300,1689038.419749999700,11431310.193499999000
FS( 56 ),1930709.543499999700,1842936.862500000300,2078047.767999999700,1781771.750000000500,2160103.829500000000,1689038.419749999700,11482612.173249999000
FS( 57 ),1917269.280999999700,1828003.237500000000,2100179.400249999900,1800687.675000000000,2135154.719999999700,1699432.222749999700,11480730.536499999000
FS( 58 ),1912968.396999999900,1838705.668750000000,2087127.412000000000,1792275.066249999900,2204008.686999999900,1705495.274499999600,11540584.505499998000
FS( 59 ),1882324.598499999800,1862101.681249999900,2075777.856999999600,1769127.947500000000,2141426.842500000300,1702896.823749999700,11433659.750500001000
FS( 60 ),1906517.071000000000,1862101.681249999900,2058753.524500000100,1779631.263750000200,2153831.706999999900,1729747.481499999500,11490586.729000000000
FS( 61 ),1899528.134499999900,1866332.875000000000,2064995.779750000000,1796456.481250000400,2153831.706999999900,1722818.279499999700,11503967.256999999000
FS( 62 ),1910817.954999999800,1866332.875000000000,2082587.589999999900,1796456.481250000400,2178920.197000000200,1740141.284499999600,11575260.382749999000
FS( 63 ),1910817.954999999800,1868572.918750000200,2058753.524500000100,1825875.722499999900,2166375.952000000000,1760928.890499999500,11591328.963250000000
