代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11102798.452250000000
真實報酬,1102798.452250000100

夏普值報酬,0.101579845225
夏普值風險,0.040020057403
夏普值,2.538223376413

預期報酬,20720.507710180449
風險,117836.005562336070
起點值,0.175841905123
找到最佳解世代,3718
找到最佳解實驗#,2
找到最佳解次數,24

投資組合檔數,3
2317(16),2474(28),2882(33),
FS( 24 ),3516501.150000000400,3483283.069499999800,3528218.006500000100,10528003.226000000000
FS( 25 ),3489560.890500000200,3492691.253250000100,3513244.558499999800,10495497.702250000000
FS( 26 ),3494160.447000000200,3708661.338000000500,3475810.938499999700,10678633.723500000000
FS( 27 ),3542784.330000000100,3699253.154249999700,3505757.834499999400,10747796.318750000000
FS( 28 ),3555925.919999999900,3783926.808000000200,3490784.386500000000,10830638.114500001000
FS( 29 ),3481018.856999999800,3783926.808000000200,3520731.282500000200,10785677.947500000000
FS( 30 ),3494160.447000000200,3689844.970499999800,3464580.852500000000,10648587.270000000000
FS( 31 ),3494160.447000000200,3633604.938750000200,3498271.110499999500,10626037.496250000000
FS( 32 ),3454735.677000000100,3595972.203750000300,3453350.766500000400,10504059.647250000000
FS( 33 ),3476419.300499999900,3633604.938750000200,3475810.938499999700,10585836.177750001000
FS( 34 ),3511901.593500000400,3746294.072999999900,3464580.852500000000,10722777.519000001000
FS( 35 ),3529642.740000000200,3718069.521750000300,3516987.920500000000,10764701.182250001000
FS( 36 ),3516501.150000000400,3577364.907000000100,3513244.558499999800,10607111.615499999000
FS( 37 ),3516501.150000000400,3680645.857500000400,3550678.178499999900,10747826.186000001000
FS( 38 ),3520443.626999999900,3680645.857500000400,3550678.178499999900,10751768.663000001000
FS( 39 ),3516501.150000000400,3577364.907000000100,3561908.264500000000,10655775.321500000000
FS( 40 ),3529642.740000000200,3605380.387500000200,3550678.178499999900,10685702.306000000000
FS( 41 ),3555925.919999999900,3661829.490000000200,3565651.626499999800,10783408.036499999000
FS( 42 ),3573667.066500000200,3755702.256750000200,3660171.517000000000,10989541.840250000000
FS( 43 ),3564467.953500000300,3718069.521750000300,3645198.069000000100,10927736.544250000000
FS( 44 ),3577609.543500000100,3783926.808000000200,3708835.222999999800,11070372.574500000000
FS( 45 ),3533585.217000000200,3746294.072999999900,3678888.327000000000,10958768.617000001000
FS( 46 ),3516501.150000000400,3661829.490000000200,3622737.896999999400,10801069.537000000000
FS( 47 ),3516501.150000000400,3736885.889250000000,3667658.240999999900,10921046.280250000000
FS( 48 ),3538184.773500000600,3736885.889250000000,3648941.431000000300,10924013.093750000000
FS( 49 ),3582209.100000000600,3830758.656000000000,3630224.620999999800,11043193.377000000000
FS( 50 ),3613091.836500000200,3896615.942250000300,3589047.638999999500,11098756.417750001000
FS( 51 ),3639375.016499999900,3915223.239000000100,3581560.915000000000,11136160.170499999000
FS( 52 ),3661058.640000000100,3830758.656000000000,3520731.282500000200,11012549.578500001000
FS( 53 ),3705082.966500000100,3924631.422750000400,3520731.282500000200,11150446.671750002000
FS( 54 ),3731366.146499999800,3896615.942250000300,3565651.626499999800,11193634.715250000000
FS( 55 ),3727423.669499999800,3896615.942250000300,3546934.816500000700,11170975.428250000000
FS( 56 ),3788532.063000000100,3981080.525249999900,3550678.178499999900,11320291.766750000000
FS( 57 ),3757649.326500000000,3971672.341500000100,3604021.086999999800,11333343.754999999000
FS( 58 ),3744507.736500000100,4037320.557000000000,3596534.363000000400,11378363.656500001000
FS( 59 ),3731366.146499999800,3962264.157749999800,3558164.902500000300,11251796.206750000000
FS( 60 ),3779990.029500000200,3934039.606500000200,3543191.454500000000,11257222.090500001000
FS( 61 ),3775390.473000000200,3877799.574749999700,3449607.404499999700,11102798.452250000000
