代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12742044.273250001000
真實報酬,2742044.273250000600

夏普值報酬,0.265504427325
夏普值風險,0.072395182867
夏普值,3.667432235284

預期報酬,49045.503094921260
風險,130848.608668137970
起點值,0.374826324820
找到最佳解世代,3760
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,7
2207(12),2308(15),2317(17),2325(19),2330(20),2357(24),3045(43),
Stock#,2207(12),2308(15),2317(17),2325(19),2330(20),2357(24),3045(43),
張數,12,24,32,73,22,9,20,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,28699.021000000233,38673.214000000000,36189.680000000000,2311.472250000000,60424.165000000001,105578.418250000000,48206.779999999999,
FS( 1 ),1426579.020999999900,1426593.213999999900,1426589.679999999900,1426541.472250000100,1426624.165000000000,1426688.418250000100,1426606.780000000000,9986225.750499999200
FS( 2 ),1435207.558000000200,1434071.133999999800,1442419.456000000000,1441315.577250000100,1433282.267000000200,1430071.486749999900,1423494.084999999700,10039864.563999999000
FS( 3 ),1425411.100000000100,1434071.133999999800,1451021.223999999900,1489282.380750000200,1435034.479000000100,1445393.385999999900,1421901.165000000000,10102117.868750002000
FS( 4 ),1430309.329000000100,1447451.661999999800,1451021.223999999900,1523440.558999999900,1438757.929500000100,1530963.057250000300,1429268.419999999900,10251215.180750001000
FS( 5 ),1420393.402000000000,1468717.143999999900,1462808.831999999900,1541609.802750000000,1431530.054999999900,1512684.300250000100,1401591.435000000100,10239337.971000001000
FS( 6 ),1415495.173000000200,1472779.090000000100,1469817.679999999900,1555418.428000000100,1431530.054999999900,1527916.597750000200,1407365.770000000000,10280325.793749999000
FS( 7 ),1425411.100000000100,1499779.083999999800,1505499.088000000000,1576494.750750000100,1447738.016000000100,1509637.840750000200,1416126.830000000100,10380689.709500000000
FS( 8 ),1430309.329000000100,1499779.083999999800,1501994.663999999900,1576494.750750000100,1447738.016000000100,1509637.840750000200,1419113.554999999900,10385070.239499999000
FS( 9 ),1425411.100000000100,1521044.566000000100,1508684.927999999800,1584489.218000000100,1456937.129000000200,1509637.840750000200,1419113.554999999900,10425321.336750001000
FS( 10 ),1420393.402000000000,1544221.551999999900,1485109.711999999800,1589576.606250000200,1465917.215500000200,1509637.840750000200,1430662.225000000300,10445521.553499999000
FS( 11 ),1440225.256000000500,1540398.544000000000,1456118.568000000000,1518353.170750000000,1426054.392499999800,1466808.204250000000,1423494.084999999700,10271455.220500000000
FS( 12 ),1534366.828000000400,1551867.568000000000,1515693.775999999800,1623734.784500000100,1431530.054999999900,1475947.582750000300,1416126.830000000100,10549270.424250001000
FS( 13 ),1529349.130000000100,1582929.507999999900,1527481.383999999800,1623734.784500000100,1451461.466500000100,1512684.300250000100,1382675.509999999800,10610319.083249999000
FS( 14 ),1539265.057000000000,1544221.551999999900,1631339.767999999900,1734930.556250000100,1487819.865500000100,1494315.941500000200,1343449.855000000000,10775345.595250001000
FS( 15 ),1544163.285999999800,1517221.558000000000,1656826.487999999900,1801066.603500000200,1484096.415000000000,1537145.578000000000,1350617.994999999600,10891140.923500000000
FS( 16 ),1529349.130000000100,1517221.558000000000,1654914.983999999900,1793072.136250000200,1456937.129000000200,1546284.956500000100,1321547.205000000100,10819330.098750001000
