代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11086586.172000000000
真實報酬,1086586.172000000300

夏普值報酬,0.099958617200
夏普值風險,0.043026036998
夏普值,2.323212272710

預期報酬,21028.286513634415
風險,193955.673056660370
起點值,0.108418001816
找到最佳解世代,4297
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2),1301(3),2325(16),
Stock#,1216(2),1301(3),2325(16),
張數,68,52,104,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,19056.877000000000,32876.542000000001,18295.794000000467,
FS( 1 ),3328616.876999999900,3328636.541999999900,3328615.794000000200,9985870.212999999500
FS( 2 ),3349852.597000000500,3300074.930999999900,3281870.290000000500,9931798.818000001800
FS( 3 ),3403334.885999999900,3370481.995000000100,3184542.878000000500,9958360.758999999600
FS( 4 ),3380317.191999999800,3394296.149000000200,3137949.968000000800,9912564.309000000400
FS( 5 ),3361361.443999999700,3384977.566999999800,3105852.630000000800,9852192.641000000800
FS( 6 ),3532640.166999999900,3351844.830999999800,3193861.460000000900,10078347.458000001000
FS( 7 ),3437184.435999999800,3272119.185000000100,3235277.380000000800,9944582.001000000200
FS( 8 ),3525870.256999999300,3262800.603000000100,3244595.962000000800,10033267.822000001000
FS( 9 ),3551595.914999999600,3252964.321999999700,3313967.628000000500,10118528.865000000000
FS( 10 ),3621325.987999999900,3252964.321999999700,3351241.956000000200,10225533.265999999000
FS( 11 ),3633511.825999999900,3252964.321999999700,3286011.882000000700,10172489.030000001000
FS( 12 ),3766879.052999999800,3225008.575999999400,3165905.714000001100,10157794.343000000000
FS( 13 ),3716104.728000000100,3229667.867000000100,3082038.476000000700,10027812.071000002000
FS( 14 ),3728290.565999999600,3149942.220999999900,3147268.550000000700,10025502.337000001000
FS( 15 ),3621325.987999999900,3135446.648999999700,3119312.804000000500,9876086.440999999600
FS( 16 ),3513684.418999999800,2947521.912000000000,3429932.204000000800,9891139.535000000100
FS( 17 ),3519777.338000000000,3022588.267000000000,3730197.624000000300,10272564.229000000000
FS( 18 ),3589507.410999999800,3041743.129999999900,3535542.800000000700,10166794.341000000000
FS( 19 ),3589507.410999999800,3088853.738999999600,3702241.878000000500,10380604.028000001000
FS( 20 ),3582737.500999999700,3252964.321999999700,3675321.530000000700,10511024.353000000000
FS( 21 ),3690379.069999999800,3403614.730999999700,3720879.042000000400,10814873.842999998000
FS( 22 ),3538733.086000000100,3272119.185000000100,3670144.540000001000,10480997.811000001000
FS( 23 ),3595600.330000000100,3272119.185000000100,3684640.112000000200,10552360.627000000000
FS( 24 ),3659237.483999999700,3243645.739999999800,3790250.708000000600,10693134.932000000000
FS( 25 ),3570551.663000000200,3243645.739999999800,3767471.952000000500,10581670.355000000000
FS( 26 ),3469003.012999999800,3248305.031000000000,3814064.862000000200,10531373.905999999000
FS( 27 ),3469003.012999999800,3229667.867000000100,3878259.538000000600,10576931.418000001000
FS( 28 ),3582737.500999999700,3323889.085000000000,3943489.612000000200,10850117.197999999000
FS( 29 ),3640281.736000000000,3309393.512999999800,3971445.358000000500,10921121.607000001000
FS( 30 ),3659237.483999999700,3333207.666999999900,3975586.950000000700,10968033.101000000000
FS( 31 ),3601693.248999999800,3342526.248999999800,3902073.692000000700,10846294.190000001000
FS( 32 ),3589507.410999999800,3342526.248999999800,3915533.866000000400,10847568.526000001000
FS( 33 ),3595600.330000000100,3342526.248999999800,3956949.786000000800,10895077.365000000000
FS( 34 ),3665330.402999999900,3412933.313000000100,3920710.856000000600,10998975.572000001000
FS( 35 ),3614556.077999999700,3370481.995000000100,4012861.278000000400,10997900.351000000000
FS( 36 ),3570551.663000000200,3323889.085000000000,3855480.782000001100,10749922.530000001000
FS( 37 ),3633511.825999999900,3351844.830999999800,3832702.026000001000,10818059.683000000000
FS( 38 ),3500821.589999999900,3328548.375999999700,3619410.038000000600,10448781.004000001000
